,formula,target
3391,ZrP2O7,1100.0
1883,Cd2.97In0.03TeO6,1080.0
5203,Ti3Bi4O4,1170.0
2856,Ba0.92NdZrO3,1515.0
212,Ba2Gd0.8Y0.2Cu3O7,935.0
6222,Sr1.975Sm0.025SnO4,1380.0
5749,BaV2Co2O8,900.0
2666,MnFe1.6Ga0.4O4,1150.0
3204,Na0.3Sr0.8Ca0.7La1.2Cu2O6,850.0
2471,Ba2Ca0.6Y0.4Cu4O7,940.0
2820,K0.48Na0.52Nb0.992W0.005Bi0.003O3,1160.0
1222,Ba0.5Sr0.5GdFeCoO5,1200.0
11550,Sr0.75Gd0.25FeO3,1250.0
4904,LiScO2,1400.0
6771,K0.16Na0.64Co2O4,920.0
11340,K0.423Na0.517Li0.06Ta0.45Nb0.55O3,1170.0
8164,Zr0.682Ti1.136Nb0.133Ni0.067O3,1200.0
4611,BaPbO3,883.3333333333334
1701,Zn2SiO4,1290.0
10492,Ti0.51Nb0.267Zn0.133Sn0.09O2,1150.0
9803,Na0.64Ca0.1CoO2,900.0
8222,Zr0.352Nb0.133Ni0.067O3,1200.0
6962,Mg0.133Ti0.6Nb0.267O2,1400.0
3135,SrTa1.7V0.3Bi2O9,1000.0
7137,Ho0.075Fe1.925NiO4,1250.0
8371,Zr1.136Ti0.909Nb0.267Ni0.133O3,1200.0
577,La0.4Mn1.2BiO3,1020.0
5963,Sr2.8Ca0.4La0.8Fe1.5Co1.5O10,1200.0
4535,Sr0.9Y0.1CoO3,1100.0
10959,Ba0.8Ca0.15Nd0.025Zr0.1Ti0.9O3,1400.0
7448,Ba0.97Sr0.03Zr0.02Ti0.98O3,1150.0
1023,Mg2Sn0.6Si0.4,600.0
361,Sr0.5TaO3,1200.0
6934,Ce0.6Y3.4AlSiNO8,1650.0
793,BaNd0.1Ce0.675Zr0.225O2.95,1550.0
291,Ba0.03Ca0.47Pr0.5MnO3,1400.0
192,Cu0.04Zn0.96O,500.0
5138,Na0.05Sr0.35Pr0.6MnO3,1100.0
10634,Ca0.9Pr0.05NbMnO9,1080.0
3669,Ba5SmTi3V7O30,1000.0
6618,Er3BiOCl,500.0
7383,Ba0.18La0.67MnZn0.15O3,1400.0
1122,SrFe12O19,1084.3125
7452,La0.25Ti0.5Fe0.5Pb0.5Bi0.25O3,1000.0
10974,La0.6MnPb0.4O3,900.0
792,SrEu0.1Ce0.7Zr0.2O3,1485.0
9544,Li7La3Sc0.025Zr2O12,1075.0
3761,SrTm0.05Ho0.003Gd0.947Ga3O7,1100.0
9405,Sm0.3La1.7W0.3Mo1.7O9,900.0
2822,K0.48Na0.52Nb0.994W0.004Bi0.002O3,1160.0
8481,Zr0.88Ti0.176Nb0.534Ni0.266O3,1200.0
11376,Na0.188Ba0.06TiBi0.188O3,1160.0
3850,LiEu0.4La8.6Si6O26,1350.0
6133,Sr2Er0.7Gd0.3RuCu2O8,900.0
8711,Dy0.07FeBi0.93O3,820.0
7875,SrCaEr0.04Ti5Bi3.96O18,1180.0
522,La0.2Mn1.8Bi0.4O3,1020.0
9159,Ba0.93Ca0.07Zr0.05Ti0.95O3,1500.0
8351,Zr0.2Nb0.667Ni0.333O3,1200.0
3812,Sr0.39Ca0.9Mg0.7Eu0.01SiO4,1350.0
9444,LiVMn0.5Fe0.5O4,585.0
8275,Ti0.682Nb0.133Ni0.067O3,1200.0
1494,Mg0.8Rh0.2Ag0.4Cu0.6O2,930.0
11284,Sm0.05TiW0.02Fe0.02Pb0.95O3,1250.0
8613,Zr0.2Nb0.534Ni0.266O3,1200.0
9891,Mn0.2FeNi0.3Cu0.07Zn0.63O4,1125.0
7924,Li0.2Ca0.9Ti4Cu3O12,1100.0
4715,Ba0.372Nb1.24Zn0.62O3.708,1260.0
10825,Ba0.998Mg1.996P2O8,1100.0
7348,Na0.49Ba0.02Yb0.02TiBi0.47O3,1200.0
6266,Sr0.2La0.8FeO3,1387.5
401,MnBi0.2O3,1020.0
7669,Ba4Sm4.665La4.665Ti18Bi1.866O54,1300.0
5045,Ba3Tb0.27Ce0.006P4O13,800.0
5563,Ca2Mn0.6Fe0.6Al0.8O5,1250.0
6673,Na0.8Sm0.2Co2O4,920.0
616,Sr0.1La0.7MnAg0.2O3,1200.0
7204,Ca1.143Y0.857Ti0.857Nb1.143O7,1450.0
4518,Na0.2Ir4Sb12,630.0
11230,Sr0.2Pr0.8MnO3,1150.0
7784,Na0.18Ba0.72Sr0.1TiO3,1260.0
5521,Fe2Ni0.65Zn0.35O4,1250.0
6689,Na0.12Sm0.08Co2O4,920.0
777,FeGa0.6Al0.4O3,1350.0
2496,Ba2Ca0.8Mg3Y0.2CuO7,940.0
10523,Fe2Co0.5Ni0.5O4,1100.0
7605,Mn1.75Co0.5Ni0.7Cu0.05O4,1200.0
369,Fe2Ni0.7Cu0.6Zn0.3O4,600.0
1484,Mg0.8Rh0.2Ag0.8Cu0.2O2,930.0
6286,Ca0.8La0.2Ti3Al8O18,1500.0
6708,Nd0.4Co2O4,920.0
3362,K0.1Ti0.23Fe0.77Bi0.9O3,1010.0
2259,Sr0.2Mg0.05La0.8Fe0.15Ga0.8O3,1500.0
9890,Mn0.2Fe0.6Ni0.3Cu0.07Zn0.63O4,1125.0
2044,Mg0.4Yb0.02Mn0.6Ga1.98O4,1350.0
9173,TbMn0.9Ga0.1O3,1400.0
3289,Ca0.22Sm0.78AlO2.89,1600.0
11622,ErAlO3,1400.0
2970,Lu1.9Eu0.1MoO6,1200.0
7468,CaLa0.1Ti4Cu2.85O12,1100.0
1553,FeNi3Al2O3,1200.0
10729,La0.3Ti0.4Ta0.3O2,1400.0
10999,Sr0.975Pr0.025TiO3,1300.0
2245,Sr2.5Eu0.5Sn2O7,1450.0
9885,Mn0.6Fe0.8Ni0.3Cu0.07Zn0.63O4,1125.0
9402,Sm0.1La1.9W0.3Mo1.7O9,900.0
7058,La0.64Ti0.92Nb0.08O2.99,1350.0
3085,GdBiO3,1000.0
8552,Zr0.682Ti1.136Nb0.267Ni0.133O3,1200.0
5252,Ca3.7P2O9,1400.0
1190,Gd0.93Nd0.03Y2.04Sc2Ga3O12,1250.0
1100,TiCoO3,1165.0
7268,Mg0.3TiZn0.7O3,1100.0
1825,Y0.15Hf0.02Zr0.83O2,1600.0
1078,Cu2S,500.0
8524,Ti0.528Nb0.267Ni0.133O3,1200.0
3222,LiMn1.75Fe0.25O4,750.0
5490,BaAl2Si2O8,1403.75
5892,Ca2.97Gd0.03Co2O6,1000.0
10236,Ba0.96TiBi0.04O3,1150.0
1809,Mg0.9Tm0.05Mn0.1Fe1.75O4,1250.0
11217,Mg0.226Ti0.32Nb0.454PbO3,1230.0
9421,Sr0.5Sm0.5Fe0.6Co0.4O3,1200.0
11186,FeNi1.5Pb0.5O4,1050.0
351,Sr3PrFe3O10,1500.0
3549,Ta0.6BiSb0.4O4,1200.0
2598,BaNb0.1Sn0.9O3,1350.0
10674,Sr0.333La1.667Ni0.7Al0.3O4,1400.0
8094,Zr0.704Ti0.88Nb0.667Ni0.333O3,1200.0
5790,Li1.3Y0.15Sc0.15Ti1.7P3O12,1250.0
8575,Ti0.909Nb0.534Ni0.266O3,1200.0
10898,Na3Zr1.6Ti0.4Si2PO12,1250.0
10056,Fe1.96Ni0.78Cu0.2Zn0.02O3.94,900.0
9758,Li0.95Ti2P4O12,950.0
4801,Na2Mn0.5Fe0.5P2O7,600.0
1239,Ba0.5Sr0.5Fe0.2Co0.8O3,1110.0
231,Mn0.04Zn0.96O,658.3333333333334
2878,Ca2Eu0.18VBi0.82O6,950.0
6354,SrLa0.6Ti4Bi3.4O15,1200.0
3363,K0.1Ti0.2Fe0.8Bi0.9O3,1010.0
10375,Mg3Tb0.12In3.88P6O24,1200.0
7380,BaHf0.1Ti0.9O3,1381.6666666666667
10384,Mg3Tb0.08Eu0.04In3.88P6O24,1200.0
3764,Zr0.752Ti0.06Nb0.02Pb0.99Sn0.188O3,1325.0
5917,Ba0.3Sr0.2MnBi0.5O3,1000.0
9608,K0.5La0.5Ta2Bi2O9,1150.0
6888,SrYb0.2Zr0.8O3,1600.0
5836,La9.83Fe1.5Al0.25Si4.25O26,1600.0
5503,Li0.7Mg0.7Y1.3Mo3O12,800.0
3508,La5.2WO12,1500.0
4291,YCr0.5Fe0.5O3,1316.6666666666667
830,TiZn2O4,1225.6666666666667
11447,Na0.498Sm0.005Nb2Bi2.498O9,1100.0
3742,Ag0.05GeSb0.05Te0.1Se,500.0
4203,Ba0.8Sr0.2Fe0.2Co0.8O3,1100.0
9723,Ho0.1La1.9W0.3Mo1.7O9,1000.0
10573,LaFe0.2Ni0.8O3,1400.0
1081,Cu2Se0.15S0.85,500.0
3114,Sr2CuO2Cl2,600.0
1937,BaIn0.5Sn0.5O2.75,1325.0
5247,Li0.3Ca0.05Fe2.275Zn0.4O4,1050.0
7521,Sr0.98Ti0.92Fe0.1O3,1450.0
6991,BaCe0.8Zr0.1Nb0.1O3,1566.6666666666667
3203,Na0.3Ca0.7La2Cu2O6,850.0
9880,Mn0.4Fe0.4Ni0.3Cu0.07Zn0.63O4,1125.0
7825,Ba4.5La9Ti18O54,1300.0
10344,Y2.85Al5N0.6O12,1600.0
86,PrMnO3,1200.0
2029,Sr5.95Eu0.05BP5O20,1020.0
5912,Sr2LuRuO6,1360.0
11582,BaSn0.8Sb0.2O3,1280.0
5116,Ba9Lu1.97Si6Bi0.03O24,1400.0
4309,Na0.02Ba0.784Pb0.196Te0.5Se0.5,470.0
10400,CaYb0.8Y0.2AlO4,1400.0
689,Ba0.2La0.8MnO3,1300.0
11135,Ce0.07Zr0.9Ti0.03PbO3,1200.0
4189,K2GdNb5O15,1180.0
2991,PrLaNiO4,1350.0
11079,Sr5NdTi3Nb7O30,1200.0
4218,Sm2CeO6,1150.0
3740,Ag0.3GeSb0.3Te0.6Se,500.0
2292,Sr0.3La0.7Ti0.15Mn0.85O3,1400.0
3249,Mn0.05Cu0.95O,650.0
8404,Zr0.88Ti0.704Nb0.4Ni0.2O3,1200.0
5740,Sr0.665La0.285Ti0.93Co0.07O3,1500.0
5397,Fe2Co0.2Zn0.8O4,1133.3333333333333
10918,Na3Mg0.1Zr1.9Si2PO11.9,1250.0
4306,Na0.02Ba0.392Pb0.588Te0.5Se0.5,470.0
1950,Mn1.997Ni0.67In0.333O4,1300.0
8917,WBi2O6,686.6666666666666
8039,Ba0.7Sr0.3Ti0.995Ni0.005O2.995,1350.0
11423,Na0.463Ba0.075Zr0.04Ti0.96Bi0.463O3,1200.0
5946,SrTi0.2Co0.8O3,1200.0
9474,Sr2MgNb0.6Mo0.4O6,1200.0
8466,Zr0.682Ti0.682Nb0.667Ni0.333O3,1200.0
9682,Ca3Ru0.4Co3.6O9,950.0
5360,Ca0.8Gd3.2Si6O26,1350.0
8768,Y0.02Zr0.48Ti0.2Pb0.97Sn0.32O3,1250.0
5980,Li4Ti5O11.95F0.05,800.0
9959,Sm2MnCoO6,1350.0
7943,Y2.15Fe5Bi0.85O12,958.0
10455,Ca0.4Gd0.6MnO3,1300.0
10266,Ba2GdEuSi6O26,700.0
6662,SrY0.15Zr0.85O3,1650.0
9852,Sr0.33La0.67Mn0.95Al0.05O3,1200.0
10744,Ti0.05Ta0.5Al0.5Sn0.2O2.5,1450.0
2644,Ce0.5La0.2Y2O3,1550.0
2239,Mg2.05Si0.99Sb0.01,800.0
3061,LaCr0.03Mn0.97O3,1050.0
4623,Fe2Cu0.75Zn0.25O4,1000.0
9115,Na0.1Sr0.9LaFeO4,1050.0
6051,Mn0.71Fe2.06Zn0.23O4,1360.0
9552,Na0.5Sr0.02Bi0.47O2.975,1150.0
10678,Ba0.45Sr0.55Nb2O6,1300.0
6601,K1.02TaO3.01,1350.0
10374,Mg3Eu0.08In3.92P6O24,1200.0
8888,Sr1.76La1.24Mn1.96Ru0.04O7,1300.0
11621,DyAlO3,1400.0
2697,Cs2MoO4,477.0
4773,BaNdCoCuO5,955.0
10761,Ca0.85Dy0.1Ti4Cu3O12,1100.0
11256,BaHf0.17Ti0.83O3,1495.0
11300,Lu1.2La0.8Zr2O7,1830.0
6842,Ba0.3Ca0.7TiO3,1400.0
1871,La0.05Mn0.05Fe0.95Bi0.95O3,650.0
1627,Yb0.2Co4Ga0.2Sb11.933,625.0
9923,Mn0.4Zn0.6O,600.0
1409,Bi3.7Sb0.3O6,850.0
9925,Fe1.85Ni0.45Cu0.2Zn0.35O4,900.0
10480,Sr0.8Gd0.2CoO3,1300.0
8752,U0.97Gd0.03O2,1700.0
2559,Ag0.2Cu1.8GeSe3,550.0
6203,Ba0.95La0.05SnO3,1300.0
2289,BaSm0.05Ce0.6Y0.15Zr0.2O3,1400.0
11415,Yb0.6Gd1.4Zr2O7,1600.0
11301,Lu1.4La0.6Zr2O7,1830.0
5472,La0.12Ti0.97Pb0.88O3,1000.0
622,Sr2SiO4,1300.0
10163,EuTi3Nb7Pb5O30,1200.0
11122,Sr0.4La0.55MnO3,1150.0
715,SrLa2WO7,1200.0
11029,Sr13La23MnO3,800.0
2755,Ca2La8Si6O26,1525.0
3225,Sr1.4Ca0.4La1.2Mn2O7,1500.0
9301,Li0.64La0.49TiO3,1400.0
9500,Sr0.6La0.4Ta0.2Co0.8O3,1420.0
4665,BaB2SiO6,1340.0
11606,SrHo2Ta2O9,1200.0
10517,Li0.35Ti0.1Mn0.05Fe2.05Zn0.3O4,920.0
10295,SrCe0.038Ta2Bi1.95O9,1200.0
1455,CaNdMnO4,1500.0
6542,Sr0.25La0.75FeO3,1400.0
6301,Ca0.4Mg0.2La0.6Ti3Al7.8O18,1500.0
11525,Ba1.977ZnSi2O7,1150.0
8591,Zr0.4Nb0.534Ni0.266O3,1200.0
2758,Ba7Y2Ti2Mn3O20,1550.0
863,Nd0.01Y0.99VO4,1500.0
3258,Sr0.875Ca0.125TiO3,1350.0
2345,Ca0.85La0.15MnO3,1298.5
576,La0.4MnO3,1020.0
980,SmCrO3,1400.0
470,La0.8MnBi0.8O3,1020.0
