,formula,target
1920,Sr3Ga2Ge4O14,1200.0
3528,Y1.4Mo3Fe0.6O12,900.0
2113,Sr5.333Nb2.667O12,1400.0
1401,Lu2Si2O7,1600.0
4651,Sr0.3La1.7CuO4,1005.0
1917,CaAl2O4,1350.0
9327,LuLaSc4B4O12,1100.0
509,LaMn1.8O3,1020.0
5314,CeY1.8Mn0.2Al4.8Si0.2O12,1600.0
1687,Sr2.97Eu0.03ZrSnO7,1450.0
8901,Ca0.64La0.36Ti0.64Ga0.36Al0.288O3,1550.0
10324,BaTi4Bi4O15,1100.0
344,K0.1La0.9Nb0.1Co0.9O3,1400.0
814,Ba2Gd0.1YCu2.9O7,930.0
10515,Sr0.994Eu0.006Nb2Bi2O9,1120.0
8151,Zr0.528Nb0.534Ni0.266O3,1200.0
7345,Ba0.22Sr0.11La0.67Mn0.8Co0.2O3,1100.0
3559,Ca3Ir0.3Co3.7O9,900.0
951,NaFeO2,770.0
9545,Li7La3Sc0.1Zr2O12,1075.0
8377,Zr0.682Ti0.227O3,1200.0
8003,BaZr0.9In0.1O2.95,1550.0
8831,Na0.5La0.05Ti4Cu3Bi0.45O12,970.0
5124,Ti0.4Nb0.4Cu0.2O2,1360.0
4272,Sr0.3La0.7Mn0.8Fe0.2O3,1200.0
9408,Mg0.13V0.87Bi2O5.305,840.0
4543,Sr0.55La0.45MnO3,1350.0
7651,Li0.1Sc0.02Ni0.88O,1300.0
8625,Ti0.909Nb0.267Ni0.133O3,1200.0
9772,GdSmZr2O7,1700.0
8742,Th0.9Nd0.1O2,1600.0
7334,Gd0.003NbBi0.997O4,920.0
4898,Ba0.36Sr1.2Ca0.44MoFeO6,1200.0
11508,Ba2Al14O23,1550.0
7285,Sr0.85Dy0.225Ta2Bi2O9,1100.0
7001,Ba0.3Sr0.7Nb0.667Zn0.333O3,1400.0
4474,Fe1.98Ni0.39Cu0.18Zn0.43O4,900.0
3640,Li0.08Ba0.92TiNi0.04O3,1200.0
10152,YbRu2BiO7,1080.0
9889,Mn0.8Fe0.2Ni0.3Cu0.07Zn0.63O4,1125.0
10372,Mg3Eu0.36In3.64P6O24,1200.0
2782,Na0.1Sr2.8Ce0.1Al2O5Cl2,1000.0
1125,Ba0.025Ca0.975Ti4Cu3O12,1100.0
6466,Ca0.3Pr0.648Y0.052CoO3,1200.0
2793,Ca0.32Pr0.68MnO3,1148.5
5857,Ba0.9La0.1FeO3,1200.0
405,La0.6Mn1.8BiO3,1020.0
4559,Sr2CaCu2Bi2O,830.0
6571,BaGd0.15Ce0.85O3,1675.0
11184,Li0.25Mg0.4Fe2.25Zn0.6O4,1000.0
5361,Ca2Gd8Si6O26,1350.0
5139,Na0.2Sr0.2Pr0.6MnO3,1100.0
2487,Ba2Ca0.2Mg2.4Y0.8Cu1.6O7,940.0
8866,CaCe0.6NbMn0.4SnO7,1350.0
3438,Li2Ti0.8Ru0.2O3,1000.0
4868,BaCe0.8In0.2O3,1475.0
4550,Sr2LaMn1.98Co0.02O7,1300.0
5018,Ba0.99Mg0.01Zr0.02Ti0.98O3,1150.0
1048,CaYCo2O5,690.0
7490,Ba0.1ZrPb0.9O3,1287.5
43,Nb0.4V1.6Bi4O11,830.0
2691,AlSiNO,1775.0
2713,Li0.35La0.55TiO3,1262.5
6737,Na0.8Y0.2Co2O4,920.0
3283,CaTmAlO4,1450.0
5157,NaSr3Gd0.95Sm0.05P3O12F,1000.0
6970,Ba4Sm2Zr4Nb6O30,1475.0
11202,Y0.02Zr0.549Ti0.085Pb0.97Sn0.366O3,1250.0
11626,Sm0.55Ce0.45O2,1690.0
2971,Sr0.45Ca0.7La1.85Cu3O7,1100.0
8623,Zr0.6Ti0.6Nb0.534Ni0.266O3,1200.0
4288,Ca0.5Sm0.1La0.4MnO3,1200.0
7178,Sr2MoFe0.8Ni0.2O6,1100.0
6770,K0.08Na0.32Co2O4,920.0
10142,Sr2Ca2Cu3Pb0.6Bi1.4O10,860.0
2888,Tm0.02Y1.98O3,1600.0
7610,SrWO4,1000.0
9644,Na0.3La0.7MnO3,1200.0
112,Sr0.6Mg0.4La0.4Ga0.6O3,1400.0
6679,Na0.6Co2O4,920.0
5246,Li0.3Ca0.01Fe2.295Zn0.4O4,1050.0
3785,Ca0.87Eu0.13Al2Si2O8,1400.0
9709,Ca0.33Tb0.07La0.6MnO3,1400.0
912,Mg4CrGa7Ge2O20,1400.0
9997,HoCr0.2Fe0.8O3,1300.0
1052,Nb0.74Al0.26,950.0
11244,Nd1.8Sc0.2Zr2O7,1700.0
9534,Sr0.6La0.4Ta0.1Co0.9O3,1420.0
10775,SrTa0.4Nb1.6Bi2O9,1150.0
1469,Rb2Mo3Ni1.6Cu0.4O12,480.0
496,LaMn1.8BiO3,1020.0
11082,Ba0.7Mg0.433La0.3Nb0.567O3,1450.0
5970,Li9V2.5Al0.5P8O29,750.0
993,Gd0.12FeBi0.88O3,820.0
327,Ba0.099Ca0.231La0.67MnO3,1350.0
10141,Ba0.975Zr0.25Ti0.75Bi0.017O3,1400.0
5596,Ca0.987WO4,1000.0
82,Sr2Eu1.5Ce0.5MoCu2O10,1200.0
8070,Zr0.8Ti0.6O3,1200.0
7968,Zn0.93Ga0.05Al0.02O,1450.0
1907,Na0.92CoO2,900.0
4438,LiCa2.97MgV3O12,850.0
4731,Ba0.248Ti0.248Nb1.24Zn0.62O4.08,1260.0
7646,Zr0.52Ti0.48Ni0.05PbSb0.05O3,1270.0
28,BaYCo2O,1100.0
850,Sr0.85Ce0.15Fe0.5Co0.5O3,1450.0
5170,BaZr0.045Ti0.955O3,1275.0
4071,Zr0.12Ti0.48Nb0.2PbSb0.2O3,1230.0
9715,Fe1.8CuAl0.2O4,1100.0
4336,Ba5P3O12Cl,1100.0
4953,Nd0.6La0.4Ti3Bi3O12,1000.0
2826,Sr2Gd7.96Ce0.04Si6O26,1500.0
7590,Ca0.05Ho0.95Mn0.95Co0.05O3,1450.0
331,Ca0.33La0.67Mn0.9Al0.1O3,1350.0
5961,Sr0.15La0.85Ti0.1Cr0.8Ni0.1O3,1450.0
563,Mn1.2Bi0.4O3,1020.0
2976,CoZnO,1200.0
2905,LiAl0.4Ge1.6P3O12,900.0
8103,Zr0.227Ti0.909O3,1200.0
9440,Sr0.3La0.7Fe0.7Ga0.3O3,1400.0
4902,Ba1.015Mg0.33Ta0.67O3,1600.0
5451,SrTa1.85W0.15Bi2O9,1200.0
6411,Sr0.8La4.2Sc0.2Ti4.8O17,1650.0
10652,Sr0.2Ca0.2La0.6MnO3,900.0
2523,SrLaAlO4,1433.3333333333333
7255,Ba3CeTi5Nb5Bi2O30,1300.0
7347,Na0.45Ba0.1Yb0.02TiBi0.43O3,1200.0
6033,Ca0.4Eu0.2MnBi0.4O3,1100.0
2612,Sr2Ce2.01Y0.99Mo0.25Cu2.75O11,1020.0
11261,Nb1.5Zn1.2Bi1.5O7,1100.0
4889,Na0.2Li0.3La0.5TiO3,1300.0
11242,BaTi4Fe2.4Bi4O15,1100.0
1836,Ca2UO5,1250.0
9858,Ca1.92Pr0.08MnO4,1350.0
6802,Na0.4Sr0.6Co2O4,920.0
6383,Ca0.3La0.6Y0.1CoO3,1200.0
10087,Ba1.9Sr0.1PrCu3O,940.0
8343,Ti0.176Nb0.133Ni0.067O3,1200.0
932,Ca2Al8Si4N4O17,1450.0
4187,SrFe0.05Sn0.95O3,1380.0
7239,La4Ti5ZnO17,1550.0
4843,Ca3Sc2Si3O12,1350.0
2297,MgFe2O4,1138.8181818181818
10041,Sr1.2Gd0.8CoO4,1147.0
10049,Fe2Co0.8Zn0.2O4,1450.0
696,Cr1.5Fe0.5ZnO4,920.0
9410,K0.15La1.85Mo2O9,950.0
9670,Ca2.9Eu0.1Co4O9,920.0
745,Sr0.995B6Bi0.005O10,850.0
1973,Mn1.4Ni0.6InO4,1300.0
9158,Zr0.357Ti0.343Nb0.2Zn0.1PbO3,1250.0
8346,Ti0.176Nb0.4Ni0.2O3,1200.0
5312,CeY1.975Mn0.025Al4.975Si0.025O12,1600.0
10709,SrTi0.994Nb0.006O3,1530.0
7960,CaEu0.05Ti7Bi7.95O27,1150.0
7965,Zr0.343Ti0.357Nb0.2Zn0.1PbO3,950.0
7874,La0.1Ti0.936Mn0.039Pb0.9O3,1000.0
1148,K25CeBi25O2,800.0
4514,Na0.6Ir4Sb12,630.0
9325,Lu0.2La0.2Sc4B4O12,1100.0
9081,Na0.005Sr0.99Pr0.005B4O7,900.0
2084,Ca3Co3.9Cu0.1O9,925.0
3040,SrZr4P6O24,1223.5
7550,Sr0.995Mg0.005TiO3,1120.0
7478,Lu2.74Ce0.06Y0.2Al5O12,1550.0
2191,Ba0.333La0.667Mn0.97Sb0.03O3,1260.0
8243,Zr1.136Ti0.682Nb0.267Ni0.133O3,1200.0
9381,BaNb0.1Co0.8Bi0.1O3,1100.0
10829,Ba0.99Mg1.992P2O8,1100.0
5454,SrTa1.8W0.2Bi2O9,1200.0
3803,BaYb0.8Gd0.2Co4O7,1100.0
4766,LiMn1.75Ru0.25O4,1050.0
4584,Zr0.314Ti0.196Nb0.02Pb0.99Sn0.47O3,1300.0
10237,Ba0.97TiBi0.03O3,1150.0
10119,Fe2.02Ni0.29Cu0.08Zn0.62O4.02,1180.0
10034,Na0.08Li0.02La0.9MnO3,1100.0
6384,Ca0.3La0.55Y0.15CoO3,1200.0
673,La0.6WO3.9,1550.0
5219,Ti4TaBi6.75O21,1100.0
10327,Gd2SiO5,1500.0
3832,Ba1.98Eu0.02P2O7,1050.0
4501,Sr0.21La0.79CoO3,1200.0
8365,Zr0.4TiO3,1200.0
2284,Sr0.665La0.285TiO3,1500.0
9034,SrFe0.83Sn0.17O3,1420.0
10385,Mg3Tb0.28Eu0.04In3.68P6O24,1200.0
534,La0.2Mn1.6Bi0.6O3,1020.0
6324,CaMg0.4Ti3Al7.6O18,1500.0
3424,SnSe,520.0
7764,Eu0.1Pr0.9TiNbO6,1370.0
11197,Cr0.9CuGe0.1O2,1000.0
10919,Na0.37Sr0.26TiBi0.37O3,1150.0
7970,LiVCuO4,550.0
1641,BaCa0.1Ce0.9O3,1500.0
2926,Cu2PbO2,700.0
3266,Li2SrTi6O14,1000.0
2242,Ca14Zn6Ga10O35,1250.0
10124,Nb0.75Mo0.25Pb0.375O3,700.0
5019,Zn2Sn2O6,1425.0
11178,Li0.2Mg0.4Fe2.2Zn0.6O4,1000.0
9576,Ba0.15Eu0.85TiO3,1400.0
403,La0.8Mn1.8Bi0.4O3,1020.0
10612,Mn0.6ZnAl1.4O4,1250.0
7554,SrTi3.92W0.08Bi4O15,1050.0
8763,Na0.76Nb0.84Mn0.16Bi0.24O3,1150.0
4981,Ca1.4P2O8,1200.0
5457,Ba0.68Sr0.32TiO3,1320.0
11264,Nb1.5Zn1.6Bi1.5O7,1100.0
2911,Li1.2Al0.4Ge1.6P3O12,900.0
11273,Ba0.8Sr0.2PbO3,850.0
6863,BaSm0.15Ce0.84Zr0.01O3,1450.0
7011,Nd1.02Ta0.079Nb0.909O4,1275.0
1416,Na0.5Dy0.005TiBi0.5O3,1050.0
10334,Ba2.4Nd1.8Cu3.4O,1030.0
11370,Na0.376Ba0.06TiBi0.188O3,1160.0
5085,BaCoO3,1065.0
3608,Sr0.5La0.5InO3,1400.0
4882,Ba1.6Sr0.4CuO3,950.0
282,La0.9MnTe0.1O3,1064.2857142857142
3270,Ba0.8La1.2In2O5,1333.3333333333333
5833,La9.83Fe0.75Al1.5Si3.75O26,1600.0
5393,Sr0.7La0.3Fe0.5Ga0.5O3,1200.0
10423,Ba0.3Ti0.3Zn0.7Bi0.7O3,980.0
5881,Sr0.33Nd0.502Pr0.168MnO3,1200.0
8717,Sr2.85Sm0.15Ti2O7,1525.0
2798,Fe4Bi2O9,815.0
2696,Ba3Ca1.18Nb1.82O8.73,1566.6666666666667
9452,Ca0.08Sm1.92Ti2O7,1550.0
5909,Ti2FeBi4O12,900.0
2840,LaFe12O19,1050.0
9952,Ti0.7Fe0.6Ni1.7O4,1200.0
4181,Sr0.333Sm0.267La0.4MnO3,1280.0
4913,Y0.12Sc0.08Zr0.8O1.9,1600.0
10710,SrTi0.988Nb0.012O3,1530.0
8373,Zr0.176Ti0.528Nb0.267Ni0.133O3,1200.0
2374,Nb2Co4O9,1033.3333333333333
8384,Zr0.4Ti0.2Nb0.4Ni0.2O3,1200.0
9290,Mg0.1Mn0.9GeO3,1200.0
10527,Na0.5Sm0.02La0.5Ti7Bi7.98O27,1040.0
475,La0.4Mn1.2Bi0.6O3,1020.0
10837,Ba0.982Mg1.998P2O8,1100.0
1846,Fe0.1Bi1.9Se3,500.0
11330,Mg0.83Zr0.03Fe1.94Zn0.2O4,1100.0
1564,Sr2.7La0.3Fe1.4Co0.6O7,1500.0
2909,Li1.4AlGeP3O12,900.0
5567,BaNd0.03La1.97ZnO5,1200.0
8095,Zr1.136Ti0.455Nb0.4Ni0.2O3,1200.0
917,Ca1.999P2O7,1100.0
7877,SrCaEr0.06Ti5Bi3.94O18,1180.0
6489,Gd0.08Zr0.519Ti0.461Pb0.92O3,1200.0
8031,DyMn0.9Fe0.1O3,1300.0
7325,Na0.5Y0.5Ti4Cu3O12,1090.0
2418,Ba0.9Zr0.1Ti0.9Pb0.1O3,1100.0
131,Sr0.4Mg0.4La0.6Ga0.6O3,1400.0
10313,BaTi0.99Nb0.005In0.005O3,1350.0
4265,Sr0.26Ca0.06Pr0.68MnO3,1200.0
11596,Ca0.1Mn0.1Fe0.9Bi0.9O3,850.0
6798,Na0.6Yb0.4Co2O4,920.0
6032,Ca0.4Eu0.1MnBi0.5O3,1100.0
2636,NdNiO3,900.0
9488,Ta0.182Bi0.818O1.682,800.0
4646,Ba4Y2Ti4Nb6O30,1250.0
3709,Tb2Mo3O12,850.0
6873,MgLa10Si5O26,1566.6666666666667
7129,NaCa2GeO4F,850.0
4625,Fe2Cu0.5Zn0.5O4,930.0
9352,Fe1.7NiAl0.3O4,1200.0
431,La0.6Mn1.2Bi0.8O3,1020.0
4079,Zr0.32Ti0.08Nb0.3PbSb0.3O3,1230.0
7342,Ba0.22Sr0.11La0.67CoO3,1100.0
3370,K0.05Ti0.13Fe0.87Bi0.95O3,1010.0
10452,Ca0.6Gd0.4MnO3,1300.0
1354,Be12Ti,800.0
10235,Ba0.99TiBi0.01O3,1150.0
4632,Mn0.06Fe1.96Ni0.19Cu0.25Zn0.5O3.94,900.0
8732,Ti0.945Mn0.01O3,1200.0
10712,SrTi0.985Nb0.015O3,1530.0
10209,Ba0.97Ca0.03Zr0.02Ti0.98O3,1450.0
2391,Li1.2Mn0.54Co0.13Ni0.13O2,750.0
8958,BaFe10.5O19,900.0
6471,Sr0.7Ce0.3MnO3,1400.0
11087,Sr0.4La0.6Mn0.2Co0.8O3,1200.0
9602,Na0.47Ba0.06Ti1.03Bi0.47O3.06,1170.0
7567,Pr0.05Ti0.2Fe0.8Bi0.95O3,820.0
10719,Na0.469Ba0.062TiBi0.469O3,1350.0
1,Sr0.5Nd0.5CoO3,1200.0
9371,Sr0.05Mg0.2La0.75MnO3,1200.0
1252,Ca0.4La1.6NiO4,1416.6666666666667
9946,Fe2Co0.5Zn0.5O4,1375.0
766,La2Zr2O7,1616.25
7543,SrLa0.25Ti4Bi3.75O15,1050.0
8488,Zr0.176Nb0.534Ni0.266O3,1200.0
3129,CaNb2Bi2O9,1143.3333333333333
6652,SrSmCoO3,1500.0
4353,Sr1.6MoFeBi0.08O6,1280.0
80,Eu2CuO4,1000.0
5005,Pr0.1Zr0.1Fe0.9Bi0.9O3,820.0
10222,Li1.3Ti1.35Zn0.35O3.7,1160.0
9828,BaDy0.05Zr0.95O3,1700.0
3575,Ce0.05Y2.95Ga1.5Al3.5O12,1500.0
2232,TaBi3O7,850.0
5870,Zn0.96Al0.04O,1170.0
3240,WMn0.81Cu0.19O4,900.0
2013,Na0.01Sr2.98Eu0.01B2SiO8,1020.0
11102,La0.05TiMo0.02Fe0.02Pb0.95O3,1200.0
7221,Sr0.85Ce0.15O3,1400.0
11057,Ca0.5Pr0.45Ce0.05MnO3,1350.0
9546,Li6.8La3Zr2Zn0.1O12,1075.0
8786,Ba1.81Eu0.19SiO4,1300.0
2823,K0.48Na0.52Nb0.99W0.007Bi0.003O3,1160.0
9049,Y0.88VO4,1200.0
9231,Gd2.994Ce0.006Cr0.001Ga2Al3O12,1600.0
10853,La0.3Ti0.85Al0.15Pb0.7O3,1150.0
10147,Sr0.2Pr0.2La1.6CuO4,1000.0
3260,CaCoO,1150.0
3837,Ba1.92Eu0.08P2O7,1050.0
9820,YbSmZr2O7,1700.0
2494,Ba2Ca0.4Mg2.4Y0.6Cu1.6O7,940.0
6183,Ca0.9Dy0.05MnBi0.05O3,1300.0
3028,SrTaO3.5,1300.0
3137,Ba3.9La9.4Ti18O54,1350.0
9161,CaTi3.9Mn0.1Cu3O12,1100.0
1108,Dy0.1Nd299.9Ce0.8O2,1200.0
1947,Mn1.663Ni0.67In0.667O4,1300.0
9862,Sr1.2La0.8MoFeO6,1200.0
3982,Ba0.03Mg0.2La0.97Ga0.8O3,1550.0
5748,SiBi2O5,950.0
1355,Be12V,800.0
3395,Ca0.01La0.99VO4,1400.0
9963,K0.15Sr0.25Pr0.6MnO3,1100.0
8896,Ca0.64La0.36Ti0.64Ga0.36Al0.18O3,1550.0
1819,TiNiSn,1000.0
9547,Li6.9La3Zr2Zn0.05O12,1075.0
500,La0.4Mn2Bi0.8O3,1020.0
3569,Zr0.65Ti0.35PbO3,1170.0
7517,Sr0.03Zn0.97O,1100.0
4034,BaSc0.01Zr0.99O3,1600.0
1557,Ba5Ta4O15,1550.0
6857,Sr3.9Ca6Eu0.1Si6O21Cl2,1100.0
899,Y2Al2O6,1650.0
11514,Na5Eu0.1La0.9W4O16,1000.0
1702,Ca0.25Ce0.05La0.7MnO3,1250.0
3095,LaZrAl13O23,1725.0
9883,Mn0.2Fe0.2Ni0.3Cu0.07Zn0.63O4,1125.0
5026,Eu0.02Cd0.98GeO3,1040.0
5965,Sr2.8Ca0.4Nd0.8Fe1.5Co1.5O10,1200.0
1908,Na0.91CoO2,900.0
8487,Zr0.227Nb0.667Ni0.333O3,1200.0
2080,Sr5.794Nb2.206O11.309,1400.0
4529,LaNiO3,1280.0
9470,Sr2MgW0.4Mo0.6O6,1200.0
3162,LiY4.5Si6O26,1350.0
1444,Sr0.2La0.8Cr0.02Mn0.98O3,1550.0
8077,Zr0.6Ti0.6Nb0.133Ni0.067O3,1200.0
3199,Na0.3Sr0.6Ca0.7La1.4Cu2O6,850.0
8326,Zr0.6Ti0.6Nb0.667Ni0.333O3,1200.0
1655,Ti0.12Fe0.88BiO3,830.0
7663,Sr1.85Ca0.15Nd0.1Ti5Bi3.9O18,1180.0
11405,Ca0.8La0.2TiO3,1400.0
8171,Zr0.227Ti0.455Nb0.667Ni0.333O3,1200.0
104,Sr0.8Mg0.4La0.2Ga0.6O3,1400.0
2182,LaMn0.7Ga0.3O3,1400.0
3911,Ho0.05Dy0.05La0.9InO3,1250.0
2806,AlSi5N7O,1675.0
5797,Zr0.8Nb0.2Bi3O6.6,800.0
7935,CaTi3.99V0.01Cu3O12,600.0
10884,Ba0.838Ca0.162Zr0.092Ti0.906Mn0.002O3,1480.0
5514,CaNb0.667Zn0.333O3,1300.0
10831,Ba0.984Mg1.992P2O8,1100.0
3004,Ba2La6.4Si6O26,1350.0
9200,CaTi5NbBi7O24,1080.0
5304,Ce0.2Y2.5Mn0.3Al4.7Si0.3O12,1600.0
3509,La5.5WO12,1500.0
4789,Na1.35Sr1.65Si3O8.325,1050.0
10069,Ba1.38Sr1.62Fe21.6Co2O37.4,1200.0
283,Ca0.2La0.8MnO3,1325.0
10891,Ca0.55Ta0.2Nb0.3Fe0.5Pb0.45O3,1150.0
251,YMn0.3Fe0.7O3,1410.0
883,Sr0.6La1.4Fe0.5Co0.5O4,1250.0
2024,Ba0.5Sr0.5YFe0.5Co1.5O5,1150.0
2784,W3Bi2O12,880.0
6453,La2RuCuO6,1200.0
7142,Na0.5Ba0.06Ca0.05Ti1.11Bi0.5O3.33,1150.0
5225,Dy2Ce2O7,1600.0
2955,Cr10Fe30Ni60,1120.0
7309,Ca0.4La0.6Fe0.75Co0.25O3,1250.0
10551,Sr0.2La0.8Fe0.6Ni0.4O3,1400.0
2753,Ca4La6Si4P2O26,1525.0
9825,BaDy0.15Zr0.85O3,1700.0
7634,BaTi0.7Sn0.3O3,1175.0
10793,Ba0.984Mg1.998P2O8,1100.0
10529,Na0.5Sm0.015La0.5Ti7Bi7.985O27,1040.0
6684,Na0.2Sm0.8Co2O4,920.0
8952,CaY0.005Ti3.995Cu3O12,1050.0
7438,Ca0.3Nb1.5Zn0.7Bi1.5O7,950.0
4427,Li1.2Mn1.8O4,900.0
4884,Mo3Al2O12,800.0
6026,LaMn0.9Ga0.1O3,1250.0
6060,Mg0.6Fe2Ni0.4O4,1000.0
686,Ba1.9Nd0.1YCu3O,950.0
1079,Cu2Se0.05S0.95,500.0
7420,Sr0.8La0.1Y0.1TiO3,1460.0
4676,Ca0.5Sm0.5Mn0.4Ni0.6O3,1500.0
6520,Sr2Sc0.25MoFe0.75O6,1250.0
4544,Sr0.55La0.45Mn0.5Ru0.5O3,1350.0
69,BaCe0.4Y0.2Zr0.4O3,1512.5
7658,Ca2Fe1.4Co0.6O5,1400.0
10599,La0.1Fe0.95Co0.01Bi0.9O3,800.0
4354,Sr1.8MoFeBi0.1O6,1280.0
10625,Sr4.98Eu0.02P3O12F,1100.0
10656,Y0.07Nb1.5Zn0.92Bi1.43O6.92,1100.0
6824,Na0.64Sr0.16Co2O4,920.0
754,BaMn0.4Cu0.4Zn1.2As2,800.0
222,Li2Be2O3,800.0
7187,BaY0.2Zr0.7Sn0.1O3,1650.0
3268,Ba2Sm0.4Y0.6Cu3O7,940.0
8638,Zr0.8TiNb0.534Ni0.266O3,1200.0
1016,Ti0.3Fe1.4Cu1.3O4,1000.0
6838,Ba0.748Ca0.25Pr0.002TiO3,1400.0
8647,ZrTi0.6Nb0.534Ni0.266O3,1200.0
7312,BaNb0.667Ni0.266Zn0.067O3,1450.0
4196,Ca0.5Nd0.5Mn0.9Ru0.1O3,1200.0
3584,BaNb0.667Ni0.233Zn0.1O3,1500.0
7504,CaEr0.03Nb2Bi1.97O9,1150.0
504,La0.8Mn1.8O3,1020.0
513,La0.6MnBi0.4O3,1020.0
7788,Ti0.7NiZnSn0.3O4,1550.0
8240,Zr0.227Ti1.136Nb0.667Ni0.333O3,1200.0
8564,Zr0.4Ti0.4O3,1200.0
8379,Zr0.176Nb0.667Ni0.333O3,1200.0
9379,BaNb0.2Co0.75Bi0.05O3,1100.0
8584,Ti0.352Nb0.4Ni0.2O3,1200.0
10556,Sr0.4La0.6Fe0.8Ni0.2O3,1400.0
2089,Li6.43La3Zr2Fe3.19O12,1100.0
7297,Fe2Ni0.27Cu0.1Zn0.63O4,1200.0
9905,MnNi0.3Cu0.07Zn0.63O4,1125.0
9406,Sr0.4La0.6Mn0.4Fe0.6O3,1300.0
11410,Ba0.925Ho0.05Zr0.025Ti0.975O3,1300.0
2313,Er2Ti2O7,1500.0
2859,Cd0.6Zn0.4Se,800.0
5259,Yb0.06Er0.04La1.9W1.25Mo0.75O9,970.0
11252,BaHf0.03Ti0.97O3,1495.0
9675,BaTi0.95Ni0.05O3,1300.0
79,Sr2TiFeO6,1400.0
4244,Li9V3P8O29,750.0
7153,Y2Hf1.1Ti0.9O7,1500.0
6335,Ca0.4Mg0.8La0.6Ti3Al7.2O18,1500.0
1245,Sr0.1La0.9Ni0.1Ga0.9O3,1500.0
2781,Na0.03Sr2.94Ce0.03Al2O5Cl2,1000.0
512,La0.8Mn1.8Bi0.2O3,1020.0
4448,K0.2Pr0.8MnO3,1150.0
3674,Ca2.9Co4Bi0.1O9,900.0
4496,Ca23La13Mn0.95Ni0.05O3,1300.0
8177,Ti0.88Nb0.534Ni0.266O3,1200.0
1644,In2SnO5,1650.0
7502,CaEr0.12Nb2Bi1.88O9,1150.0
6967,Ce0.015Y2.985Ga3Al2O12,1600.0
5420,Li1.08Mn1.92O4,850.0
4820,Ba0.2Sr0.8AlSi5N7O2,1300.0
7060,Y0.7Ta0.3O1.8,1500.0
6082,Fe2Co0.4Cu0.6O4,1100.0
4587,Zr0.98Nb0.02Pb0.99O3,1300.0
1674,NaFeP3O9,600.0
311,Eu0.85Y0.15MnO3,1300.0
8675,K0.2Ca0.15La0.65MnO3,1100.0
5602,Sr0.99MgSi2O6,1150.0
7832,Na0.5Nd0.5Ti0.99Sn0.01O3,1350.0
11042,SrLaRh0.4Ga0.6O4,1300.0
6128,Sr2SmRuCu2O8,1055.0
5089,La0.9Mn0.72Al0.38O3,1350.0
1251,Ba0.5Sr0.5Fe0.1Co0.8Sb0.1O3,1100.0
8730,Ba0.98Ti0.96Mn0.04Zn0.02O3,1300.0
10461,Sr0.2Gd0.8Mn0.6Co0.4O3,1300.0
2212,BaFe11.6Cu0.4O19,1100.0
8708,BaCa0.8Y0.2Co4O7,1100.0
2491,Ba2Mg0.6YCu3.4O7,940.0
2660,Mn0.8Fe2Ni0.2O4,1200.0
5274,Ce0.8Y2.2Al5O12,1600.0
9863,Sr1.4La0.6MoFeO6,1200.0
1895,MgB2,833.3333333333334
9492,BaYb0.15Zr0.81Zn0.04O3,1700.0
11164,Ba1.8Ca0.2La0.2Y0.8Cu3O,950.0
1162,Mg2Ti0.12Ni0.88,450.0
3638,Mg0.333Zr0.4Ti0.6Nb0.667Pb2O6,1050.0
5580,Na3Co2SbO6,650.0
2514,LiCa2V5O15,630.0
4359,Sr1.8MoFeBi0.05O6,1280.0
4962,K0.5Ti4Bi4.5O15,1110.0
8910,Fe2Ni0.2Cu0.2Zn0.6O4,900.0
5959,Sr0.15La0.85Ti0.05Cr0.9Ni0.05O3,1450.0
11501,Ca0.7La0.66Fe11.92O19,1300.0
6315,Ca0.4La0.6Ti3Al8O18,1500.0
3877,Ca4Ta0.1Mn2.9O10,1320.0
5394,Yb0.6Nb0.4Bi3O7,950.0
9915,Ca0.4Cr0.03Mn0.97Bi0.6O3,1000.0
5623,Y1.95WO6,1350.0
4106,Zr0.36Ti0.24Nb0.2PbSb0.2O3,1230.0
3390,Sr0.4Sm0.6CoO3,1500.0
9064,LiBa0.95Dy0.05PO4,900.0
474,MnBi0.4O3,1020.0
9948,Fe1.96Ni0.21Cu0.14Zn0.65O3.94,1050.0
7078,Sr2W0.2Mo0.8CuO6,1000.0
10908,Na3Zr1.6Zn0.4Si2PO12,1250.0
1451,Ca2MnO4,1275.0
8087,Ti0.528Nb0.4Ni0.2O3,1200.0
11090,CaSm2CuO5,950.0
1717,Sr3Mo0.1Fe1.9O7,1350.0
7679,Cs0.24Ti7.76Ga0.24O16,1250.0
10541,Mg0.84Tb0.16Fe2O4,1000.0
287,Ca0.2La0.56MnO3,1300.0
3254,Sr1.8La0.2CuBi2O6,850.0
5062,Ba3Tb0.18Ce0.003P4O13,800.0
2050,MnGe0.035Si1.715,1000.0
7614,Ce0.15Y2.85Fe5O12,1450.0
7555,SrTi3.94W0.06Bi4O15,1050.0
10172,Zr0.489Ti0.451Nb0.06Pb0.97O3,1250.0
5906,Ca2.7Ho0.3Co2O6,1000.0
7499,Fe1.85CoBi0.15O4,1200.0
8935,Ca0.5Pr0.2La0.3MnO3,1350.0
11132,SrLaInO4,1300.0
7003,Ba0.35Sr0.65Nb0.667Zn0.333O3,1400.0
5336,La0.015Ti0.97Nb0.015O2,1350.0
9228,Gd2.994Ce0.006Cr0.001Ga3Al2O12,1600.0
5981,Li4Ti5O11.9F0.1,800.0
