,formula,target
6872,BaYb0.1Ce0.8In0.1O3,1600.0
4062,Ti0.4Nb0.3PbSb0.3O3,1230.0
10149,Na0.5Mo0.333Fe0.667Bi0.5O3,760.0
273,Mg0.2GdFe0.8O3,1300.0
5088,La0.9Mn0.81Al0.29O3,1350.0
2152,K1.88Ga1.88Sn6.12O16,1350.0
6826,CaY0.1Zr0.9O3,1500.0
9611,La1.5Fe5Bi1.5O12,960.0
2865,Ba0.1Cr0.05Fe0.95Bi0.9O3,825.0
11558,Sr0.05Gd0.95FeO3,1250.0
2173,Ti0.85PtSb,900.0
232,Fe0.04Zn0.96O,500.0
10972,La0.9MnPb0.1O3,900.0
3540,Sr2Al2O4,1455.0
665,Sr0.4Pr0.03La0.57MnO3,1400.0
6379,La0.75Ti2.91Ta0.09Bi3.25O12,1100.0
3976,Fe2Co0.3Ni0.7O4,1150.0
3994,Er0.006Gd1.994SiO5,1350.0
1841,VFeO4,590.0
3567,Zr0.12Ti0.88PbO3,1150.0
3851,LiEu0.2La8.8Si6O26,1350.0
359,BaIrO3,1000.0
11265,Ba3.6Nd9.6Ti18O54,1350.0
11123,Sr0.4La0.4MnO3,1150.0
6134,Sr2Ho0.5Gd0.5RuCu2O8,900.0
6241,K0.09Na0.41TiBi0.5O3,1175.0
1699,Na0.9MnO2,1000.0
11245,NdScZr2O7,1700.0
3932,CaRu4Cu3O12,1050.0
3643,La0.05Zr0.5Fe0.45Pb0.5Bi0.5O3,850.0
6806,Na0.8Sr0.2Co2O4,920.0
3163,KMgF3,777.0
8591,Zr0.4Nb0.534Ni0.266O3,1200.0
3455,La2Fe0.1Ni0.9O4,1225.0
5496,CdSiO3,1040.0
8192,Zr0.352Ti0.88Nb0.534Ni0.266O3,1200.0
2564,Sr2NdCu2O6,1070.0
5728,Ba0.94PrCo2O5,1100.0
5657,Sr8.2LuP7O28,1290.0
5836,La9.83Fe1.5Al0.25Si4.25O26,1600.0
3490,Li0.2La0.6TiO3,1150.0
8674,Ca3Nb2O8,1425.0
3317,La0.9MnAg0.1O3,1050.0
8057,ZrTi0.8Nb0.667Ni0.333O3,1200.0
10049,Fe2Co0.8Zn0.2O4,1450.0
9357,Sr0.8MnSi0.2O3,1400.0
4359,Sr1.8MoFeBi0.05O6,1280.0
4985,Ca1.6P2O8,1200.0
10133,CaTi3.8Cu3Sn0.2O12,1100.0
5781,Ca0.1La1.9Mo2O9,950.0
10868,Na0.5Zr0.75Ti0.25Bi0.5O3,950.0
4784,La8.43Si6O26,1350.0
6019,Sr0.55La0.45Mn0.95Co0.05O3,1350.0
4366,Sr1.5MoFeO6,1360.0
5613,Sr0.97Eu0.03Al2O4,1350.0
3701,Gd0.15Ti0.4Fe0.85Pb0.4BiO4.2,850.0
1060,Sr0.4La0.6Co0.6Ga0.4O3,1350.0
4713,BaZr0.6Ti0.4O3,1300.0
2543,AgCuGeSe3,550.0
4684,Ca0.5Nd0.5Mn0.4Ni0.6O3,1500.0
847,SrTa2Bi2O9,1110.5882352941176
1735,CaZr0.7Co0.3O3,1200.0
9158,Zr0.357Ti0.343Nb0.2Zn0.1PbO3,1250.0
6951,Y3Al4.6O12,1400.0
6185,Ca0.96Dy0.02MnBi0.02O3,1300.0
11018,SrCu2B2O6,870.0
5288,Ce0.8Y2.175Mn0.025Al4.975Si0.025O12,1600.0
6393,Sm0.025Fe1.975Ni0.5Zn0.5O4,1250.0
11194,Ti3W0.05Bi4O12.15,1000.0
6881,Ba1.08Nd0.92InO3.96,1400.0
10113,Ba2Y0.98Co0.02Cu3O7,950.0
7104,LiTiMnO4,950.0
1533,LiMg0.1Mn1.9O4,950.0
3611,Sr0.26La0.74InO3,1400.0
5661,SrEu0.02Al12O19,1500.0
1567,Sr0.06Ca11.94Al14O33,1350.0
5319,Ce0.2Y2.8Al5O12,1600.0
431,La0.6Mn1.2Bi0.8O3,1020.0
4560,ThTi2O6,1500.0
7684,Cs0.24Ba1.33Ti5.1Ga2.9O16,1250.0
11091,CaGd2CuO5,950.0
6979,BaMg0.33Nb0.5Fe0.17O3,1200.0
10708,Na0.6Sr0.4Ti0.3Nb0.6Sn0.1O3,1350.0
5893,Ca3Co2O6,1033.3333333333333
9332,Lu0.2La0.4Sc4B4O12,1100.0
8028,Ca2.37Ce0.03Sc2Mn0.6Si3O12,1350.0
7517,Sr0.03Zn0.97O,1100.0
7839,Ca0.5LaTi4Cu3O12,1075.0
5687,Y2Hf2O7,1700.0
2341,Ba0.5Sr0.5SmCo2O5,1150.0
8721,Sr2.85Gd0.15Ti2O7,1525.0
6015,Ba4Mn2Fe36O60,1275.0
4217,Ni0.14Al0.037Sn0.17Si0.32C0.346,700.0
7478,Lu2.74Ce0.06Y0.2Al5O12,1550.0
2464,Ba0.4Sr0.1Ca0.5TiO3,1400.0
142,LiFe2O4,900.0
9210,Eu0.05ZrTa0.05O2,1350.0
4205,Mg0.166Ti0.5Nb0.334PbO3,1250.0
8239,Zr1.136Ti0.227O3,1200.0
7632,BaTi0.89Sn0.11O3,1287.5
10222,Li1.3Ti1.35Zn0.35O3.7,1160.0
11129,Ba0.4La0.6ScO2.8,1600.0
2996,Li0.6Zr1.35P2O8,900.0
5336,La0.015Ti0.97Nb0.015O2,1350.0
6066,Sr0.33La0.27MnBi0.4O3,1000.0
1232,Lu3Al5O12,1746.875
7759,Pr0.1Ti0.1Fe0.9Bi0.9O3,820.0
4158,Tb0.04Fe2Ni0.96O4,1000.0
9138,Nd3Ti7Nb2Pb3O26.5,1200.0
764,LiCoO2,862.5
6421,Eu0.015Y2.985Al5O12,1780.0
2581,Sr0.8Ca1.2Nb2O7,1400.0
10923,BaZr0.3Ti0.7O3,1500.0
4810,BaZrSi3O9,1400.0
3924,K0.002Ba1.996MgCe0.002Si2O7,1200.0
8153,Zr0.352Ti0.528Nb0.133Ni0.067O3,1200.0
6201,Ba3Ce3Ti5Nb5O30,1350.0
8448,Zr0.352Ti0.176O3,1200.0
3534,Y1.2Mo3Fe0.8O12,900.0
1800,NdTiCrO5,1225.0
7220,CaY0.05Ti3.95Cu3O11.975,1100.0
8357,Zr0.2Nb0.133Ni0.067O3,1200.0
11369,Na0.752Ba0.06TiBi0.752O3,1160.0
11338,Sr1.4La0.6MnO4,1500.0
2998,Li1.5Zr1.125P2O8,900.0
5267,Er0.1Ti0.8Nb0.1O2,800.0
9780,Gd0.05Pr0.2Ce0.75O2,1600.0
10343,Y2.85Al5N0.45O12,1600.0
6176,Ba3Ti5Nb6O28,1250.0
4716,Ba0.248Ti0.496Nb1.24Zn0.62O4.576,1260.0
596,LaMn2Bi0.2O3,1020.0
6852,SrCe0.03La0.97Ga3S6O,950.0
10247,Ba0.984Ca0.016Zr0.02Ti0.97Sn0.01O3,1450.0
7692,Zr0.47Ti0.48Mn0.017Pb1.04Sb0.033O3,900.0
8306,Zr0.704Ti0.528O3,1200.0
5602,Sr0.99MgSi2O6,1150.0
4645,Li2SiO3,1066.6666666666667
3690,Ti0.55Sn0.45O3,1040.0
2065,Sr2NdFeCu2O7,980.0
1744,Mg0.3Ti0.1Nb0.6PbO3,1150.0
2106,Ba0.1Ca3Co4O9,960.0
5541,Ca0.5Pr0.5Fe0.15Co0.85O3,1200.0
10588,Gd0.04Mn2Bi0.96O5,875.0
6025,LaMn0.95Ga0.05O3,1250.0
2380,Gd0.5La0.5CrO3,1400.0
5837,La9.83Fe1.5Si4.5O26,1600.0
9813,Li3V1.9Co0.1P3O12,850.0
188,Ba0.8Sr0.2TiO3,1328.5714285714287
6994,LaNb0.9Sb0.1O4,1400.0
11220,Ba0.95Ca0.05Al2Si2O8,1500.0
337,Li3NbO4,970.0
11047,Sr0.5Ca0.5LaRhO4,1300.0
2746,Na0.485Ho0.03Nb2Bi2.485O9,1100.0
4614,BaPb0.6Sb0.4O3,900.0
10137,Fe2Ni0.85Cu0.05Cd0.1O4,1150.0
8156,TiNb0.534Ni0.266O3,1200.0
8266,Zr0.227Ti0.682O3,1200.0
3520,K2Al2B2O7,1000.0
8253,Zr1.136Nb0.667Ni0.333O3,1200.0
2955,Cr10Fe30Ni60,1120.0
4146,Sr2.05Ca1.1Cu2Bi2O8,900.0
7134,Sr0.8Pr0.1TiO3,1700.0
7765,Dy0.9Eu0.1TiNbO6,1370.0
5709,Ba2Mg0.9Mn0.1Si2O7,1270.0
1099,BaSm0.1Ce0.85Co0.05O3,1200.0
7626,Y0.005Ti0.99Nb0.005O2,1500.0
2798,Fe4Bi2O9,815.0
9311,Lu0.4Sc4B4O12,1100.0
9549,Na0.5TiBi0.49O2.985,1150.0
876,La2Mo3O12,800.0
4042,LiMn0.6Fe0.4PO3.91F0.09,700.0
10719,Na0.469Ba0.062TiBi0.469O3,1350.0
9567,V0.04Zn0.98O1.08,900.0
3313,Mn0.2Fe1.8Co0.6Zn0.4O4,1300.0
6174,Mg0.2Fe1.94Cu0.35Zn0.45O3.91,1100.0
9538,Ba0.5Sr0.5W0.25Fe0.75O3,1300.0
630,Sc0.03Zr0.97W2O8,1200.0
6632,Ba0.625Sr0.375Al2Si2O8,1140.0
9213,Ca9BiP7O28,1260.0
8052,Ti1.136Nb0.534Ni0.266O3,1200.0
6189,Mg0.11Cd0.89O,900.0
7880,La0.1Zr0.02Fe0.98Bi0.9O3,850.0
1802,Sr0.3Pr0.7CoO3,1200.0
10170,Ba0.94Ca0.06Ti0.95Sn0.05O3,1300.0
948,SrEu0.1Ce0.9O3,1466.6666666666667
4540,Sr0.775Er0.225CoO3,1100.0
5085,BaCoO3,1065.0
2455,Yb2SiO5,1550.0
1276,Sr0.5La0.5TiO3,1100.0
6064,Mg0.4Fe2Ni0.6O4,1000.0
592,La0.8Mn1.6Bi0.6O3,1020.0
4327,Ba2Gd0.5Ce0.5Cu3O7,950.0
7202,Ca0.667Y1.333Ti1.333Nb0.667O7,1450.0
7114,Y1.8SiBi0.2O5,1400.0
4389,Sr0.5Pr0.5Fe0.2Co0.8O3,1350.0
2879,Ca2Eu0.04VBi0.96O6,950.0
3079,Sr0.5Eu0.5CoO3,1225.0
11088,Sr0.4Sm0.6Mn0.2Co0.8O3,1200.0
901,Lu1.8Yb0.2O3,1350.0
11497,MgIn0.875B0.875O3.625,1190.0
89,Na0.2Pr0.8MnO3,1200.0
11305,Lu0.8La1.2Zr2O7,1830.0
555,La0.2Mn1.2BiO3,1020.0
2887,Tm0.06Y1.94O3,1600.0
2226,Sr1.9Eu0.1MoFeO6,1280.0
10352,Ca2Cr0.167Fe0.833GaO5,1100.0
1428,GdFe0.75In0.25O3,1550.0
885,Sr0.6La1.4Co0.5Ni0.5O4,1250.0
10124,Nb0.75Mo0.25Pb0.375O3,700.0
11298,Lu1.6La0.4Zr2O7,1830.0
4284,MgDy0.03Fe1.97O4,1200.0
7570,K0.48Na0.52Nb0.95Sb0.05O3,1140.0
1032,BaRuO3,1220.0
7905,K0.505Na0.505NbO3,1100.0
11040,SrLaRhO4,1300.0
10016,Sr0.7La0.3Fe11.75Zn0.25O19,1205.0
2397,Li7La3Zr1.8Ti0.2O12,1180.0
9599,Sr0.33La0.67Mn0.93Fe0.07O3,1120.0
4762,KSrPO4,1300.0
1834,Ca0.24Ti0.98Mn0.02Pb0.76O3,1150.0
9766,Ca0.25Nd0.75Cr0.98O3,1600.0
7044,Sr1.7La0.3TiMoO6,1400.0
4863,Sr0.4La9.6Ge6O26.8,1300.0
5179,La0.3Ti3Bi3.7O12,1000.0
10667,MgSiO3,950.0
10100,BaSrGdCu2.96Zn0.04O7,950.0
6960,Mg0.2Ti0.4Nb0.4O2,1400.0
7693,Sm0.07Ti2.93Co0.07Bi3.93O12,850.0
8680,Sr0.2V0.8Bi2O5.5,800.0
3074,Mn0.538Fe1.87Zn0.426Sn0.2O4,1380.0
10918,Na3Mg0.1Zr1.9Si2PO11.9,1250.0
4644,Sr0.2Ca0.3Tb0.1La0.7MnO3,1200.0
3006,Ba2La1.6Si6O26,1350.0
9664,Sr0.7Eu0.3MnO3,1350.0
1026,SrCuBi2O5,600.0
8610,Zr0.6Ti0.8Nb0.534Ni0.266O3,1200.0
2243,Sr0.97Dy0.02Eu0.01Al2O4,1350.0
2750,BaSc2O4,1400.0
248,YFeO3,1394.0
9204,Sr0.09Ca0.81Pr0.001TiZn0.099O3,1250.0
654,Sr0.45Tb0.44Nd0.11MnO3,1400.0
11373,Na0.376Ba0.06TiBi0.752O3,1160.0
7948,BaScFe11O19,1180.0
6586,TiNb,1200.0
7230,Eu0.3FeBi0.7O3,880.0
6001,Sr4Cr0.2Mn2.8O10,1200.0
10034,Na0.08Li0.02La0.9MnO3,1100.0
4390,Sr0.5Pr0.5Fe0.5Co0.5O3,1350.0
292,Mg0.05Cr0.95CuO2,1200.0
726,SrMoO3,1300.0
11151,Sm0.8FeBi0.2O3,1000.0
886,CaAl4O7,1200.0
10632,Ca0.9Pr0.05Nb1.6Mn0.4O9,1080.0
171,BaTi1.3Fe9.4Co1.3O19,1091.6666666666667
6712,Na0.64Nd0.16Co2O4,920.0
6799,Na0.24Yb0.16Co2O4,920.0
2342,BaSmCo2O5,1133.3333333333333
3789,Sr0.33La0.67Mn0.67Fe0.33O3,1200.0
4101,Zr0.6Nb0.2PbSb0.2O3,1230.0
2655,Sm0.17La0.83GaO3,1097.0
9628,Ba2InBi0.9Sb0.1O6,1050.0
8264,Zr0.6Nb0.133Ni0.067O3,1200.0
7198,Ca1.1Nd0.9Ti0.1Al0.9O4,1400.0
4310,Ba0.3ZrPb0.7O3,1300.0
6187,Mg0.05Cd0.95O,900.0
1253,La2NiO4,1327.7777777777778
5445,LiCo0.9Ni0.1PO4,780.0
8316,Zr0.176Ti0.176Nb0.267Ni0.133O3,1200.0
1132,Li0.3Fe2.225Zn0.4Bi0.075O4,1050.0
8922,BaMg0.067Nb0.667Ni0.266O3,1700.0
306,Zn2GeO4,1244.4444444444443
2321,Ca0.04Ce2La1.96O7,1600.0
910,Mg4Cr0.6Ga7.4Ge2O20,1400.0
9962,K0.2Sr0.2Pr0.6MnO3,1100.0
10567,Sr0.6La0.4Fe0.6Ni0.4O3,1400.0
5208,Sr0.95Gd0.05Ti0.95Mn0.05O3,1300.0
2944,Eu0.005Zn1.995SiO4,1200.0
3830,Sr1.96Eu0.04P2O7,1050.0
10477,Sr0.4Gd0.6Mn0.6Co0.4O3,1300.0
2662,Mn0.2Fe2Ni0.8O4,1200.0
4686,Ca0.5Nd0.5Mn0.8Ni0.2O3,1500.0
8347,Zr0.176Ti0.176O3,1200.0
9648,Mn0.06Sn0.94O2,1150.0
932,Ca2Al8Si4N4O17,1450.0
9532,Li1.4Zr1.6Al0.4P3O12,900.0
4963,K4.45Na0.55Nb9CuO26,1100.0
6700,Na0.2Nd0.8Co2O4,920.0
953,Sr0.35La0.65MnO3,1050.0
5436,CuB2Pb2O6,650.0
8537,Zr0.352Ti0.88O3,1200.0
917,Ca1.999P2O7,1100.0
8369,Zr0.352Ti0.352O3,1200.0
6666,BaY0.02Zr0.98O3,1650.0
2325,La1.4Mo2Bi0.6O9,1000.0
8258,Zr0.88Ti0.176O3,1200.0
9134,Ca0.05CuAl0.95O2,1200.0
3115,Sr2CuO2Br2,600.0
10152,YbRu2BiO7,1080.0
8066,Zr0.704Ti0.704Nb0.267Ni0.133O3,1200.0
925,Ca1.6Al8Si4N4O17,1450.0
3085,GdBiO3,1000.0
5249,Ca3.5P2O9,1400.0
3896,Sm2Zr2O7,1633.3333333333333
882,Sr0.6La1.4Mn0.5Co0.5O4,1250.0
10436,Ca0.4Gd0.6Mn0.8Co0.2O3,1300.0
11414,La0.925MnAg0.075O3,1100.0
2108,Am0.15U0.85O2,1750.0
7394,Ba2SmFe0.3Cu3Zn0.15O7.6,930.0
4610,BaPb0.95Sb0.05O3,900.0
7008,Nd1.02Ta0.099Nb0.889O4,1275.0
6726,Na0.48Y0.12Co2O4,920.0
1414,Ho0.1FeBi0.9O3,848.75
11331,Na0.492Ce0.008TiBi0.5O3,1100.0
2891,Li1.8Al0.2Ge1.8P3O12,900.0
5895,Ca2.91Gd0.09Co2O6,1000.0
7967,MnCo1.2Cu0.3Zn0.5O4,1200.0
6761,K0.6Co2O4,920.0
8983,Sr0.05La0.95Cr0.5Co0.5O3,1600.0
2363,Co0.15Zn0.85O,1150.0
7292,NaCo0.75B0.25O2,850.0
3482,Ba1.6Sr0.4CuO,940.0
3145,BaY2ZnO5,1275.0
5362,Ca0.4Gd3.2Si6O26,1350.0
7096,Hf0.5Ti0.5PbO3,1100.0
7734,SrTi0.8Nb0.1Fe0.1O3,1400.0
1517,Gd1.2La0.8Hf2O7,1830.0
3107,Sr0.5Nd0.5Cr0.15Mn0.85O3,1350.0
8481,Zr0.88Ti0.176Nb0.534Ni0.266O3,1200.0
5682,CaMg0.2Ti4Cu2.8O12,850.0
9900,MnFe0.4Ni0.3Cu0.07Zn0.63O4,1125.0
1892,Mg0.8Au0.2B2,800.0
2988,La9.33Si6O26,1550.0
3593,Ca0.97Mg0.03Ti4Cu3O12,1030.0
4221,Li5.5La3Zr0.5Ta1.5O12,1000.0
130,Sr0.2Mg0.4La0.8Ga0.6O3,1400.0
3411,Ba2.1Ca0.8Si6N2O12,1350.0
6819,Sr0.2Co2O4,920.0
8111,Zr0.352Ti0.352Nb0.133Ni0.067O3,1200.0
7109,Na3SnSbO6,1300.0
11482,Ba0.17La0.83Cr0.5Fe0.5O3,1350.0
6406,Li0.25Sr0.07La0.25Mo0.5Pb0.93O3,650.0
7973,Ca3Mn2O7,1300.0
6131,Sr2SmRuO6,1055.0
7587,Ba0.2Sr0.8Nb0.5Fe0.5O3,1400.0
9823,Gd0.5EuSm0.5Zr2O7,1700.0
11627,Sm0.05Ce0.95O2,1690.0
4661,La1.85Mo2Bi0.15O9,950.0
7523,MgZrNb2O8,1320.0
2809,K2B2SiO6,850.0
10665,Sr0.98Dy0.04Ti0.98O3,1500.0
11073,Sr2Ca0.85Y0.15Cu2Bi2O8,880.0
10554,Sr0.2La0.8Fe0.2Ni0.8O3,1400.0
2140,ZrNiSn0.98Sb0.02,902.0
2590,Yb2HoTiO5,1600.0
10088,Ba1.7Sr0.3PrCu3O,940.0
5964,Sr3.2La0.8Fe1.5Co1.5O10,1200.0
3985,Mg17Al12,450.0
9361,Er0.2Y1.8O3,1350.0
4192,Ir1.9CuAl0.1S4,850.0
6555,Ba0.6Sr0.4Ti0.99Fe0.01O3,1450.0
9901,Fe0.6Ni0.3Cu0.07Zn0.63O4,1125.0
3948,Sr0.41Ca0.2La0.39Fe11.7Co0.3O19,1100.0
3073,Mn0.538Fe1.07Zn0.426SnO4,1380.0
1318,Ir1.9Co0.1CuS4,900.0
1928,Ba2CuHgO4,780.0
4653,Sr0.15La1.85CuO4,1020.0
5583,Y3GaO6,1400.0
9012,La0.15Ti0.5Fe0.5Pb0.5Bi0.35O3,1100.0
13,Nd0.8Ce1.2CuO4,1100.0
1969,Mn1.8Ni0.2InO4,1300.0
8223,Zr0.227Ti0.682Nb0.4Ni0.2O3,1200.0
1974,Mn2.4Ni0.4In0.2O4,1300.0
5593,Ca1.97Eu0.03BO3Cl,800.0
2490,Ba2CaMg3CuO7,940.0
7857,Gd0.1Ti0.536Pb0.9Sn0.439O3,1040.0
7331,Gd0.01NbBi0.99O4,920.0
2579,Sr0.4Ca1.6Nb2O7,1400.0
2354,Sr2W0.35Mo0.65FeO6,1000.0
6594,Ca2Ti4Cu2O12,1092.857142857143
3906,Sm0.01La0.99InO3,1250.0
1973,Mn1.4Ni0.6InO4,1300.0
6679,Na0.6Co2O4,920.0
5183,CaMg3La2Ti5O17,1625.0
6450,Ba2Cu3O4Cl2,900.0
8308,Zr0.528Ti0.704Nb0.4Ni0.2O3,1200.0
7928,Nd0.8MnCd0.2O3,1200.0
7598,Ca0.4Nd0.6MnO3,1100.0
9290,Mg0.1Mn0.9GeO3,1200.0
10747,Ta0.5Al0.5Sn0.25O2.5,1450.0
6838,Ba0.748Ca0.25Pr0.002TiO3,1400.0
3438,Li2Ti0.8Ru0.2O3,1000.0
3023,Na0.1La0.9CoO3,1100.0
2118,Mg0.97Pr0.03B2O0.055,850.0
9623,Ba0.98La0.02Ti0.98Ga0.02O3,1350.0
2877,Ca2Eu0.06VBi0.94O6,950.0
8150,Zr1.136Ti0.227Nb0.534Ni0.266O3,1200.0
4554,Sr2LaMn1.8Co0.2O7,1300.0
5545,Sr2TaInO6,1625.0
7959,CaEu0.1Ti7Bi7.9O27,1150.0
11594,Ca0.15Mn0.15Fe0.85Bi0.85O3,850.0
1373,Ba2Ca2Cu3Tl2O10,910.0
11301,Lu1.4La0.6Zr2O7,1830.0
2491,Ba2Mg0.6YCu3.4O7,940.0
8647,ZrTi0.6Nb0.534Ni0.266O3,1200.0
1020,Cr2AlC,1500.0
7965,Zr0.343Ti0.357Nb0.2Zn0.1PbO3,950.0
7370,BaHf0.05Ti0.9Co0.05O3,1300.0
2882,Ba0.99Er0.007Zr0.2Ti0.8O3,1375.0
858,Na0.4Sc0.1Nb1.9Bi2.6O9,1080.0
1654,HoMnO3,1333.3333333333333
9902,Mn0.4Ni0.3Cu0.07Zn0.63O4,1125.0
3933,CaIr4Cu3O12,1050.0
4897,Ba0.27Sr1.4Ca0.33MoFeO6,1200.0
10190,Mg0.9Cr0.3Mn0.05Fe1.65Cu0.1O4,1250.0
7717,Ta0.5Fe0.5O3,850.0
8846,Ba0.175Sr0.525Ca0.3TiO3,1400.0
4801,Na2Mn0.5Fe0.5P2O7,600.0
10927,Sr0.3Ca0.7Al2Si2O8,1300.0
10540,Mg0.8Tb0.2Fe2O4,1000.0
9206,Li6Eu0.05Y0.95B3O9,800.0
7085,Ba3Ca1.18Y0.3Nb1.52O9,1550.0
4753,Y3Al7O15,1500.0
5816,Li350Si50P50O400,1020.0
8725,TbMn0.1Fe0.9O3,1350.0
1867,Mg0.5Cu2Zn0.5SnS4,750.0
10537,Mg0.86Tb0.14Fe2O4,1000.0
8030,DyMn0.7Fe0.3O3,1300.0
1912,Sr0.48Pr0.52MnO3,1500.0
11010,Eu0.7Nd0.3TiCrO5,1300.0
6631,Ba0.875Sr0.125Al2Si2O8,1140.0
6154,Ba2GdCr0.3Cu2.7O7,930.0
3872,LaRh0.1Co0.9O3,1250.0
4592,Zr0.627Ti0.196Nb0.02Pb0.99Sn0.157O3,1300.0
7,Sr0.8La1.2CuO4,1100.0
3186,Yb0.3Y2.7Al5O12,1735.0
7136,Sm0.075Fe1.925NiO4,1250.0
8977,Sr0.05La0.95Cr0.4Co0.6O3,1600.0
990,Gd0.15FeBi0.85O3,825.0
10548,Sr0.4La0.6NiO3,1400.0
5333,Cu1.8S,500.0
11131,Sr1.2La0.8InO4,1300.0
8558,Zr0.528Ti0.88Nb0.534Ni0.266O3,1200.0
9,Sr1.2La0.8CuO4,1100.0
10769,Ba0.99TiNi0.01O3,1300.0
8924,BaNb0.667Ni0.333O3,1700.0
4163,BaNd0.3Zr0.7O3,1450.0
3206,K0.8CaLa1.2Cu2O6,850.0
2147,Li2Mo3Ni2O12,700.0
4889,Na0.2Li0.3La0.5TiO3,1300.0
8993,K0.096Na0.384Sr0.01TiBi0.5O3,1150.0
651,Sr0.45Tb0.33Nd0.22MnO3,1400.0
4386,Dy0.1Tb0.9MnO3,1350.0
8872,Sr3Y1.2B4O12,1050.0
9234,Li6Eu0.65Sm0.35B3O9,750.0
1256,Fe0.1In1.9O3,950.0
4939,Li1.35Ti1.65Al0.35P3O12,1000.0
1435,EuTiO3,1175.0
5277,Ce0.2Y2.625Mn0.175Al4.825Si0.175O12,1600.0
6358,Ba0.3Sr0.6La0.1Nb2O6,1360.0
5988,Sr0.92Pr0.08FeO3,1300.0
3042,Sr0.5Ca0.5Zr4P6O24,1223.5
6040,Fe2Ni0.9Cd0.1O4,1200.0
3176,SrGd2Fe2O7,960.0
6609,BaNb0.667Co0.303O3,1450.0
6305,LaAl11O18,1500.0
11316,Mg0.87Zr0.07Fe1.86Zn0.2O4,1100.0
6605,Ba0.9CeO3,1650.0
3394,LaVO4,1150.0
1747,La0.16Ti0.96Pb0.84O3,1000.0
2745,Na0.498Ho0.005Nb2Bi2.498O9,1100.0
8498,Zr0.88Ti0.528Nb0.667Ni0.333O3,1200.0
1909,Y2Ti2O7,1408.3333333333333
2239,Mg2.05Si0.99Sb0.01,800.0
288,Mn0.02Zn0.98O,525.0
9244,LaTi0.01Nb0.99O4,1500.0
8766,Ca0.9La0.067TiO3,1450.0
10406,Ca0.993YAlO4,1400.0
2144,ZrNiSn0.97Sb0.03,902.0
5765,Gd0.4Y0.6VO4,1150.0
1266,Fe2.2Zn0.8O4,1300.0
10373,Mg3Eu0.04In3.96P6O24,1200.0
8605,Zr0.227Ti0.455O3,1200.0
5757,Li0.6Fe2.2Si0.2O4,1000.0
465,La0.4Mn2Bi0.6O3,1020.0
3120,Sr2NdFeCu2O6,1000.0
10848,Ba0.91Sr0.005Ca0.085Ti0.92Sn0.08O3,1450.0
5029,Eu0.07Cd0.93GeO3,1040.0
3303,Ca0.5Nd0.5Cr0.05Mn0.95O3,1500.0
1043,Nb2NiO6,1175.6666666666667
4729,Ba0.248Ti0.372Nb1.24Zn0.62O4.328,1260.0
4960,Ca0.85Pr0.15MnO3,1497.0
505,LaMn1.2Bi0.2O3,1020.0
3991,Ca9Co12O28,1550.0
4854,NdSbO4,1250.0
4556,Y2.67Fe5.33O12,1350.0
6919,TbY3AlSiNO8,1650.0
9298,Na0.9CoO2,850.0
1764,Ba0.5Sr0.5Fe0.8Zn0.2O3,1250.0
4213,CaY2Mo4O16,500.0
5724,Ba0.25Sr0.75GdCoCuO5,960.0
2255,Y0.16Zr0.92O2.08,1580.0
1465,Rb2Mo3Cu1.2Zn0.8O12,480.0
1161,Mg2Ti0.08Ni0.92,450.0
6958,Mg0.333Nb0.667O2,1400.0
6142,Sr1.9La0.1CuPb0.3Bi1.7O6,840.0
10047,Ca0.3La0.7Mn0.92Zn0.08O3,1300.0
1508,Mg0.333TiNb0.667Pb2O6,1116.6666666666667
8861,K0.5Na0.5NbCu1.25O3,1090.0
9930,Fe1.75Ni0.45Cu0.2Zn0.35O4,900.0
266,Ba0.4Sr0.6Ti0.8Mn0.2O3,1400.0
9221,Ca0.995Eu0.005Al2O4,1350.0
7035,Ta0.2Nb1.8Zn3O8,1175.0
8222,Zr0.352Nb0.133Ni0.067O3,1200.0
8819,K0.5Ba2.5CaNb2O9,1100.0
3236,Cr0.05Fe1.95Ni0.6Zn0.4O4,1250.0
9834,BaYb0.15Ce0.85O3,1700.0
7183,K0.1Na0.395Sr0.01TiBi0.495O3,1200.0
7000,Ti0.9Al0.1PbO3,1200.0
454,La0.8Mn1.2Bi0.6O3,1020.0
6873,MgLa10Si5O26,1566.6666666666667
10372,Mg3Eu0.36In3.64P6O24,1200.0
8190,Zr0.227Ti0.682Nb0.667Ni0.333O3,1200.0
11255,BaHf0.06Ti0.94O3,1495.0
10962,Ba0.05Nb1.85W0.15Pb0.875O6,1240.0
1609,Mn0.25Fe2.75O4,1200.0
5693,NaSr0.992Tb0.008PO4,1200.0
597,SrLaOsNiO6,980.0
150,LiMn0.2Co0.2Ni0.6O2,850.0
372,SrNb0.1Fe0.9O3,1350.0
3573,Ce0.05Y2.95Ga2Al3O12,1500.0
6057,BaTi0.5Fe11Co0.5O19,1310.0
5736,Sr2TiMo0.5Fe0.5O6,1200.0
2261,Sr0.2Mg0.1La0.8Fe0.1Ga0.8O3,1500.0
5625,Y1.91WO6,1350.0
6212,Ho0.4Ti3Bi3.6O12,850.0
6113,Ba0.2Sr0.8TiO3,1335.0
285,Ca0.2La0.76MnO3,1300.0
7658,Ca2Fe1.4Co0.6O5,1400.0
3622,HoFe0.9Ni0.1O3,1250.0
