,formula,target
7920,Na0.5Sr0.03Ti0.97Ga0.03Bi0.47O3,1050.0
8315,Zr0.352Ti0.704Nb0.267Ni0.133O3,1200.0
6856,Sr3.99Ca6Eu0.01Si6O21Cl2,1100.0
5799,Nd2Ni0.8Cu0.2O4,1370.0
11225,SrFe1.125Co0.375O,1200.0
8085,Ti0.704Nb0.267Ni0.133O3,1200.0
1323,Sr0.3La0.7Mn0.9Co0.1O3,1050.0
2392,NiCu,1400.0
7324,SrSm0.05Nb2Bi1.95O9,1100.0
1119,La0.4Mo2Bi1.6O9,680.0
4901,BaMg0.345Ta0.67O3,1600.0
219,LiMg0.2Mn1.8O3.6F0.4,750.0
2156,MgNb1.5Bi1.5O7,1119.090909090909
6722,Nd0.8Co2O4,920.0
135,Ca0.3Pr0.7MnO3,1366.6666666666667
3607,Li2ZrAlP3O12,450.0
2155,SrTa0.5Bi0.5O3,1200.0
1785,Ca0.9Ho0.1MnO3,900.0
8583,Zr0.528Ti0.352Nb0.267Ni0.133O3,1200.0
9894,Mn0.8Ni0.3Cu0.07Zn0.63O4,1125.0
4606,LaTi0.5Cr0.5O3,1400.0
591,La0.6MnO3,1020.0
8353,Zr0.227Ti0.227O3,1200.0
8514,ZrTi0.2Nb0.534Ni0.266O3,1200.0
6788,Yb0.6Co2O4,920.0
11185,Sr0.667Gd0.333FeO3,1275.0
1775,Li0.33La0.55TiO3F0.03,1350.0
1604,Ca3P2O8,1225.0
10908,Na3Zr1.6Zn0.4Si2PO12,1250.0
1649,Y2.96Ga1.5Al3.5O12,1500.0
7731,Ba0.5Sr0.5Fe12O19,1325.0
1643,BaCa0.2Ce0.8O3,1500.0
5022,CaHf0.04Ti3.96Cu3O12,1030.0
977,Sr0.98Y0.02TiO3,1500.0
4108,Ti0.2Nb0.4PbSb0.4O3,1230.0
6491,Ce0.06Y2.94Al5O12,1100.0
11169,Ba1.5Sr0.5YCu3O7,950.0
7191,BaNb0.667Co0.233Zn0.1O3,1300.0
2845,TiTa0.5Nb0.5Bi3O9,1080.0
7004,BaNb0.667Zn0.333O3,1440.0
2762,YBi3O6,875.0
9601,Na0.47Ba0.06Ti0.97Bi0.47O2.94,1170.0
3912,Ho0.05Dy0.05La0.9In0.98Sb0.02O3,1250.0
11092,CaTm2CuO5,950.0
7498,Fe1.95CoBi0.05O4,1200.0
4660,La1.95Mo2Bi0.05O9,950.0
714,BaLa2WO7,1200.0
7193,Ca1.025Nd0.975Ti0.025Al0.975O4,1400.0
5152,Ti0.6Cr0.2Sb0.2O2,1000.0
9369,Sr0.25Mg0.05La0.75Mn0.95O3,1200.0
6036,Mn0.02Sn0.98O2,1150.0
10122,Mg0.011Nb0.75Mo0.25Pb0.364O3,700.0
5501,Li1.3Mg1.3Y0.7Mo3O12,800.0
7199,Ba8Ta6ZnO24,1400.0
1769,Li0.48La0.51TiO3,1350.0
10993,BaRu0.65Rh0.35O3,1100.0
1875,La0.02Cd2.98TeO6,1080.0
9597,Sr0.135Ca0.165La0.7MnO3,1450.0
5026,Eu0.02Cd0.98GeO3,1040.0
10966,Nd2Sn2O7,1550.0
10433,Ca0.2Gd0.8Mn0.6Co0.4O3,1300.0
10675,Sr0.333La1.667Ni0.8Al0.2O4,1400.0
7797,Ca0.4Nb0.5Fe0.5Pb0.6O3,1100.0
7279,ScBiO3,1100.0
8839,Ca0.88Yb0.1Dy0.02MnO3,1300.0
9651,K0.325Na0.675NbO3,1150.0
1307,Fe3NiO5,1450.0
8632,Zr0.2TiNb0.4Ni0.2O3,1200.0
11574,Ba0.23Ca0.1La0.52Y0.15MnO3,1400.0
4371,Sr1.7MoFeBi0.01O6,1280.0
11619,Yb2Ti1.9Fe0.1O6.95,1600.0
2875,Ca2Eu0.14VBi0.86O6,950.0
9240,TiNbP3O12,1300.0
5696,BaGd1.97Sm0.03Mo4O16,850.0
730,Sr0.7Y0.3CoO2.62,1150.0
3113,Ni3AlC,980.0
11134,Mn0.05Fe1.95NiO4,1325.0
10821,Ba0.998Mg1.992P2O8,1100.0
3554,Sc0.5Ta0.25Nb0.25PbO3,1000.0
10664,Sr0.985Dy0.01TiO3,1500.0
5231,Sr0.2Mg0.2La0.8Co0.2Ga0.6O3,1450.0
1321,La0.95MnAg0.05O3,1116.6666666666667
4406,Ba3Tb0.2Ce0.08La0.72P3O12,1250.0
588,LaMn1.6Bi0.8O3,1020.0
4064,Nb0.4Mn0.2PbSb0.4O3,1230.0
8344,Zr0.2Ti0.8Nb0.667Ni0.333O3,1200.0
9374,Al2SiO5,1750.0
1816,Sr0.75Ta2Bi2.25O9,1080.0
2651,Sr0.012Ce0.5La0.2Y2O3,1550.0
7083,W0.7Mo0.3MnO4,1100.0
455,La0.4MnBi0.2O3,1020.0
5400,BaBiO3,800.0
11115,Sr0.4Pr0.45MnO3,1150.0
4714,Ba0.99Ta0.667Zn0.333O2.99,1050.0
11180,Li0.15Mg0.4Fe2.15Zn0.6O4,1000.0
3804,BaYb0.6Gd0.4Co4O7,1100.0
4102,Zr0.48Ti0.32Nb0.1PbSb0.1O3,1230.0
8840,Ca0.82Yb0.1Dy0.08MnO3,1300.0
6447,LaSc0.4Mn0.6O3,1400.0
3286,Sr2CaCu2.02Bi2.09O,850.0
1073,Li1.02Mn1.98O4,810.0
557,La0.6Mn2Bi0.4O3,1020.0
8263,Zr0.704Nb0.667Ni0.333O3,1200.0
5719,Sr0.9Pr0.1Co0.95Sn0.05O3,1100.0
7022,Ba2CaUO6,1195.0
1607,CeNbO4.25,1400.0
2805,Al3.5Si2.5N4.5O3.5,1675.0
2524,Ca0.3Dy0.17La0.7MnO3,1300.0
3975,Fe1.94Co0.3Ni0.7Bi0.06O4,1150.0
8385,Zr0.176Nb0.267Ni0.133O3,1200.0
6683,Na0.36Sm0.24Co2O4,920.0
5880,Sr0.33Nd0.168Pr0.502MnO3,1200.0
4598,Zr0.47Ti0.196Nb0.02Pb0.99Sn0.314O3,1300.0
776,FeGa0.8Al0.2O3,1350.0
11571,LiSr3GdP3O12F,1070.0
10539,Mg0.88Tb0.12Fe2O4,1000.0
2529,Ag0.2Cu1.8Ga0.4Ge0.6Se3,550.0
6472,Ta2NiO6,1200.0
9182,Ca0.98MgCe0.02P2O7,1000.0
2110,Li0.6FePO4,600.0
6995,Sr0.8La0.2Nb0.1V0.9O3,1500.0
11221,LaTi0.5Co0.5O3,1550.0
10045,Ca0.3La0.7Mn0.94Zn0.06O3,1300.0
1602,Ba2Ca0.67NbCo0.33O6,1400.0
6043,Fe2Ni0.2Cd0.8O4,1200.0
2454,Yb1.333Y0.667SiO5,1550.0
7318,Fe0.9CuGa0.1O2,1050.0
2215,ScHfW2PO12,1200.0
9671,Ca2.95Eu0.05Co4O9,920.0
4792,NaNdWMnO6,1000.0
5794,Mg0.1Gd0.05La0.95Ga0.8Al0.1O2.95,1000.0
9242,SrFeGa0.25O3,1200.0
4148,Ba1.7Ca0.3Zr0.2Ti1.8O6,1475.0
8348,Zr0.352Ti0.528O3,1200.0
4903,ScPO4,1400.0
11362,Na0.752Ba0.06TiBi0.564O3,1160.0
1858,Sr0.95La0.05TiO3,1350.0
9294,Nb2CoO6,1275.0
2082,Ca3Mn0.05Co3.95O9,950.0
11100,Mg0.9Mn0.1Fe1.8Al0.2O4,1300.0
689,Ba0.2La0.8MnO3,1300.0
1591,Sr0.1Gd0.9CoO3,1200.0
4333,Li0.05Ni0.85Al0.1O,1280.0
8,Sr2CuO4,1100.0
1396,TiNi0.8Pb0.2O3,1000.0
4387,Dy0.2Tb0.8MnO3,1350.0
3388,Sr0.5Mg1.5SiO4,1300.0
11394,Ba0.85Ca0.15Zr0.11Ti0.89O3,700.0
6545,Ba2Gd0.9Pr0.1Cu3O7,930.0
10629,Sr4.998Eu0.002P3O12F,1100.0
11399,Ba0.85Ca0.15Zr0.075Ti0.925O3,700.0
4364,Sr1.6MoFeBi0.1O6,1280.0
10826,Ba0.988Mg1.994P2O8,1100.0
1746,La0.04Zr0.515Ti0.475Pb0.96O3,1000.0
8244,Zr0.704Ti0.704Nb0.133Ni0.067O3,1200.0
8597,Zr0.455Ti0.455Nb0.667Ni0.333O3,1200.0
4594,Ti0.392Nb0.02Pb0.99Sn0.588O3,1300.0
9079,Na0.16Sr0.68Pr0.16B4O7,900.0
1852,La3NbNi2O9,1500.0
6769,K0.12Na0.08Co2O4,920.0
11379,Na0.188Ba0.06TiBi0.376O3,1160.0
4475,Ba0.96Ce0.04Ti0.99Mn0.01O3,1400.0
2102,LuFe1.2O3,1000.0
7027,ZrNb2ZnO8,1250.0
6429,RbLiP2O6,500.0
3877,Ca4Ta0.1Mn2.9O10,1320.0
5390,Sr0.7La0.3Fe0.7Ga0.3O3,1200.0
10206,Mg1.8Ti1.1O4,1360.0
6765,K0.8Co2O4,920.0
246,YMn0.4Fe0.6O3,1440.0
7978,Sr0.45Gd0.138Sm0.412MnO3,1200.0
8604,Ti0.176Nb0.534Ni0.266O3,1200.0
10157,Ba5EuZrTi2Nb7O30,1200.0
1721,BaNb0.1Fe0.2Co0.7O3,1152.0
1205,KGd0.25WO4,850.0
1873,La0.2Mn0.05Fe0.95Bi0.8O3,650.0
10281,Gd4.975Ce0.025Si3NO12,1600.0
10956,Ba0.8Ca0.15Nd0.005Zr0.1Ti0.9O3,1400.0
5930,HoMn0.3Fe0.7O3,1200.0
3944,Na0.5La0.5Ti4Bi4O15,1130.0
1260,SrPr0.03Al2O4,1500.0
457,La0.4Mn1.6Bi0.4O3,1020.0
8065,Zr0.2TiO3,1200.0
3670,Nd1.5Fe5Bi1.5O12,980.0
1801,Sr0.5Pr0.5CoO3,1275.0
3393,Ca0.99Eu0.01AlSiN3,1500.0
1115,Nd300Ce0.8O2,1200.0
9203,Sr0.135Ca0.765Pr0.001TiZn0.099O3,1250.0
515,La0.2Mn1.8O3,1020.0
9864,Sr1.6La0.4MoFeO6,1200.0
7257,K0.475Na0.475Li0.05Ta0.05Nb0.95O3,700.0
2277,Ba3Sm0.03Y0.97P3O12,1300.0
8387,Zr0.176Ti0.352Nb0.667Ni0.333O3,1200.0
3536,Y0.8Mo3Fe1.2O12,900.0
9644,Na0.3La0.7MnO3,1200.0
6820,Sr0.4Co2O4,920.0
3758,Co0.96Bi1.56Sb1.48O7,1000.0
7878,SrCaTi5Bi4O18,1180.0
6234,Yb0.02FeBi0.98O3,825.0
11321,Mg0.63Zr0.03Fe1.94Zn0.4O4,1100.0
3565,Zr0.07Ti0.93PbO3,1150.0
3106,Ca0.4La0.6Mn0.4O3,1200.0
1966,Mn1.6Ni0.8In0.6O4,1300.0
10793,Ba0.984Mg1.998P2O8,1100.0
9951,Sr2MoFeS0.5O5.5,900.0
8360,Zr0.88Ti0.352Nb0.133Ni0.067O3,1200.0
7349,Na0.45Ba0.1TiBi0.45O3,1200.0
4875,LiSm2RuO6,1080.0
5044,Ba3Tb0.09Ce0.009P4O13,800.0
9918,Ca0.76Cr0.03Mn0.97Bi0.24O3,1000.0
6471,Sr0.7Ce0.3MnO3,1400.0
11353,Na0.94Ba0.06TiO3,1160.0
9672,ScMn2O4,1300.0
441,La0.2Mn1.6Bi0.4O3,1020.0
10825,Ba0.998Mg1.996P2O8,1100.0
10294,SrCe0.056Ta2Bi1.925O9,1200.0
8072,Zr0.227Ti0.455Nb0.534Ni0.266O3,1200.0
4135,Ca0.92Eu0.08W0.2Mo0.8O4,1100.0
6484,Sr0.3Mg0.2Nd0.7Mn0.8O3,1350.0
8838,CaTi4Bi4O15,1157.5
5153,Ti0.7Cr0.15Sb0.15O2,1000.0
6502,Ba2EuCu3O7,940.0
9108,Ce0.015Y2.97Ga2.5Al2.5Bi0.015O12,1600.0
7863,Mg0.4Mn1.25Co0.6Ni0.75O4,1250.0
899,Y2Al2O6,1650.0
4457,Lu1.8Al5O12,1800.0
9630,Ba2InBi0.7Sb0.3O6,1050.0
6334,Ca0.6Mg0.2La0.4Ti3Al7.8O18,1500.0
1882,Cd2.98In0.02TeO6,1080.0
6566,Ba1.01CeO3,1650.0
8585,Zr0.2Ti0.8O3,1200.0
3401,Ba2.99Mg0.9Si2O8,1200.0
11440,Na0.499Sm0.002Nb2Bi2.499O9,1100.0
1767,Li0.45La0.52TiO3,1350.0
5000,Ca2.98Yb0.02Co3.95Ga0.05O9,920.0
7642,Ca2.98Pr0.02Co3.95Ga0.05O9,910.0
7809,SrEr0.008Ti4Bi3.992O15,1160.0
10668,CaMgSi2O6,950.0
8518,Zr0.455Ti0.909Nb0.267Ni0.133O3,1200.0
8467,Zr0.88Nb0.534Ni0.266O3,1200.0
8867,CaCe0.8NbMn0.2SnO7,1350.0
4004,GdMnO3,1166.6666666666667
3926,K0.008Ba1.984MgCe0.008Si2O7,1200.0
7574,Sr0.975Dy0.017Ta2Bi2O9,1100.0
251,YMn0.3Fe0.7O3,1410.0
1339,Sr0.2Ca0.1La0.7MnO3,1050.0
9982,Li0.1La0.9MnO3,1100.0
7485,Zr0.8Nb2ZnGe0.2O8,1180.0
2180,K6Li3Sc2B15O30,700.0
9786,Li2Fe0.94Ni0.06P2O7,650.0
4480,PrCoO3,1200.0
3935,MnFe2.91Ni0.206Cu0.206Zn0.618O6.365,890.0
9088,Li0.04Sr0.92Pr0.04B4O7,900.0
6264,Sr0.2La0.8Fe0.4Ga0.6O3,1500.0
10060,BaY0.1Hf0.9O3,1700.0
5317,Ce0.2Y2.55Mn0.25Al4.75Si0.25O12,1600.0
1092,K0.118Na0.352Ti0.94Al0.06Bi0.53O3,1150.0
8294,Zr0.455Ti0.455Nb0.267Ni0.133O3,1200.0
6118,Gd0.05FeBi0.95O3,830.0
4652,Sr0.1La1.9CuO4,1010.0
5788,Gd0.09La0.022Y0.068Zr0.82O2,1600.0
10109,Sr2GdRu0.8Cu2Sn0.2O8,1250.0
7890,Sr2CaMn0.04Cu2Bi2O8,840.0
9095,Sr1.552Ca0.388MgSi2O7,1350.0
4297,Tb0.7Sm0.3FeO3,1600.0
1559,BaNb0.5Ni0.5O3,1000.0
3546,Ta0.4BiSb0.6O4,1200.0
8303,Zr0.455Ti0.227Nb0.4Ni0.2O3,1200.0
5063,Ba3Tb0.18Ce0.03P4O13,800.0
3170,WSnO3,550.0
6746,Na0.32Y0.08Co2O4,920.0
1856,Na3Mg0.25Ni1.75SbO6,900.0
4081,MnPbO3,1230.0
5618,Sr0.199Ca0.798Pr0.002TiO3,1300.0
8270,Zr0.704Ti0.88O3,1200.0
6100,Ca2.95Fe0.1Co3.9Bi0.05O9,895.0
4953,Nd0.6La0.4Ti3Bi3O12,1000.0
6045,Fe2Ni0.8Cd0.2O4,1200.0
5410,Sr0.05V1.95Bi4O11,800.0
2934,V0.25Fe1.5Ni0.85Cu0.2Zn0.2O4,1170.0
810,Ba2Gd0.02YCu2.98O7,930.0
8617,Zr0.4Nb0.667Ni0.333O3,1200.0
5365,Ca0.4Si6O26,1350.0
2474,Ba2Mg1.8YCu2.2O7,940.0
8526,Zr0.704Ti0.88Nb0.4Ni0.2O3,1200.0
1163,Na0.6Mn0.4Te,700.0
2421,Mn0.05Fe1.95Co0.02Ni0.93O4,1150.0
860,Na0.45Nb2Bi2.55O9,1080.0
7040,LaCoNiO3,1450.0
4139,CaW0.4Mo0.6O4,1100.0
10174,Pr0.9Ti3BiO12,1100.0
3685,EuPO4,1100.0
10261,Ca2MgSi2O7,1245.0
2794,Ca0.95Pr0.05MnO3,1097.0
607,Li1.05Mn1.8Al0.15O4,500.0
5668,Fe2Ni0.99Zn0.01O4,1000.0
9476,Sr0.25La0.75Cr0.5Mn0.38Ni0.12O3,1450.0
9473,Sr2MgNb0.8Mo0.2O6,1200.0
6178,Sr0.5Nd0.5Mn0.9Cu0.1O3,1375.0
4616,Sr0.1Ca0.4Pr0.5MnO3,1400.0
2630,SrCrO4,1180.0
1137,Sr0.05Mg0.05Fe0.95Bi0.95O3,800.0
3024,Na0.2La0.8CoO3,1100.0
3136,SrTa1.8V0.2Bi2O9,1000.0
7188,K0.44Na0.52Li0.04NbO3,1140.0
1393,Sr2Ca2Cu3Pb0.35Bi1.65O,835.0
64,BaPrCo2O5,1087.5
1593,Sc2Mo3O12,1000.0
6261,Cr1.1Ga0.9O3,1600.0
2822,K0.48Na0.52Nb0.994W0.004Bi0.002O3,1160.0
9739,Ba9.9P6O24F2,1000.0
3564,BaNb0.453Zn0.227Sn0.32O3,1550.0
2413,Ba0.2Ca1.4La1.4Mn2O7,1300.0
9979,La0.2FeBi0.8O3,850.0
10746,Ti0.1Ta0.5Al0.5Sn0.15O2.5,1450.0
9702,Ca0.33Tb0.15La0.52MnO3,1400.0
692,Cr1.25Fe0.75ZnO4,920.0
3939,Zr0.588Ti0.392Pb0.92Bi0.08O3,1250.0
6124,CaLaTiGaO6,1400.0
442,Mn1.2Bi0.6O3,1020.0
7762,Eu0.1Nd0.9TiNbO6,1370.0
4261,Sr0.35Nd0.65MnO3,1400.0
2780,Na0.06Sr2.88Ce0.06Al2O5Cl2,1000.0
8362,Zr0.4Ti0.8Nb0.534Ni0.266O3,1200.0
5761,Nb6ZnPb6O22,1150.0
2618,Ba3Ti2RuO9,1100.0
1397,TiNi0.5Pb0.5O3,1000.0
2086,Ca3Fe0.1Co3.9O9,950.0
2388,BaYCo2O5,1075.0
10440,Ca0.6Gd0.4CoO3,1300.0
6607,BaNb0.667Co0.323O3,1450.0
503,La0.6Mn1.6O3,1020.0
782,Sr2RuO4,1225.0
10792,Ba0.986Mg2P2O8,1100.0
7503,CaEr0.06Nb2Bi1.94O9,1150.0
2225,Sr1.75Eu0.25MoFeO6,1280.0
6969,Ba4Nd2Zr4Nb6O30,1475.0
1245,Sr0.1La0.9Ni0.1Ga0.9O3,1500.0
3430,BaCa6P4O17,1265.0
8094,Zr0.704Ti0.88Nb0.667Ni0.333O3,1200.0
8459,Ti0.909Nb0.667Ni0.333O3,1200.0
7206,Ti0.4Nb1.333Zn0.534Bi2O7,950.0
7906,Ba0.935Ca0.075TiO3,1325.0
7694,Sm0.02Ti2.98Co0.02Bi3.98O12,850.0
9112,Ce0.015Y2.97GaAl4Bi0.015O12,1600.0
10600,La0.1Fe0.95Bi0.9O3,800.0
4260,Sr0.39Nd0.61MnO3,1400.0
4271,Sr0.3La0.7Mn0.95Fe0.05O3,1200.0
10175,Pr0.3Ti3BiO12,1100.0
946,Sr0.7La0.3TiO3,1490.0
5638,Li2Sr0.6Ca0.4SiO4,900.0
1201,KGd0.25W1.8Mo0.2O8,850.0
5098,Ba0.984Ca0.01Eu0.006Zr0.02Ti0.98O3,1450.0
894,ZrW0.7Mo1.3O8,600.0
9225,Na0.96AlSiO4,1200.0
1360,Sr0.874Y0.076Ti0.92In0.08O3,1450.0
7428,Ba0.15FeBi0.85O2.925,865.0
9411,K0.075La1.925Mo2O9,950.0
7625,Sr0.55Eu0.45MnO3,1350.0
8428,Zr0.6Nb0.534Ni0.266O3,1200.0
8332,Zr0.88Nb0.133Ni0.067O3,1200.0
1579,Sr2.1CaY0.9Co4O10.5,1100.0
3098,Cu12Sb4S13,500.0
11429,YMn0.6Ni0.4O3,1325.0
6809,Na0.08Sr0.32Co2O4,920.0
2512,BaSn0.95Te0.05O3,1200.0
7326,Sm0.1FeBi0.9O3,920.0
7339,Fe0.99Ga0.01BiO3,990.0
7391,Ba2SmFe0.02Cu3Zn0.01O7.04,930.0
10864,Ba0.5Sr0.5Ta1.6Nb0.4Bi2O9,1100.0
11160,Sr2MoCr0.07Fe0.93O6,1200.0
3507,Cd12B8Ge17O58,800.0
6514,Sr2MoCr0.5Fe0.5O6,1250.0
6922,Tb0.4Y3.6AlSiNO8,1650.0
11475,Zn1.2GeO4,1350.0
3150,NaNbFe2NiO7,1150.0
4776,Ca8.996Eu0.004Ce0.03Y0.97P7O28,1250.0
1553,FeNi3Al2O3,1200.0
9718,Mn3Cu0.5Ge0.85Si0.15N,850.0
6946,Y3Al4.8O12,1400.0
10549,SrFe0.8Ni0.2O3,1400.0
6600,Y2SO2,1250.0
6772,K0.08Na0.12Co2O4,920.0
3009,Sr2LaSbO6,1500.0
1719,Li1.2Mn0.6Ni0.2O2,900.0
8446,Zr0.455Nb0.4Ni0.2O3,1200.0
4465,Ca3Re0.4Co3.6O9,900.0
4682,Ca0.5Nd0.5Mn0.2Ni0.8O3,1500.0
9895,Mn0.8Fe0.8Ni0.3Cu0.07Zn0.63O4,1125.0
8301,Zr0.6Ti0.4O3,1200.0
5234,Sr0.2Mg0.2La0.8Fe0.2Ga0.6O3,1450.0
5523,Fe1.88Ni0.65Zn0.35Al0.12O4,1200.0
301,Sr0.898Mg0.59Al10.41O17.102,1600.0
7712,SrTi0.92Nb0.08O3,1400.0
8800,Ca2Co1.69Bi1.62O7.38,850.0
2249,Sr2.9Eu0.1Sn2O7,1450.0
10638,Li3Ba2La1.8Y1.2Mo8O32,750.0
903,Sr1.91Ca2.03Cu3.06Pb0.34Bi1.84O10,848.0
4151,Tb0.06Fe2Ni0.94O4,1000.0
3448,BaCa5SiP3O17,1250.0
10142,Sr2Ca2Cu3Pb0.6Bi1.4O10,860.0
9305,Lu0.8La0.8Sc4B4O12,1100.0
1023,Mg2Sn0.6Si0.4,600.0
8607,Zr0.682Nb0.667Ni0.333O3,1200.0
4481,Zr0.45Ti0.55PbO3,1200.0
918,TaInO4,800.0
8110,Zr0.455Ti1.136Nb0.534Ni0.266O3,1200.0
631,Zr0.98W2In0.02O8,1200.0
5518,Sr0.45Sm0.55Mn0.4Fe0.6O3,1350.0
4100,Ti0.6Nb0.12Mn0.16PbSb0.12O3,1230.0
7242,Ba0.2La0.8Nb0.401Zn0.599O3,1350.0
11036,SrLaRh0.8Ga0.2O4,1300.0
1349,Li2.2TiO3,1100.0
9350,Fe1.9NiAl0.1O4,1200.0
8556,Zr0.2TiNb0.133Ni0.067O3,1200.0
10524,Sm0.03Ti0.94Ta0.03O2,1500.0
11537,Ce0.5La0.5Mn0.9Co0.1O3,1000.0
9328,LuLa0.2Sc4B4O12,1100.0
1983,Mn1.6NiIn0.4O4,1300.0
11569,Li6YB3O9,660.0
4747,Ba0.248Nb1.24Zn0.62O3.584,1260.0
8003,BaZr0.9In0.1O2.95,1550.0
8451,Zr1.136Nb0.4Ni0.2O3,1200.0
4793,SrNb0.3V0.7O3,1500.0
537,La0.4Mn1.8O3,1020.0
10500,Ba0.7Ca0.3Ti0.97Cu0.03O3,1350.0
6763,K0.32Na0.08Co2O4,920.0
4206,NbCrO4,1250.0
4669,Ca0.5La0.3MnBi0.2O3,1100.0
1511,Ba2Ti0.5TaZn0.5O6,1100.0
6052,Fe2Cu0.3Zn0.7O4,833.3333333333334
1130,Li0.3Fe2.3Zn0.4O4,1050.0
10262,Sr1.992SiO4,1200.0
2316,Ca0.2Ce0.5La1.8Zr1.5O7,1600.0
3133,Na0.075Ca0.85Ce0.075Nb2Bi2O9,1130.0
5977,Li9V0.5Al2.5P8O29,750.0
5370,Ca0.8Gd8Si6O26,1350.0
10519,Sr2Ti0.25Sn0.75O4,1700.0
11386,K0.475Na0.475Li0.05NbO3,1100.0
1278,Sr0.5Sm0.5TiO3,1100.0
2258,Ca3NbGa3Si2O14,1200.0
1777,Sr0.16La0.24Fe0.8Co0.2O3,1400.0
2617,Ca0.9Sm0.1MnO3,1500.0
7311,BaNb0.667Ni0.166Zn0.166O3,1450.0
7409,BaZr0.09Ti0.81Sn0.1O3,1427.0
6972,Na0.5Mg0.04Ti0.96Bi0.501O3,1150.0
1741,Cr0.5Fe1.5Cu0.4Zn0.6O4,900.0
6647,Sm0.4Ce0.6O1.8,1640.0
6451,Ca0.3La0.7Ti0.075Mn0.925O3,1300.0
9261,Gd0.1La0.9NbO4,1500.0
5290,Ce0.8Y1.95Mn0.25Al4.75Si0.25O12,1600.0
1599,BaCa0.335Nb0.5Co0.165O3,1400.0
6386,Sr0.6Ce0.4MnO3,1462.5
7182,K0.1Na0.385Sr0.03TiBi0.485O3,1200.0
644,Sr0.45Tb0.275Nd0.275MnO3,1400.0
4355,Sr1.7MoFeBi0.05O6,1280.0
4464,Ca3Re0.3Co3.7O9,900.0
4958,Li2ZnB2O5,1200.0
6646,Sr2Ti0.6Ru0.4O4,1350.0
8974,Li1.06Ti0.06Nb0.94O3,1100.0
10379,Mg3Tb0.08In3.92P6O24,1200.0
4979,Ca2.6P2O8,1200.0
3279,CaTm0.8Y0.2AlO4,1450.0
6158,Ba2NdCu2.98Zn0.02O7,950.0
6538,Ba2YCu2.95Zn0.05O7,970.0
7073,Sr2W0.6Mo0.4CuO6,1000.0
11517,Na5Eu0.3La0.7W4O16,1000.0
1809,Mg0.9Tm0.05Mn0.1Fe1.75O4,1250.0
2326,Li5La3Nb2O12,1025.0
221,LiMg0.1Mn1.9O3.8F0.2,750.0
10804,Ba0.99Mg1.998P2O8,1100.0
3550,Ta0.5BiSb0.5O4,1200.0
5181,La0.7Ti3Bi3.3O12,1000.0
11318,Mg0.57Zr0.07Fe1.86Zn0.5O4,1100.0
7489,Ba0.07Sr0.03ZrPb0.9O3,1250.0
6005,Fe2Ni0.64Zn0.36O4,1100.0
1788,LiMn0.333Co0.333Ni0.333PO4,800.0
10963,Ba0.05Nb1.95W0.05Pb0.925O6,1240.0
4452,Ca3Mo0.4Co3.6O9,920.0
3930,CaEr0.1La0.9Ga3O7,1200.0
11527,Ba1.96ZnSi2O7,1150.0
3703,Ba2Ca0.66Nb0.68Fe0.66O6,1300.0
3738,GeSe,500.0
6694,Na0.16Sm0.04Co2O4,920.0
9337,Lu0.8LaSc4B4O12,1100.0
2222,Sr1.8Eu0.2MoFeO6,1280.0
9731,Sr0.04Ti0.05Nb1.96Pb0.96O6,1240.0
5695,Zn1.99GeO4,1300.0
448,La0.6Mn1.6BiO3,1020.0
9455,Sr0.8Ce0.1La0.1MnO3,1440.0
10541,Mg0.84Tb0.16Fe2O4,1000.0
2601,Ba3Fe24Co0.4Zn1.6O41,1300.0
8099,Zr0.704Ti0.88Nb0.267Ni0.133O3,1200.0
1172,Zr0.007Zn0.993O,1500.0
3718,Ce0.6Y0.3Mo0.1O2.1,1500.0
840,SrRu0.2Cu0.8O3,1200.0
11052,Sr0.2Ca0.8LaRhO4,1300.0
6424,Eu0.003Y2.997Al5O12,1780.0
604,MgPrPbSbO6,1100.0
4234,Ba0.4La0.6InO3,1500.0
2175,LiPbPO4,600.0
7891,CaTi3.975Cu3Sb0.025O12,1100.0
2367,Sr3Fe2O7,1325.0
6453,La2RuCuO6,1200.0
5826,La9.83Fe0.75Al0.75Si4.5O26,1600.0
3515,Al4Bi2O9,1000.0
9227,Na0.94AlSiO4,1200.0
6559,Li0.75Ti0.2V0.25Fe1.6Zn0.2O4,950.0
4469,Ca3Co3.7Pt0.3O9,900.0
10787,Ba0.996Mg1.99P2O8,1100.0
5775,Yb0.02Ho0.02Y1.9Zr0.06O3,1850.0
9899,Fe0.4Ni0.3Cu0.07Zn0.63O4,1125.0
4437,LiCa2.994MgV3O12,850.0
4356,Sr1.7MoFeO6,1280.0
531,LaMn1.4BiO3,1020.0
8237,Zr0.176Ti0.352O3,1200.0
4350,Sr1.9MoFeBi0.01O6,1280.0
3692,Fe1.95Co0.02Ni0.35Cu0.18Zn0.45O4,900.0
967,Sr0.4Nd0.6Cr0.2Co0.8O3,1500.0
950,Mn0.05Fe2Co0.01Ni0.94O4,1150.0
11269,Ba3Nd10Ti18O54,1350.0
9723,Ho0.1La1.9W0.3Mo1.7O9,1000.0
9886,Mn0.6FeNi0.3Cu0.07Zn0.63O4,1125.0
5071,Ba3Tb0.18Ce0.009P4O13,800.0
9279,SrNb0.1Fe0.1Co0.8O3,1275.0
4888,Na0.15Li0.35La0.5TiO3,1300.0
3587,Y2W0.5Mo2.5O12,1100.0
