,formula,target
6472,Ta2NiO6,1200.0
1730,Gd1.9Eu0.1O3,1350.0
3416,Ba2.9Si6N2O12,1350.0
1296,PrFeO3,1250.0
2119,La32Zn27B136O279,950.0
7134,Sr0.8Pr0.1TiO3,1700.0
3465,Ca2EuGeO4Cl2,800.0
9739,Ba9.9P6O24F2,1000.0
341,Li0.049V0.902Mo0.098Bi0.951O4,850.0
8312,ZrTi0.4Nb0.534Ni0.266O3,1200.0
8846,Ba0.175Sr0.525Ca0.3TiO3,1400.0
9257,BaYCo3.2Ga0.8O7,1450.0
5753,Dy0.3Sm0.7FeO3,1300.0
1475,Mg0.8Rh0.2Ag0.2Cu0.8O2,930.0
5180,LaTi3Bi3O12,1000.0
5937,Sr0.3Ce0.14La0.56MnO3,1400.0
1386,K0.4Ba0.6Cu2Se2,500.0
5882,Sr0.33Nd0.335Pr0.335MnO3,1200.0
9520,La3Ga5SiO14,1420.0
635,Y0.04Zr0.96W2O8,1200.0
10644,Ba0.96Ca0.04Y0.007Zr0.179Ti0.808O3,1360.0
4831,Na0.485Yb0.01Er0.02Nb2Bi2.485O9,1100.0
10085,Ba1.6Sr0.4PrCu3O,940.0
8831,Na0.5La0.05Ti4Cu3Bi0.45O12,970.0
7779,Na0.027Ba0.873Sr0.1TiO3,1260.0
2774,Ca0.012Ce0.5La0.488O2,1430.0
6400,Y0.1FeBi0.9O3,820.0
10467,Sr0.4Gd0.6Mn0.8Co0.2O3,1300.0
6002,Ca0.3La0.6MnPb0.1O3,900.0
8309,Zr0.682Ti0.682Nb0.4Ni0.2O3,1200.0
10257,Ba0.97La0.02Zr0.05Ti0.95O3,1400.0
6267,Sr0.2La0.8Fe0.6Ga0.4O3,1500.0
4287,SrLaMn1.9Fe0.1O5,1200.0
23,LaMnO3,1289.5454545454545
11464,Sr5Nb4O15,1450.0
2063,Sr2EuFeCu2O7,980.0
8486,Zr0.528Ti0.704Nb0.133Ni0.067O3,1200.0
314,V0.02Zn0.98O,630.0
6090,K0.2La0.78MnCd0.02O3,1100.0
2689,NaZr2P3O12,1185.0
7151,Li2Ba0.99Bi0.01P2O7,750.0
9406,Sr0.4La0.6Mn0.4Fe0.6O3,1300.0
9601,Na0.47Ba0.06Ti0.97Bi0.47O2.94,1170.0
2061,Sr2ErFeCu2O7,980.0
8887,NaSr1.85Ca0.15Nb5O15,1340.0
9431,Pr2Fe0.4Ni0.4Cu0.2O4,1300.0
3692,Fe1.95Co0.02Ni0.35Cu0.18Zn0.45O4,900.0
7125,Li6.4La3Zr1.4Ta0.4Nb0.2O12,1150.0
9145,Ba2La0.8Y0.2Cu3O7,970.0
4507,Na0.5Nb1.94W0.06Bi2.5O9,1100.0
6116,Gd0.4FeBi0.6O3,830.0
4840,SrTa0.2Co0.8O3,1166.6666666666667
11455,FeZn2InO5,1400.0
214,NbBiO4,1003.3333333333334
61,Li3V2P3O12,784.375
10480,Sr0.8Gd0.2CoO3,1300.0
8884,Sr0.25La0.75Cr0.2Mn0.5Al0.3O3,1500.0
8980,Sr0.05La0.95Cr0.005Co0.995O3,1600.0
1461,Rb2Mo3Zn2O12,480.0
6633,Ba0.75Sr0.25Al2Si2O8,1140.0
7457,Ba0.7Ca0.3Ti0.9Sn0.1O3,1600.0
2941,Eu0.007Zn1.993SiO4,1200.0
1299,Ca2MoFeO6,1185.0
9943,Mn0.1Fe2Co0.4Zn0.5O4,1300.0
2541,Ag0.8Cu1.2Ga0.6Ge0.4Se3,550.0
4229,Sr0.6Pr0.44Nb0.1Fe0.7Co0.2O3,1450.0
5225,Dy2Ce2O7,1600.0
6205,Ba0.99La0.01SnO3,1300.0
11049,Sr0.7Ca0.3LaRhO4,1300.0
3561,Zn0.995Al0.005O,1400.0
3156,LiY1.8Si6O26,1350.0
7783,Na0.009Ba0.891Sr0.1TiO3,1260.0
5858,Ba0.4La0.6FeO3,1200.0
9883,Mn0.2Fe0.2Ni0.3Cu0.07Zn0.63O4,1125.0
7688,Ba0.8SrTiO3,1250.0
8145,Ti0.6Nb0.267Ni0.133O3,1200.0
11201,Nb1.42Ir0.1Zn0.92Bi1.5O6.92,1075.0
10089,Ba1.8Sr0.2PrCu3O,940.0
890,SrLaMnO3,1400.0
405,La0.6Mn1.8BiO3,1020.0
8060,Zr0.4Ti0.6Nb0.133Ni0.067O3,1200.0
6574,Ba1.04Gd0.15Ce0.85O3,1650.0
10016,Sr0.7La0.3Fe11.75Zn0.25O19,1205.0
1021,Mg1.99Ag0.01Sn0.6Si0.4,600.0
9031,Ca0.98Dy0.02MnO3,1300.0
1065,Gd0.1Ce0.9O1.95,1533.5714285714287
5566,Ca2Mn0.7Fe0.7Al0.6O5,1250.0
925,Ca1.6Al8Si4N4O17,1450.0
3305,Ca0.5Nd0.5Cr0.02Mn0.98O3,1500.0
8714,Dy0.12FeBi0.88O3,820.0
10977,Li0.8La0.2TiO3,1200.0
1446,BaGdCo1.6Ni0.4O5,1050.0
5197,BaSiO3,1345.0
4218,Sm2CeO6,1150.0
4299,Gd0.1Mn0.5Fe1.9Ni0.1Zn0.4O4,1200.0
10273,Ba2GdEu7Si6O26,700.0
6120,Sm9.33Si6O26,1600.0
688,Li22Ti12Nb6O50,925.0
1055,MoCo0.7Zn0.3O4,600.0
7036,Ta0.04Nb1.96Zn3O8,1175.0
8949,NaCaBO3,850.0
5513,Ba0.3Sr0.7Zr0.1Ti0.9O3,1500.0
10523,Fe2Co0.5Ni0.5O4,1100.0
4123,Ti0.6Nb0.2PbSb0.2O3,1230.0
11594,Ca0.15Mn0.15Fe0.85Bi0.85O3,850.0
11028,Ca0.8Ce0.2MnO3,1400.0
3013,Fe0.1In1.8Sn0.1O3,1200.0
6459,Lu0.2Sc0.8FeO3,1200.0
7798,Ca0.5Nb0.5Fe0.5Pb0.5O3,1100.0
4138,CaW0.7Mo0.3O4,1100.0
6664,SrY0.02Zr0.98O3,1650.0
5024,CaHf0.16Ti3.84Cu3O12,1030.0
3844,SrEu0.8Bi1.2TeO7,800.0
4816,Na1.5MoAg0.5O4,620.0
7395,Ba2SmFe0.16Cu3Zn0.08O7.32,930.0
5006,Pr0.03Zr0.03Fe0.97Bi0.97O3,820.0
6639,Pr0.1Si3Bi3.9O12,900.0
10686,Ba0.82Ca0.18Ti0.92Sn0.08O3,1450.0
2620,Ca0.3Tb0.14Pr0.56CoO3,1200.0
7941,Y2.2Fe5Bi0.8O12,1149.0
3033,Na0.3Ca2Y0.7Cu3O7,950.0
1931,Cu9Al3O3,900.0
8491,Zr0.6Ti0.8O3,1200.0
3771,Ca1.5Ce0.25TiTa1.25O7,1350.0
7574,Sr0.975Dy0.017Ta2Bi2O9,1100.0
3636,SnS,630.0
8827,KCaPO4,1000.0
11010,Eu0.7Nd0.3TiCrO5,1300.0
5911,Ti1.5Fe1.5Bi4O12,900.0
5025,CaHf0.12Ti3.88Cu3O12,1030.0
2733,Sr5P3O12Cl,1037.5
5454,SrTa1.8W0.2Bi2O9,1200.0
6455,Ca4Mo0.2Mn2.8O10,1250.0
10381,Mg3Tb0.2Eu0.04In3.76P6O24,1200.0
5169,BaZr0.04Ti0.96O3,1416.6666666666667
1062,Pr1.9Ce0.1CuO4,1100.0
10648,BaCe0.05Ti0.95O3,1550.0
646,Sr0.45Nd0.55MnO3,1400.0
6745,Y0.4Co2O4,920.0
5198,Nb0.2Fe0.8O3,820.0
4646,Ba4Y2Ti4Nb6O30,1250.0
8571,Zr0.4TiNb0.667Ni0.333O3,1200.0
9964,BaFe16CdZnO27,1300.0
4986,CaP2O8,1200.0
1842,Fe2Ni0.8Zn0.2O4,1202.2727272727273
582,La0.8Mn1.4BiO3,1020.0
7982,Sr3InP3O12,1200.0
5756,Li0.55Fe2.35Si0.1O4,1000.0
1418,Na0.5Dy0.015TiBi0.5O3,1050.0
3586,Y2W2.5Mo0.5O12,1100.0
2952,LiSr4B3O9,1000.0
205,Sc0.333Mo0.667BiO4,895.0
5989,Sr0.98Pr0.02FeO3,1300.0
4202,Pr0.1FeBi0.9O3,810.0
491,La0.2Mn2Bi0.8O3,1020.0
5373,Ca1.2Si6O26,1350.0
2848,CaTi4Cu3O11.6F0.4,1025.0
1433,LaRh0.2Co0.65Ga0.15O3,1200.0
1066,Ce0.6La0.4O1.8,1450.0
1988,MgGa2O4,1400.0
6817,Sr0.8Co2O4,920.0
7123,Y1.99SiO5,1400.0
1144,K220CeBi25O2,800.0
11328,Mg0.97Zr0.07Fe1.86Zn0.1O4,1100.0
2799,Fe4Bi2O8.6Cl0.4,815.0
3874,Ca4Ta0.3Mn2.7O10,1320.0
11142,Mg0.233Zr0.3Nb0.467PbO3,1150.0
1788,LiMn0.333Co0.333Ni0.333PO4,800.0
210,Ba2Gd0.7Y0.3Cu3O7,935.0
9858,Ca1.92Pr0.08MnO4,1350.0
3987,Ca0.9MnBi0.1O3,1300.0
274,Mg0.4GdFe0.6O3,1300.0
8940,Ca0.92Yb0.08Nb0.04Mn0.96O3,1325.0
9136,Ca0.15CuAl0.85O2,1200.0
1735,CaZr0.7Co0.3O3,1200.0
7382,Ba0.13La0.67MnZn0.2O3,1400.0
11496,MgInBO4,1190.0
10831,Ba0.984Mg1.992P2O8,1100.0
4972,CaZr0.9In0.1O3,1416.6666666666667
6368,BaSrTi2Bi0.09O6,1220.0
8050,TiNb0.667Ni0.333O3,1200.0
11320,Mg0.85Zr0.05Fe1.9Zn0.2O4,1100.0
7717,Ta0.5Fe0.5O3,850.0
916,Ca1.999Bi0.001P2O7,1100.0
1280,Ce0.8Y0.2O1.9,1500.0
1387,BaCu2Se2,500.0
2568,Ti0.4V0.6O2,900.0
9956,BaTi0.4Mn0.4Fe11.2O19,1350.0
9473,Sr2MgNb0.8Mo0.2O6,1200.0
4211,W3Al2O12,1050.0
8238,Zr0.176Ti0.88Nb0.534Ni0.266O3,1200.0
6876,Dy0.24W0.08Bi0.7O1.5,930.0
1856,Na3Mg0.25Ni1.75SbO6,900.0
2740,Na0.495Ho0.01Nb2Bi2.495O9,1100.0
5434,Sm0.1Ti0.98Mn0.02Pb0.85O3,1250.0
8042,Ca2YMn0.005Sb0.995O6,1400.0
29,LiFePO4,680.5555555555555
11226,SrFe1.35Co0.15O,1200.0
6207,Ta0.188Nb0.752AgSb0.06O3,1000.0
1123,Sr1.96CaCu2Bi2.1O8,600.0
5724,Ba0.25Sr0.75GdCoCuO5,960.0
3849,LiEu0.7La8.3Si6O26,1350.0
2056,LiBaB9O15,850.0
11159,Sr2MoCr0.1Fe0.9O6,1200.0
7007,Nd1.02Ta0.02Nb0.968O4,1275.0
6543,Sr0.1La0.9FeO3,1400.0
4703,Sr2Ca2Cu3Pb0.18Bi1.82O,845.0
1466,Rb2Mo3Ni2O12,480.0
9907,Mn0.8FeNi0.3Cu0.07Zn0.63O4,1125.0
4133,Ca0.92Eu0.08W0.4Mo0.6O4,1100.0
5397,Fe2Co0.2Zn0.8O4,1133.3333333333333
10281,Gd4.975Ce0.025Si3NO12,1600.0
9971,Fe1.2Ga0.8O3,1220.0
220,LiMg0.05Mn1.95O3.9F0.1,750.0
3867,Sr2Ce0.6Y1.4CoCu2O9,1100.0
11503,Ca0.45La0.39Fe11.82O19,1300.0
6479,La9.83Fe0.5AlSi4.5O26,1600.0
8722,Sr2.85Dy0.15Ti2O7,1525.0
6107,CaW0.96Mo0.04O4,1000.0
2842,Ce0.5Fe0.5Pb0.5Bi0.5O3,960.0
1245,Sr0.1La0.9Ni0.1Ga0.9O3,1500.0
11364,Ba0.06TiBi0.188O3,1160.0
2636,NdNiO3,900.0
6823,Sr0.6Co2O4,920.0
11261,Nb1.5Zn1.2Bi1.5O7,1100.0
9211,Eu0.05ZrNb0.05O2,1350.0
4631,Mn0.04Fe1.96Ni0.21Cu0.25Zn0.5O3.94,900.0
1727,Li1.6Al0.6Ge1.4P3O12,875.0
5392,Sr0.7La0.3Fe0.6Ga0.4O3,1200.0
9086,Li0.16Sr0.68Pr0.16B4O7,900.0
8259,Zr0.176Ti0.88Nb0.133Ni0.067O3,1200.0
4196,Ca0.5Nd0.5Mn0.9Ru0.1O3,1200.0
8807,Mg0.05Sm0.15Ce0.8O2,1550.0
10747,Ta0.5Al0.5Sn0.25O2.5,1450.0
10578,MgPr0.4La0.6Al11O19,1400.0
580,La0.4Mn1.6O3,1020.0
6025,LaMn0.95Ga0.05O3,1250.0
4556,Y2.67Fe5.33O12,1350.0
4800,Na2MnP2O7,600.0
6262,Li2.9B0.9S0.1O3.1,900.0
1056,MoCo0.3Zn0.7O4,600.0
368,Fe2Ni0.7Zn0.3O4,1055.0
6981,Sr0.25Ca0.45La0.2TiO3,1500.0
812,Ba2Gd0.05YCu2.95O7,930.0
290,Ca0.5Pr0.27La0.23MnO3,1400.0
201,Ba2SmRu0.05Cu2.95O7,930.0
7056,BaGd0.15Pr0.05Ce0.79Zr0.01O3,1400.0
9180,Ca0.488Nd0.208Ti0.48Al0.426O2.4,1580.0
4942,Li1.7Ti1.3Al0.7P3O12,1000.0
9265,BaCe0.7Y0.05Zr0.2Zn0.05O3,1200.0
7435,Nb1.5Mn0.2Zn0.8Bi1.5O7,950.0
1138,K0.46Na0.46Li0.08NbO3,1000.0
8304,Zr0.528Nb0.667Ni0.333O3,1200.0
7149,Li2BaP2O7,750.0
811,Ba2YCu3O7,938.8333333333334
8093,Zr0.88Ti0.704O3,1200.0
2185,MnFe0.2Co1.8O4,1150.0
3554,Sc0.5Ta0.25Nb0.25PbO3,1000.0
7059,Y0.785Ta0.215O1.715,1500.0
2270,Ca2SnO4,1350.0
3502,Ca4Nb0.2Mn2.8O10,1220.0
8958,BaFe10.5O19,900.0
3870,La0.85Y0.05MnTe0.1O3,1100.0
8740,Th0.9Ce0.1O2,1600.0
7918,CaLaGa3S6O,950.0
533,LaMn1.2Bi0.4O3,1020.0
10121,Sr2NbCrO6,1200.0
7191,BaNb0.667Co0.233Zn0.1O3,1300.0
4166,Ca0.33Eu0.21La0.46MnO3,1100.0
10699,Lu4.8Al5O12,1825.0
9614,Ca0.875Ce0.125Mn0.925Ga0.075O3,1250.0
1520,ZrAl2O5,1550.0
3602,Sr0.06Zr0.53Ti0.47Mn0.005Pb0.94O3,1270.0
8645,ZrNb0.534Ni0.266O3,1200.0
3304,Ca0.5Nd0.5Cr0.12Mn0.88O3,1500.0
6809,Na0.08Sr0.32Co2O4,920.0
2452,Yb0.333Y1.667SiO5,1550.0
7248,Ba6Nb4WO19,1000.0
2712,LiMn0.6Fe0.4PO4,616.6666666666666
7680,Cs0.667Ba1.04Ti5.253Ga2.747O16,1250.0
410,La0.4Mn1.4Bi0.2O3,1020.0
7720,Ca1.7La0.3Ti4Cu2O12,1100.0
6972,Na0.5Mg0.04Ti0.96Bi0.501O3,1150.0
10556,Sr0.4La0.6Fe0.8Ni0.2O3,1400.0
9780,Gd0.05Pr0.2Ce0.75O2,1600.0
624,Rb2Mo3Cu2O12,473.3333333333333
8986,Ba0.88Ca0.12Hf0.05Ti0.95O3,1450.0
4540,Sr0.775Er0.225CoO3,1100.0
10509,Ba0.8Sr0.2Ti0.975Nb0.017Zn0.008O3,1430.0
10810,BaMg1.996P2O8,1100.0
9611,La1.5Fe5Bi1.5O12,960.0
2345,Ca0.85La0.15MnO3,1298.5
792,SrEu0.1Ce0.7Zr0.2O3,1485.0
5010,Ba0.05Sr1.83Eu0.12CeO4,1200.0
2844,Ba0.995TiBi0.005O3,1150.0
5529,Gd0.98Al3B4O12,1100.0
381,Ca2SiO4,1274.2857142857142
1507,RhCuO2,930.0
6342,Ca0.8Mg0.2La0.2Al10.8O18,1500.0
6762,K0.4Na0.6Co2O4,920.0
3398,Li3.5Ge0.5P0.5O4,600.0
11129,Ba0.4La0.6ScO2.8,1600.0
9699,NaPO3,650.0
8445,Zr0.455Ti0.455Nb0.534Ni0.266O3,1200.0
9186,Ca0.97MgP2O7,1000.0
3320,La0.5MnAg0.5O3,1000.0
8660,Ba5NdZr2TiNb7O30,1200.0
5981,Li4Ti5O11.9F0.1,800.0
3271,TiPbSnO3,1040.0
1572,Ba1.8CaEu0.2P2O8,1300.0
4597,Ti0.588Nb0.02Pb0.99Sn0.392O3,1300.0
10994,BaRu0.75Rh0.25O3,1100.0
2325,La1.4Mo2Bi0.6O9,1000.0
7964,K0.05Ba0.3Sr0.7Nb2O6,1400.0
10163,EuTi3Nb7Pb5O30,1200.0
6894,Nd0.05V1.95Bi4O11,750.0
10543,Mg0.96Tb0.04Fe2O4,1000.0
10968,NaTi3Cu3SbO12,1060.0
7882,La0.1Ti0.96Mn0.04Pb0.9O3,1000.0
1210,Sr1.95Eu0.05SiO4,1200.0
1120,Nd0.4Mo2Bi1.6O9,680.0
9505,LaNb0.92W0.08O4.04,1400.0
1855,Na3Mg0.5Ni1.5SbO6,900.0
1107,Dy0.08Nd599.92Ce0.8O2,1200.0
8551,Zr0.704Nb0.133Ni0.067O3,1200.0
11339,Yb0.04Y1.96O3,1940.0
2370,La0.8MnPb0.2O3,1125.0
8970,Ba0.94Sr0.06Ti0.9Sn0.1O3,1380.0
3007,Ba2La4.8Si6O26,1350.0
1840,Sr2Gd2RuCu2O,1070.0
11206,SrDy0.03TiO3,1350.0
4836,BaSr0.3Nd0.7InO3.85,1400.0
5516,Ba0.75Sr0.25TiO3,1270.0
354,Fe2NiO4,1186.2121212121212
4312,Yb2Ti2.05O7,1150.0
5540,Ca0.5Pr0.5CoO3,1200.0
7229,Ba0.85Sr0.1Ca0.05Zr0.1Ti0.9O3,1430.0
8132,Zr0.682Ti0.909Nb0.4Ni0.2O3,1200.0
8453,Zr0.704Ti0.176Nb0.267Ni0.133O3,1200.0
8602,Zr0.176Ti0.528Nb0.534Ni0.266O3,1200.0
8358,Zr0.176Ti0.88Nb0.267Ni0.133O3,1200.0
9706,Ca0.33Tb0.2La0.47MnO3,1400.0
9762,NbBi4O8.5,900.0
5687,Y2Hf2O7,1700.0
1261,SrPr0.01Al2O4,1500.0
235,Sr0.4Nd0.6MnO3,1400.0
4890,Na0.1Li0.4La0.5TiO3,1300.0
9049,Y0.88VO4,1200.0
9951,Sr2MoFeS0.5O5.5,900.0
11316,Mg0.87Zr0.07Fe1.86Zn0.2O4,1100.0
5229,Sr0.2Mg0.2La0.8Co0.16Ga0.64O3,1450.0
8122,Zr0.8Ti0.4Nb0.267Ni0.133O3,1200.0
6008,Fe1.96Ni0.4Cu0.2Zn0.4O4,900.0
3493,Sr3LaFe1.5Co1.5O10,1500.0
9799,Na0.1Sr0.7La0.2TiO3,1400.0
6940,Pr2Ti2O7,1300.0
9580,Ba0.85Eu0.15TiO3,1400.0
3090,Ti0.2Fe1.6Co1.2O4,1400.0
8452,Zr0.176Ti0.88O3,1200.0
8083,ZrTi0.8Nb0.4Ni0.2O3,1200.0
855,Sr0.97Ti0.6Fe0.4O3,1450.0
3148,MgAlB14,850.0
3800,Sr0.3La1.7Mo2O9,1100.0
8154,ZrTiNb0.667Ni0.333O3,1200.0
6148,Nd1.85Ce0.15Mn0.04Cu0.96O4,1050.0
4076,Zr0.4Nb0.3PbSb0.3O3,1230.0
1110,Dy0.1Nd599.9Ce0.8O2,1200.0
10271,Ba2GdEu0.2Si6O26,700.0
1978,MnNiInO4,1300.0
3739,Ag0.2GeSb0.2Te0.4Se,500.0
4334,BaNb0.667Cd0.333O3,1400.0
4007,LaAl6Si2PO17,1200.0
3223,LiMn1.62Fe0.38O4,750.0
8483,Zr0.227Ti0.227Nb0.133Ni0.067O3,1200.0
7873,La0.1Ti0.878Mn0.098Pb0.9O3,1000.0
10324,BaTi4Bi4O15,1100.0
97,Cu0.01Bi2Te2.7Se0.3,500.0
2263,Sr0.2La0.8Fe0.05Ga0.95O3,1500.0
6812,Na0.48Sr0.12Co2O4,920.0
11583,Mn1.56Co0.96Ni0.48O4,1200.0
5163,Ca0.3Pr0.7Mn0.95Co0.05O3,1300.0
5752,DyFeO3,1300.0
8785,SrLa0.65Ti4FeBi4.35O18,1150.0
694,Cr1.7Fe0.3ZnO4,920.0
8509,Zr0.176Ti0.528Nb0.4Ni0.2O3,1200.0
5931,Ba3Cr2O8,1027.0
3009,Sr2LaSbO6,1500.0
4082,Zr0.04Ti0.16Nb0.4PbSb0.4O3,1230.0
10666,Sr0.99Dy0.02Ti0.99O3,1500.0
3795,Ca0.8Eu0.2Ta2Bi2O9,1200.0
4472,Sr0.8La1.2CoO4,1150.0
9997,HoCr0.2Fe0.8O3,1300.0
8626,Zr0.909Ti0.455Nb0.133Ni0.067O3,1200.0
5808,Nb0.8W0.2Bi5O10.1,900.0
4041,Ba1.5Sr0.5MoCoO6,1200.0
2824,K0.47Na0.47Li0.06Nb0.94Bi0.06O3,1060.0
3648,Dy0.1Y0.9Mn0.8Fe0.2O3,1350.0
1990,MgMn0.25Ga1.75O4,1500.0
8931,Ca0.91Mg0.19Si1.1O3.3,1400.0
3826,Sr1.94Eu0.06P2O7,1050.0
3355,Ca2FeAlSiO7,1300.0
7809,SrEr0.008Ti4Bi3.992O15,1160.0
8138,Zr0.352Nb0.667Ni0.333O3,1200.0
7214,Ti0.85NbW0.15Bi3O9,1150.0
4960,Ca0.85Pr0.15MnO3,1497.0
5636,Ce0.036Y2.964Al7O15,1200.0
8852,Ba0.13Sr0.57Ca0.3TiO3,1400.0
2700,Ba0.8Ce0.9Y0.1O3,1650.0
10266,Ba2GdEuSi6O26,700.0
6374,NaBaLaTeO6,1100.0
10927,Sr0.3Ca0.7Al2Si2O8,1300.0
9979,La0.2FeBi0.8O3,850.0
6154,Ba2GdCr0.3Cu2.7O7,930.0
5790,Li1.3Y0.15Sc0.15Ti1.7P3O12,1250.0
10731,La0.5Ta0.5O2,1400.0
2933,LiVFe0.5Ni0.5O4,550.0
2266,Sr0.95B4Bi0.05O7,850.0
5059,Ba3Tb0.18Ce0.006P4O13,800.0
6883,Ba1.06Nd0.94InO3.97,1400.0
6568,Ba0.99CeO3,1650.0
9344,SrMg0.01Cu0.99O2,995.0
6914,Ba1.8MgEu0.2Si2O7,1270.0
6016,Ba4Fe36Zn2O60,1300.0
8108,Zr0.455Ti0.909O3,1200.0
2277,Ba3Sm0.03Y0.97P3O12,1300.0
8905,Sr0.65Ca0.3La0.05Fe11.96Co0.04O19,1200.0
8450,Zr0.352Ti0.176Nb0.133Ni0.067O3,1200.0
2433,Sr0.5La0.5Fe11.5Co0.5O19,880.0
10494,U0.6GdZr1.8O7,1500.0
4596,Zr0.039Ti0.784Nb0.02Pb0.99Sn0.157O3,1300.0
10890,Ca0.55Ta0.1Nb0.4Fe0.5Pb0.45O3,1150.0
3056,Ba0.75Ca0.25SmFeCoO5,1000.0
6316,Ca0.4Mg0.8La0.6Al10.2O18,1500.0
1904,Sr2Ca0.4Y0.6CoCu2O7,1010.0
1646,Sr0.5Nd1.5NiO4,1160.0
9917,Ca0.76Cr0.01Mn0.99Bi0.24O3,1000.0
1431,CaMgZr2O6,1450.0
5248,Ca3.9P2O9,1400.0
4067,Zr0.12Ti0.08Mn0.8PbO3,1230.0
8779,CaMn0.98Ru0.02O3,1300.0
5151,Ti0.95Cr0.025Sb0.025O2,1000.0
7040,LaCoNiO3,1450.0
2782,Na0.1Sr2.8Ce0.1Al2O5Cl2,1000.0
8437,Zr0.4TiNb0.267Ni0.133O3,1200.0
11290,Zr0.07Ti0.93NiZnO4,1550.0
5543,Gd0.2Pr0.2Ce0.6O2,1600.0
632,Zr0.97W2In0.03O8,1200.0
4377,La0.1Ti0.975Pb0.9O3,1000.0
3584,BaNb0.667Ni0.233Zn0.1O3,1500.0
723,Nb1.5ZnBi1.5O7,975.9090909090909
9376,SrFe0.5Co0.5O3,1240.0
3608,Sr0.5La0.5InO3,1400.0
5677,K0.08Na0.42Ti4Bi4.5O15,1100.0
9329,Lu0.2LaSc4B4O12,1100.0
3075,Mn0.538Fe1.47Zn0.426Sn0.6O4,1380.0
4439,LiCa2.91MgV3O12,850.0
5099,Sr0.4La0.6V0.1Mn0.9O3,1400.0
4777,Ca8.994Eu0.006Ce0.03Y0.97P7O28,1250.0
10272,Ba2GdEu3Si6O26,700.0
1480,Mg0.2Rh0.8CuO2,930.0
6966,Ce0.015Y2.985Cr0.001Ga3Al1.999O12,1600.0
6358,Ba0.3Sr0.6La0.1Nb2O6,1360.0
4014,YBi3O7,800.0
5183,CaMg3La2Ti5O17,1625.0
10239,Na0.1Ca0.9Ti4Cu3O12,1030.0
885,Sr0.6La1.4Co0.5Ni0.5O4,1250.0
6832,Ba0.798Ca0.2Pr0.002TiO3,1400.0
