,formula,target
2558,Ag0.2Cu1.8Ga0.2Ge0.8Se3,550.0
5757,Li0.6Fe2.2Si0.2O4,1000.0
5677,K0.08Na0.42Ti4Bi4.5O15,1100.0
5878,Sr2V0.1MoFe0.9O6,1280.0
3511,Sr2Pr0.8Ce0.2O4,1400.0
8683,Ba0.4Sr1.57MgSi2O7,1250.0
3335,Ba0.95TiCd0.05O3,1150.0
8062,Zr0.704Ti0.704O3,1200.0
10013,CaNb0.5Fe0.5O3,1100.0
9354,Ba0.02Sr0.98TiO3,1420.0
4380,Sm2TiO5,1200.0
4992,Dy0.2FeBi0.85O3,840.0
10093,Pr1.85Ce0.15Ni0.01Cu0.99O4,1000.0
5808,Nb0.8W0.2Bi5O10.1,900.0
10828,Ba0.99Mg1.996P2O8,1100.0
4795,SrNb0.05V0.95O3,1500.0
6046,Fe2Ni0.6Cd0.4O4,1200.0
4388,Sr0.5Pr0.5Fe0.8Co0.2O3,1350.0
5627,Y1.99WO6,1350.0
3730,WBi7O13.5,850.0
1063,BaCeO3,1511.111111111111
4730,Nb1.24Zn0.62O3.336,1260.0
2537,Ag0.6Cu1.4Ga0.2Ge0.8Se3,550.0
4704,Sr2Ca2Cu3Pb0.5Bi1.5O,845.0
836,Ca0.4La1.6CoO4,1200.0
1745,Sr0.95Ce0.05MnO3,1400.0
9135,Ca0.075CuAl0.925O2,1200.0
6982,Sr0.35Ca0.35La0.2TiO3,1500.0
6215,Ce0.82La0.18O2,1600.0
10975,Li0.6La0.4TiO3,1200.0
5291,Ce0.6Y2.2Mn0.2Al4.8Si0.2O12,1600.0
6425,Eu0.12Y2.88Al5O12,1780.0
11151,Sm0.8FeBi0.2O3,1000.0
6911,Ca5SiP2O12,1350.0
10075,Ti0.96Nb0.02Al0.02O2,1400.0
7112,Na3.6Sn1.6Sb0.4O6,1300.0
1540,BaFe16Cu0.4Zn1.6O27,1200.0
3645,La0.1Zr0.5Fe0.4Pb0.5Bi0.5O3,850.0
5682,CaMg0.2Ti4Cu2.8O12,850.0
1579,Sr2.1CaY0.9Co4O10.5,1100.0
5325,CeY2Al5O12,1600.0
430,La0.6Mn2Bi0.6O3,1020.0
4580,Zr0.235Ti0.392Nb0.02Pb0.99Sn0.353O3,1300.0
7677,Cs1.33Ba1.04Ti4.59Ga3.41O16,1250.0
11051,Sr0.6Ca0.4LaRhO4,1300.0
7009,Nd1.02Ta0.04Nb0.948O4,1275.0
10663,Sr0.97Dy0.02TiO3,1500.0
5930,HoMn0.3Fe0.7O3,1200.0
9330,LuSc4B4O12,1100.0
8030,DyMn0.7Fe0.3O3,1300.0
7513,Sr0.925La0.075TiO3,1400.0
7831,Na0.5Nd0.5Ti0.995Sn0.005O3,1350.0
5709,Ba2Mg0.9Mn0.1Si2O7,1270.0
2325,La1.4Mo2Bi0.6O9,1000.0
8727,TbMn0.9Fe0.1O3,1350.0
6042,Fe2Ni0.5Cd0.5O4,1200.0
4234,Ba0.4La0.6InO3,1500.0
7468,CaLa0.1Ti4Cu2.85O12,1100.0
2454,Yb1.333Y0.667SiO5,1550.0
156,Pr0.8MnAg0.2O3,1110.0
9186,Ca0.97MgP2O7,1000.0
4221,Li5.5La3Zr0.5Ta1.5O12,1000.0
8248,Zr0.528Ti0.528Nb0.4Ni0.2O3,1200.0
7622,Mg0.5PrSn0.5O3,1500.0
10176,Pr0.6Ti3BiO12,1100.0
11091,CaGd2CuO5,950.0
3005,Ba2La4Si6O26,1350.0
5346,Ba0.96HfSi3O9,1400.0
6092,K0.1La0.78MnCd0.12O3,1100.0
1226,SrNb0.1Co0.9O3,1170.0
7757,SrCuSi4O10,1100.0
4168,Ce0.3La0.55Y0.15MnO3,1350.0
9117,Na0.05Sr0.95LaFeO4,1050.0
759,Mo0.03MnFe1.97O4,1200.0
6454,Ca4Mo0.06Mn2.94O10,1250.0
2576,Ca2Nb0.03O0.105,1400.0
10886,Ba0.838Ca0.162Zr0.092Ti0.904Mn0.004O3,1480.0
4818,Ba0.8Sr0.2AlSi5N7O2,1300.0
3943,SrTaNbBi2O9,1166.6666666666667
8165,Zr0.8Ti0.2O3,1200.0
6231,Ba0.7Ca0.3TiO3,1366.6666666666667
8445,Zr0.455Ti0.455Nb0.534Ni0.266O3,1200.0
3559,Ca3Ir0.3Co3.7O9,900.0
1811,BaMg2.5Ti2.5Fe7O19,1250.0
7238,CaLa4Ti5O17,1550.0
8368,Zr0.6TiO3,1200.0
11330,Mg0.83Zr0.03Fe1.94Zn0.2O4,1100.0
11304,LuLaZr2O7,1830.0
3008,Ba2Si6O26,1350.0
5277,Ce0.2Y2.625Mn0.175Al4.825Si0.175O12,1600.0
9755,Mg0.3La0.7CrO3,1600.0
10281,Gd4.975Ce0.025Si3NO12,1600.0
6205,Ba0.99La0.01SnO3,1300.0
4734,Ba0.496Ti0.124Nb1.24Zn0.62O4.08,1260.0
586,La0.8Mn1.2Bi0.8O3,1020.0
6887,CaYb0.2Zr0.8O3,1600.0
10194,Mg0.95TiZn0.05O3,1350.0
7688,Ba0.8SrTiO3,1250.0
8309,Zr0.682Ti0.682Nb0.4Ni0.2O3,1200.0
5617,Sr0.997Pr0.002TiO3,1300.0
4669,Ca0.5La0.3MnBi0.2O3,1100.0
3719,LiCa10P7O28,1050.0
2059,Ca0.3Pr0.595Y0.105CoO3,1200.0
1752,Mn3Sn0.5Ge0.5C,800.0
2098,Sr1.998P2O7,1100.0
5557,Sr0.97TiMn0.03O3,1350.0
10546,Sr0.8La0.2Fe0.8Ni0.2O3,1400.0
6052,Fe2Cu0.3Zn0.7O4,833.3333333333334
2364,Sr3Ru1.4Fe0.6O7,1350.0
5879,Sr0.3Gd0.7CoO3,1200.0
9790,La10In0.2Si5.8O27,1650.0
194,Cu0.06Zn0.94O,500.0
7023,BaSrCaUO6,1195.0
11184,Li0.25Mg0.4Fe2.25Zn0.6O4,1000.0
343,Y0.1Nb2Zn0.9O6,1000.0
11003,Ba0.05La1.95Mo2O9,950.0
2734,Sr4.95Eu0.05P3O12Cl,966.6666666666666
4635,Ba3SrMn3O10,1300.0
10097,BaSrGdCu2.93Zn0.07O7,950.0
8169,Zr0.528Ti0.352Nb0.4Ni0.2O3,1200.0
8272,Ti0.909Nb0.133Ni0.067O3,1200.0
3543,Ba2YB2O6Cl,850.0
8258,Zr0.88Ti0.176O3,1200.0
2955,Cr10Fe30Ni60,1120.0
4156,Tb0.02Fe2Ni0.98O4,1000.0
7143,Ca3Rh0.1Co3.9O9,900.0
7762,Eu0.1Nd0.9TiNbO6,1370.0
5731,SrTa0.1Fe0.2Co0.7O3,1450.0
1111,Nd0.2Ce0.8O1.9,935.0
7615,Ba0.99Ho0.01Ti0.998O3,1400.0
2786,In3.9Ga0.1Sn3O12,1400.0
9310,Lu0.6LaSc4B4O12,1100.0
9530,Li1.8Zr1.2Al0.8P3O12,900.0
865,Sr0.975La0.025PbO3,925.0
4055,Zr0.8Nb0.1PbSb0.1O3,1230.0
10672,Zr0.437Ti0.513Nb0.033Mn0.017PbO3,1200.0
9544,Li7La3Sc0.025Zr2O12,1075.0
3333,Sr0.1La0.9Mn0.9Ga0.1O3,1500.0
6202,KLaW0.667Fe1.333O6,800.0
9521,Nd3Ga5SiO14,1420.0
613,Sr0.25La0.7MnAg0.05O3,1200.0
6676,Sm0.6Co2O4,920.0
9189,Ca0.96MgP2O7,1000.0
8056,Zr0.909Ti0.682Nb0.133Ni0.067O3,1200.0
6220,Ca0.98Dy0.02SnSiO5,1380.0
7873,La0.1Ti0.878Mn0.098Pb0.9O3,1000.0
1813,LiAlO2,1200.0
10128,Mg0.2Fe2Ni0.5Zn0.3O4,1350.0
947,Sr0.7La0.2TiO3,1450.0
4561,NaCa2V3Zn2O12,920.0
5093,LaMn0.7Al0.3O3,1350.0
2443,Sr0.3La0.4MnO3,1300.0
1260,SrPr0.03Al2O4,1500.0
6089,K0.15La0.78MnCd0.07O3,1100.0
582,La0.8Mn1.4BiO3,1020.0
4348,Sr2MoFeBi0.08O6,1280.0
7216,TiNbBi3O9,1075.0
7119,Y1.79SiO5,1400.0
4408,Ba3Tb0.1La0.9P3O12,1250.0
2876,Ca2Eu0.1VBi0.9O6,950.0
3083,Ca0.33La0.556MnBi0.114O3,1300.0
11048,Sr0.9Ca0.1LaRhO4,1300.0
891,Mn27Zn72.5AlO128,1350.0
11482,Ba0.17La0.83Cr0.5Fe0.5O3,1350.0
96,Cu0.02Bi2Te2.7Se0.3,500.0
11271,Ba2LaV3O11,840.0
541,La0.2Mn1.6Bi0.2O3,1020.0
2889,LiAl0.8Ge1.2P3O12,900.0
2207,Ca12Al14O32Cl2,1150.0
10293,SrCe0.019Ta2Bi1.975O9,1200.0
1424,SrFe0.9Co0.1O,1150.0
875,Nb0.2Fe1.8O3,900.0
10084,Ba4Pr2Cu7O15,975.0
11264,Nb1.5Zn1.6Bi1.5O7,1100.0
4299,Gd0.1Mn0.5Fe1.9Ni0.1Zn0.4O4,1200.0
7559,ZrTi1.2Nb0.534Zn0.266O6,1260.0
1031,Sr2PrMn2O7,1550.0
7898,Ba0.01Ca0.99Ti4Cu3O12,1050.0
10996,Ce0.97Ta0.03O2,1650.0
9984,Li0.15La0.85MnO3,1100.0
2384,BaCe0.9Y0.1O2.95,1600.0
9577,Ba0.55Eu0.45TiO3,1400.0
4775,LiYbZnO3,1050.0
1841,VFeO4,590.0
9738,Ba9.7P6O24F2,1000.0
7067,Li0.5LaFe0.2O2.09,850.0
4870,BaInO3,1475.0
5181,La0.7Ti3Bi3.3O12,1000.0
10629,Sr4.998Eu0.002P3O12F,1100.0
10064,Sr0.33La0.67Mn,1250.0
6995,Sr0.8La0.2Nb0.1V0.9O3,1500.0
7690,Ba0.95SrTiO3,1250.0
8690,BaTi0.8Nb0.1Al0.1O3,1400.0
3077,Sr2HoMoCu2O8,950.0
10880,La0.02Zr0.634Ti0.341Pb0.9Sb0.08O3,1100.0
4668,Ca2ErNbO6,1450.0
3015,Fe0.1In1.7Sn0.2O3,1200.0
9641,K0.1La0.9MnO3,1200.0
1024,Mg1.93Ag0.07Sn0.6Si0.4,600.0
8621,Ti0.6Nb0.133Ni0.067O3,1200.0
2226,Sr1.9Eu0.1MoFeO6,1280.0
2738,Sr4.99Eu0.01P3O12Cl,1050.0
260,Ba0.95Ca0.05Zr0.06Ti0.94O3,1260.0
9178,Ca0.488Nd0.208Ti0.56Al0.319O2.4,1580.0
639,TbSc0.1Mn0.9O3,1200.0
11335,SrYb0.1Zr0.9O2.95,1480.0
7941,Y2.2Fe5Bi0.8O12,1149.0
6632,Ba0.625Sr0.375Al2Si2O8,1140.0
7245,K0.5Na0.5BaTiNbO6,1200.0
6025,LaMn0.95Ga0.05O3,1250.0
9997,HoCr0.2Fe0.8O3,1300.0
4409,Ge3Bi4O12,750.0
301,Sr0.898Mg0.59Al10.41O17.102,1600.0
722,SrTi0.05Fe0.19Co0.76O3,1230.0
11107,Sr0.1Mg0.1La0.9Ga0.9O2.9,1450.0
876,La2Mo3O12,800.0
10596,La9.5Mn0.5Ge5.5O26,1400.0
182,Ba0.95Ca0.05Ti0.92Sn0.08O3,600.0
6744,Na0.36Y0.24Co2O4,920.0
6840,Ba0.6Ca0.4TiO3,1400.0
2326,Li5La3Nb2O12,1025.0
3805,BaYb0.4Gd0.6Co4O7,1100.0
4115,Zr0.08Ti0.12Mn0.8PbO3,1230.0
2643,Ce0.5La0.3Y2O3,1550.0
9606,La0.1Zr0.634Ti0.341Pb0.9O3,1133.3333333333333
8269,Zr1.136Ti0.909Nb0.133Ni0.067O3,1200.0
7212,Ti0.9NbW0.1Bi3O9,1150.0
4332,Li0.05Ni0.89Al0.06O,1280.0
6218,Ca0.975Dy0.025SnSiO5,1380.0
1243,Na0.8Ni0.6Sb0.4O2,1250.0
5457,Ba0.68Sr0.32TiO3,1320.0
8317,Zr0.88Ti0.352Nb0.4Ni0.2O3,1200.0
1139,K0.48Na0.48Li0.04NbO3,1000.0
8920,Na0.05Ti4Cu3Bi0.65O12,1000.0
315,V0.03Zn0.97O,630.0
2306,Sr1.95Nd8.033Si6O26,1650.0
899,Y2Al2O6,1650.0
9924,Mn0.6Zn0.4O,600.0
10514,Sr0.996Eu0.004Nb2Bi2O9,1120.0
5218,Ti4TaBi6.95O21,1100.0
2944,Eu0.005Zn1.995SiO4,1200.0
3848,LiEu0.3La8.7Si6O26,1350.0
10426,Ca0.2Gd0.8Mn0.8Co0.2O3,1300.0
2650,Sr0.012Ce0.5La0.1Y2O3,1550.0
4707,Y3Cr0.025Al4.975O12,1650.0
8352,Ti0.4Nb0.133Ni0.067O3,1200.0
9627,Mg0.7TiZn0.3O3,1350.0
926,CaAl8Si4N4O17,1450.0
9513,Ca0.55MnBi0.45O3,950.0
4975,Sr0.97Sm0.02TiO3,1475.0
6733,Na0.12Y0.48Co2O4,920.0
952,Sr0.37La0.63MnO3,1000.0
5448,BaHf0.2Ti0.8O3,1311.25
8538,Zr0.909Ti0.909O3,1200.0
907,Mg4Ga8Ge2O20,1400.0
8381,Zr0.528Ti0.352Nb0.667Ni0.333O3,1200.0
6707,Na0.6Nd0.4Co2O4,920.0
2311,Na0.7Ti0.3Ga4.7O8,1100.0
8262,Zr0.6TiNb0.667Ni0.333O3,1200.0
9112,Ce0.015Y2.97GaAl4Bi0.015O12,1600.0
3124,BaPb0.77Bi0.23O3,800.0
10113,Ba2Y0.98Co0.02Cu3O7,950.0
8069,Zr0.176Ti0.704O3,1200.0
916,Ca1.999Bi0.001P2O7,1100.0
3090,Ti0.2Fe1.6Co1.2O4,1400.0
5258,Yb0.06Er0.04La1.9W0.75Mo1.25O9,970.0
3913,SrLaGaO4,1300.0
873,Fe1.99Sn0.01O3,900.0
10385,Mg3Tb0.28Eu0.04In3.68P6O24,1200.0
11386,K0.475Na0.475Li0.05NbO3,1100.0
2101,Ba5LaSi6,900.0
7389,Ba2SmFe0.2Cu3Zn0.1O7.4,930.0
4631,Mn0.04Fe1.96Ni0.21Cu0.25Zn0.5O3.94,900.0
7034,ZrNb1.88ZnSb0.12O8,1250.0
6758,K0.24Na0.36Co2O4,920.0
1413,Ho0.15FeBi0.85O3,860.0
11295,Zr0.03Ti0.97NiZnO4,1550.0
2892,Li1.8AlGeP3O12,900.0
5931,Ba3Cr2O8,1027.0
7960,CaEu0.05Ti7Bi7.95O27,1150.0
6794,Na0.12Yb0.48Co2O4,920.0
8972,Li1.18Ti0.18Nb0.82O3,1100.0
2346,Ca0.75La0.25MnO3,1237.5
7293,Ca0.74Ru0.26O,900.0
3500,Ca4Nb0.05Mn2.95O10,1220.0
3165,Dy0.3Y1.7Si2O7,1550.0
5367,Ca2Gd1.6Si6O26,1350.0
7106,Na3.2Sn1.2Sb0.8O6,1300.0
7725,Zr0.294Ti0.406Nb0.2Ni0.1PbO3,1200.0
1524,Ba0.4Ca0.1La0.5MnO3,1300.0
3117,Ba2YCu3O6.71,900.0
8476,Zr0.6Ti0.4Nb0.667Ni0.333O3,1200.0
5705,Ba2Mg0.93Mn0.07Si2O7,1270.0
9866,Sr0.25Ho0.05La0.7CoO3,1300.0
1894,Mg0.6Au0.4B2,800.0
2995,Ca0.2Y0.8Cr0.8Co0.2O3,1175.0
3630,Sr2CrReO6,1150.0
4237,Sr0.6Pr0.4Fe0.8Co0.2O3,1450.0
144,Li0.6Fe2Co0.4O4,900.0
3432,La0.75Ti2.5Fe0.25Co0.25Bi3.25O12,1050.0
6858,Sr3.95Ca6Eu0.05Si6O21Cl2,1100.0
8125,ZrTi0.8O3,1200.0
7115,Y1.2SiBi0.8O5,1400.0
11463,Ba4SrNb4O15,1450.0
6436,Sr0.12Nd0.5La1.38CuO4,1000.0
7970,LiVCuO4,550.0
6162,PrMn0.5Fe0.5O3,1250.0
7575,Li2Mg0.38Co0.02Zn0.6SiO4,900.0
9800,BaY0.5Co3ZnIn0.5O7,1200.0
11626,Sm0.55Ce0.45O2,1690.0
4687,Ca0.5Pr0.5NiO3,1500.0
7521,Sr0.98Ti0.92Fe0.1O3,1450.0
2799,Fe4Bi2O8.6Cl0.4,815.0
10627,Sr4.96Eu0.04P3O12F,1100.0
11029,Sr13La23MnO3,800.0
10506,BaTi0.9Nb0.05Co0.05O3,1350.0
2133,Sr0.4La0.6Ti0.5Mn0.5O3,1500.0
2583,Sr2Nb2O7,1250.0
10052,BaFe36Co2Bi0.4O60,1160.0
5992,Sr2GdRuCu2O8,940.0
4000,Er0.6Sm0.4FeO3,1413.5
9358,Sr0.9MnSi0.1O3,1400.0
4207,Sr1.5Ca0.3La1.2Cr0.01Mn1.99O7,1250.0
6599,Sr0.5Ca0.5VO,1127.0
9867,Sr0.25Nd0.05La0.7CoO3,1300.0
3967,GdTaO4,1500.0
3076,Sr2TiMnO6,1350.0
1317,Ir1.95Co0.05CuS4,900.0
1926,SrY0.1Zr0.9O2.95,1715.0
4678,Ca0.5Sm0.5NiO3,1500.0
5593,Ca1.97Eu0.03BO3Cl,800.0
8999,Ba4La2Ti3Nb2O18,1450.0
17,Ce2CuO4,1100.0
1970,Mn2.8In0.2O4,1300.0
8236,Ti0.352Nb0.667Ni0.333O3,1200.0
1974,Mn2.4Ni0.4In0.2O4,1300.0
5606,Gd2Sm2O6,1100.0
2482,Ba2Ca0.4Mg1.2Y0.6Cu2.8O7,940.0
7847,Ba0.9Dy0.067TiO3,1300.0
7329,Na0.5Er0.5TiO3,1090.0
2573,Sr0.4Ca1.6Nb0.03O0.105,1400.0
2338,Ca3Al3B4O15,1100.0
6637,Sm0.1Si3Bi3.9O12,900.0
3925,K0.004Ba1.992MgCe0.004Si2O7,1200.0
1973,Mn1.4Ni0.6InO4,1300.0
6718,Na0.32Nd0.08Co2O4,920.0
5186,Ca3.5Mg0.5La2Ti5O17,1625.0
6488,Gd0.04Zr0.525Ti0.465Pb0.96O3,1200.0
8311,ZrTiO3,1200.0
7918,CaLaGa3S6O,950.0
7583,NaTi3.1Nb0.9Cu3O12,1000.0
9289,MnGeO3,1200.0
10702,Gd0.02Zr0.6Fe0.38Pb0.6Bi0.4O3,800.0
6874,Li7La3Nb2O13,1175.0
3459,Li0.02SrCa3.6Ce0.02Al2O6,1300.0
3029,Ca0.2La0.7MnAg0.1O3,1000.0
2111,K0.9Ti0.1Fe0.9O2,1177.0
9600,Sr0.266La0.734Cr0.2Mn0.8O3,1350.0
2874,LiBaPO4,799.5
8161,Zr0.4Ti0.8Nb0.267Ni0.133O3,1200.0
4575,Zr0.588Nb0.02Pb0.99Sn0.392O3,1300.0
5563,Ca2Mn0.6Fe0.6Al0.8O5,1250.0
7950,BaSc0.3Fe11.7O19,1180.0
11593,Mg0.067Zr0.38Ti0.42Nb0.133PbO3,1000.0
1369,Sr1.95CaCu2Bi2O8,865.0
11267,Ba3.3Nd9.8Ti18O54,1350.0
2484,Ba2Ca0.4Mg0.6Y0.6Cu3.4O7,940.0
8657,NdTi0.5Co0.5O3,1350.0
1017,Ti0.1Fe1.8Cu1.1O4,1000.0
7958,CaEu0.15Ti7Bi7.85O27,1150.0
7366,Ca0.95Y0.05Ti4Mn0.5Cu2.5O12,1075.0
2883,Ba0.8Er0.133Zr0.2Ti0.8O3,1375.0
849,Lu2.991Ce0.009Al5O12,1880.0
1667,LiMnO2.985F0.015,500.0
9869,Sr0.25Gd0.05La0.7CoO3,1300.0
3952,Ba2Ca0.85Tb0.15Zn2Si6O17,900.0
4908,Li5.5Ba0.5La2.5Nb2O12,950.0
10144,Ba0.8Pr0.2Zr0.52Ti0.48O3,1400.0
7711,SrTi0.97Nb0.03O3,1400.0
8851,Sr0.7Ca0.3TiO3,1400.0
4809,KMg4P3O12,1000.0
10891,Ca0.55Ta0.2Nb0.3Fe0.5Pb0.45O3,1150.0
10493,GdZr2O7,1500.0
9180,Ca0.488Nd0.208Ti0.48Al0.426O2.4,1580.0
7095,BaCaCo,1200.0
4768,SrSm0.1Ce0.9O3,1500.0
5851,Li1.2Sr0.2La0.8O2,800.0
8732,Ti0.945Mn0.01O3,1200.0
1871,La0.05Mn0.05Fe0.95Bi0.95O3,650.0
10489,La0.06Nb2Pb0.94O6,1230.0
8031,DyMn0.9Fe0.1O3,1300.0
1915,Sr0.12La0.88CoO3,1150.0
10968,NaTi3Cu3SbO12,1060.0
6675,Na0.32Sm0.08Co2O4,920.0
6182,Ca0.84Dy0.08MnBi0.08O3,1300.0
3889,Fe0.97CuGa0.03O2,950.0
4613,BaPb0.75Sb0.25O3,900.0
9,Sr1.2La0.8CuO4,1100.0
3204,Na0.3Sr0.8Ca0.7La1.2Cu2O6,850.0
7146,Ca3Rh0.4Co3.6O9,900.0
8964,Ba0.95Ce0.9Y0.1O3,1550.0
986,Ir2CuSe4,850.0
10501,Ba0.7Ca0.3Ti0.99Cu0.01O3,1350.0
5343,Ce0.8La0.2NbO4,1500.0
11092,CaTm2CuO5,950.0
8567,Zr0.176Ti0.704Nb0.267Ni0.133O3,1200.0
13,Nd0.8Ce1.2CuO4,1100.0
10724,Ba0.8Ti0.8Bi0.2O3,1050.0
8921,Ti4Cu3Bi0.667O12,1000.0
4172,Ca0.9Ce0.1MnO3,1375.0
3221,LiMn1.9Fe0.1O4,750.0
2139,TiCu0.11Se2,650.0
4902,Ba1.015Mg0.33Ta0.67O3,1600.0
8978,Sr0.05La0.95Cr0.1Co0.9O3,1600.0
634,Zr0.99W2In0.01O8,1200.0
4404,Ba3Tb0.03Ce0.08La0.89P3O12,1250.0
8877,Sr0.2Nd0.8CoO3,1200.0
9220,BaGd1.2Eu0.2Y0.6O4,900.0
1245,Sr0.1La0.9Ni0.1Ga0.9O3,1500.0
4951,Ba2Fe12CoCuO22,1050.0
1433,LaRh0.2Co0.65Ga0.15O3,1200.0
5284,Ce0.8Y2.15Mn0.05Al4.95Si0.05O12,1600.0
6390,Sm0.05Fe1.95Ni0.5Zn0.5O4,1250.0
6012,Co0.08Zn0.92O,700.0
3048,Li12V2Fe9P12O48,650.0
6064,Mg0.4Fe2Ni0.6O4,1000.0
3195,Na0.6Ca0.4La2Cu2O6,850.0
6651,SrLaGaO3,1500.0
6337,CaMg0.8Al10.2O18,1500.0
11283,Sm0.02TiW0.02Fe0.02Pb0.98O3,1250.0
6648,Sm0.3Ce0.7O1.85,1640.0
3414,Ba2.5Ca0.4Si6N2O12,1350.0
1758,Sr0.2Pr0.5La0.3MnO3,1350.0
2733,Sr5P3O12Cl,1037.5
8494,Zr0.704Ti0.176Nb0.667Ni0.333O3,1200.0
1913,TiFe2O5,825.0
2221,YCrO3,1516.6666666666667
295,LaCrO3,1584.7857142857142
9227,Na0.94AlSiO4,1200.0
8775,CaMn0.82Ru0.18O3,1300.0
10355,BaCe0.3Ti0.7O3,1545.0
2137,Fe2Co0.05Ni0.85Zn0.1O4,1200.0
5793,Mg0.1Gd0.1La0.9Ga0.8Al0.1O2.95,1000.0
1253,La2NiO4,1327.7777777777778
10318,Sr0.94Gd0.04Ti4Bi4O15,1050.0
8615,ZrTiNb0.267Ni0.133O3,1200.0
5783,Ca0.2La1.8Mo2O9,950.0
459,La0.8Mn2BiO3,1020.0
3128,SrFe11.8Co0.2O19,1290.0
10806,Ba0.986Mg1.992P2O8,1100.0
5034,Ba1.5Sr1.5Fe24Co2O41,1045.0
3321,La0.55MnAg0.45O3,1000.0
1041,LiCo0.5Ni0.5O2,950.0
4747,Ba0.248Nb1.24Zn0.62O3.584,1260.0
4971,Sr2MoNiO6,1400.0
497,La0.4Mn1.2O3,1020.0
4003,Na3CoO2,860.0
4862,SrLa9Ge6O26.5,1300.0
4577,Zr0.196Ti0.784Nb0.02Pb0.99O3,1300.0
6946,Y3Al4.8O12,1400.0
9296,Na0.55CoO2,850.0
1774,Li0.33La0.51TiO3F0.15,1350.0
4231,Sr0.6Pr0.42Nb0.1Fe0.7Co0.2O3,1450.0
5753,Dy0.3Sm0.7FeO3,1300.0
2238,Mg2Si0.99Sb0.01,800.0
1466,Rb2Mo3Ni2O12,480.0
1162,Mg2Ti0.12Ni0.88,450.0
6990,BaCe0.9Zr0.05Nb0.05O3,1600.0
6172,Mg0.45Fe1.94Cu0.1Zn0.45O3.91,1100.0
10010,Ca0.5La0.5Mn0.98Bi0.02O3,1200.0
1518,Y2Cu2O5,1075.0
8868,Ba5NdNb8.5Cu1.5O30,1380.0
9890,Mn0.2Fe0.6Ni0.3Cu0.07Zn0.63O4,1125.0
276,Mg0.8GdFe0.2O3,1300.0
9204,Sr0.09Ca0.81Pr0.001TiZn0.099O3,1250.0
7058,La0.64Ti0.92Nb0.08O2.99,1350.0
8234,ZrTi0.6O3,1200.0
8819,K0.5Ba2.5CaNb2O9,1100.0
3253,Sr1.4La0.6CuBi2O6,850.0
9813,Li3V1.9Co0.1P3O12,850.0
7199,Ba8Ta6ZnO24,1400.0
7027,ZrNb2ZnO8,1250.0
450,Mn1.6Bi0.6O3,1020.0
6906,Li5.5Gd0.25La3Nb1.75O12,1000.0
10315,BaSmMn2O5,1400.0
8206,Zr0.6Ti0.2Nb0.4Ni0.2O3,1200.0
11226,SrFe1.35Co0.15O,1200.0
10927,Sr0.3Ca0.7Al2Si2O8,1300.0
1625,Co4Ga0.2Sb11.933,625.0
5715,CaDy0.03Gd0.97AlO4,1250.0
587,Mn1.4BiO3,1020.0
165,Sr0.5Ca0.5TiO3,1325.0
376,Sr0.9Sm0.1B4O7,900.0
3610,Sr0.23La0.77InO3,1400.0
6083,Fe2Co0.1Cu0.9O4,1100.0
5764,Gd0.6Y0.4VO4,1150.0
2246,Sr2.95Eu0.05Sn2O7,1450.0
5641,Pr0.004Y0.996AlO3,1300.0
6239,K0.054Na0.246La0.4TiBi0.3O3,1175.0
6143,Nd1.85Ce0.15Mn0.02Cu0.98O4,1050.0
293,CrCuO2,1123.3333333333333
7650,Li0.05Sc0.02Ni0.93O,1300.0
3656,Ba2Ca2Cu3Sn0.5O10,880.0
2926,Cu2PbO2,700.0
6930,Tb0.6Y3.4AlSiNO8,1650.0
1393,Sr2Ca2Cu3Pb0.35Bi1.65O,835.0
1562,Sr2.4La0.6Fe2O7,1500.0
5853,LiMg0.1LaO2,800.0
2916,Li1.6Al0.2Ge1.8P3O12,900.0
234,Sr0.2Nd0.8MnO3,1150.0
1095,LaPbBiS3O,747.0
1722,BaCe0.7Y0.2Zr0.1O3,1516.6666666666667
11332,Ca0.52Nd0.32TiO3,1350.0
10658,SrMn0.5Co0.5O3,900.0
9428,Pr2Fe0.1Ni0.7Cu0.2O4,1300.0
3834,Ba1.96Eu0.04P2O7,1050.0
6969,Ba4Nd2Zr4Nb6O30,1475.0
1733,Pr2TiZnO6,1300.0
1868,Mg0.75Cu2Zn0.25SnS4,750.0
10348,Na0.5Eu0.2TiBi0.5O3,1120.0
11479,Zn1.8GeO4,1350.0
9529,Li1.6Zr1.4Al0.6P3O12,900.0
915,Ca2P2O7,1075.0
8429,TiNb0.267Ni0.133O3,1200.0
689,Ba0.2La0.8MnO3,1300.0
8908,Ca2Zr0.1Ti3.9Cu2O12,1100.0
6105,Fe0.5Zn0.5O,1000.0
2224,Sr1.85Eu0.15MoFeO6,1280.0
10760,Ca0.94Dy0.04Ti4Cu3O12,1100.0
1523,Ba0.3Ca0.2La0.5MnO3,1300.0
4524,Sr0.4Ir4Sb12,630.0
6865,Sr0.92Y0.08TiFe0.1O3.9,1400.0
806,FeTe0.9S0.1,800.0
6055,BaTi0.4Fe11.2Co0.4O19,1310.0
3086,Dy0.1FeBi0.9O3,806.6666666666666
4500,Sr0.25La0.75CoO3,1200.0
3337,SrCa2Co4O9,1100.0
5564,Ca2Mn0.5Fe0.5AlO5,1250.0
8893,Ca0.64La0.36Ti0.64Ga0.36Al0.252O3,1550.0
1151,Ti3Mn8Bi6O27,850.0
