,formula,target
7076,Sr2WCuO6,1000.0
1500,MgAg0.2Cu0.8O2,930.0
3620,Fe2.9Zn0.1O4,950.0
5633,SrMgLaTaO6,1425.0
1547,Ba0.97Dy0.06Ti0.97O3,1400.0
5287,Y2.7Mn0.3Al4.7Si0.3O12,1600.0
424,La0.2Mn1.4Bi0.8O3,1020.0
4558,Y2.4Fe5.6O12,1350.0
7631,BaEu0.2Ce0.8O3,1600.0
11088,Sr0.4Sm0.6Mn0.2Co0.8O3,1200.0
6965,Er0.06Y2.94Ga3Al2O12,1600.0
10694,Ba0.96Ca0.04Dy0.16Ti0.9Sn0.1O3.24,1480.0
5869,Zn7In2O10,1300.0
9305,Lu0.8La0.8Sc4B4O12,1100.0
7983,BaTa0.4Nb0.267Zn0.333O3,1500.0
7464,SrSm0.006Ti4Bi3.994O15,1160.0
7788,Ti0.7NiZnSn0.3O4,1550.0
5662,SrEu0.02Al4O7,1500.0
2315,Ce2La2O7,1600.0
8689,BaTi0.95Nb0.025Al0.025O3,1400.0
5996,Sr2Mn1.6Fe12Cu0.4O22,1150.0
4208,Sr1.5Ca0.3La1.2Mn2O7,1250.0
7421,Sr0.85La0.1Y0.05TiO3,1460.0
2453,Yb1.667Y0.333SiO5,1550.0
150,LiMn0.2Co0.2Ni0.6O2,850.0
9177,Ca0.488Nd0.208Ti0.64Al0.213O2.4,1580.0
4195,Ca0.5Nd0.5Mn0.95Ru0.05O3,1200.0
8209,Zr0.352Ti0.176Nb0.4Ni0.2O3,1200.0
7579,Nb1.4Zn0.8Bi1.8O7,950.0
10211,NaLa4Si3O12F,950.0
11123,Sr0.4La0.4MnO3,1150.0
2999,Li2ZrP2O8,900.0
5306,CeY1.75Mn0.25Al4.75Si0.25O12,1600.0
6054,Fe2Cu0.2Zn0.8O4,833.3333333333334
1210,Sr1.95Eu0.05SiO4,1200.0
7713,Sr1.01Ti0.98Nb0.02O3,1400.0
4144,Sr6Ca4P6O24F2,1050.0
9102,Sr1.8MgSi2O6.8,1200.0
753,BaMn0.15Cu0.15Zn1.7As2,800.0
6408,Li0.25Sr0.03La0.25Mo0.5Pb0.97O3,650.0
2564,Sr2NdCu2O6,1070.0
10914,Na3Ca0.1Zr1.9Si2PO11.9,1250.0
4801,Na2Mn0.5Fe0.5P2O7,600.0
3916,Sr3Sm0.06Sc0.94P3O12,1325.0
8130,Zr0.528Ti0.176Nb0.667Ni0.333O3,1200.0
6193,MgAl2SiO6,1550.0
8431,Zr0.909Ti0.227Nb0.4Ni0.2O3,1200.0
3523,Zn0.96Ga0.04O,1400.0
1774,Li0.33La0.51TiO3F0.15,1350.0
7187,BaY0.2Zr0.7Sn0.1O3,1650.0
8333,Zr0.682Nb0.4Ni0.2O3,1200.0
11345,Y0.5Bi1.5O3,1100.0
11316,Mg0.87Zr0.07Fe1.86Zn0.2O4,1100.0
3001,Ba2La3.2Si6O26,1350.0
5243,Cr0.5Zn3Al1.5Ge3O12,1350.0
9767,Ca0.25Nd0.75Cr0.94O3,1600.0
10329,Ba0.99Mg0.01Zr0.1Ti0.9O3,1450.0
6167,LiBa2Ta5O15,1250.0
4718,Ba0.124Ti0.496Nb1.24Zn0.62O4.452,1260.0
593,La0.6MnBi0.8O3,1020.0
6835,Ba0.1Ca0.898Pr0.002TiO3,1400.0
10234,Ba0.8TiBi0.2O3,1150.0
7640,Sr0.965Sm0.035TiO3,1450.0
8278,Zr0.227Ti1.136O3,1200.0
5567,BaNd0.03La1.97ZnO5,1200.0
4644,Sr0.2Ca0.3Tb0.1La0.7MnO3,1200.0
3689,Ti0.543Sn0.444O3,1040.0
2030,Sr5.85Eu0.15BP5O20,1020.0
1719,Li1.2Mn0.6Ni0.2O2,900.0
2073,Na0.25Ca10.375P7O28,1000.0
5509,SrPr0.008Nb2Bi1.992O9,1200.0
10576,K0.25Na0.25TiBi0.5O3,1100.0
6007,Sr0.5La0.5MnO2.88,1400.0
2363,Co0.15Zn0.85O,1150.0
5819,Zr0.97Zn0.03P2O7,1200.0
9805,BaY2NiO5,1500.0
181,Ba0.95Ca0.05Zr0.07Ti0.92Sn0.01O3,600.0
6982,Sr0.35Ca0.35La0.2TiO3,1500.0
11205,SrDy0.01TiO3,1350.0
334,Li28Ti38Al18P78O312,950.0
11037,SrLaRh0.6Ga0.4O4,1300.0
2739,Ca6La4Si2P4O26,1512.5
4611,BaPbO3,883.3333333333334
10121,Sr2NbCrO6,1200.0
8133,Zr0.455Ti0.682O3,1200.0
8235,Zr0.455Ti0.227Nb0.267Ni0.133O3,1200.0
3508,La5.2WO12,1500.0
8220,ZrTi0.2Nb0.267Ni0.133O3,1200.0
2959,Sr0.5Sm0.5Co0.8Cu0.2O3,1365.0
4133,Ca0.92Eu0.08W0.4Mo0.6O4,1100.0
7104,LiTiMnO4,950.0
7719,Ca1.95La0.05Ti4Cu2O12,1100.0
5687,Y2Hf2O7,1700.0
1086,Cs2Ba3P4O14,740.0
7572,Sr0.95Dy0.033Ta2Bi2O9,1100.0
2787,In3.85Ga0.15Sn3O12,1400.0
9284,Lu0.4Gd0.1Bi2O3.75,750.0
9542,Li7Mg0.2La3Zr1.9O12,1075.0
848,SrBi2O9,1200.0
4023,Mg0.1LaGa0.7Al0.2O2.95,1500.0
10703,Zr0.6Fe0.4Pb0.6Bi0.4O3,800.0
9556,La10Si6O27.005,1700.0
3299,V2Zn3O8,1100.0
6162,PrMn0.5Fe0.5O3,1250.0
9528,LiZr2P3O12,900.0
623,BaCrO,1080.0
6624,In6Ga2Sn2O16,1250.0
9181,TiNb2O7,1350.0
8008,SrTa0.1Fe0.9O3,1320.0
6183,Ca0.9Dy0.05MnBi0.05O3,1300.0
7831,Na0.5Nd0.5Ti0.995Sn0.005O3,1350.0
1776,Li0.33La0.52TiO3F0.12,1350.0
10160,Na2W3O10,590.0
932,Ca2Al8Si4N4O17,1450.0
4538,Sr0.775Ho0.225CoO3,1100.0
5074,Ba2.985Tb0.015P4O13,800.0
2442,Sr0.3La0.6MnO3,1300.0
1252,Ca0.4La1.6NiO4,1416.6666666666667
6052,Fe2Cu0.3Zn0.7O4,833.3333333333334
590,La0.2MnBi0.8O3,1020.0
4333,Li0.05Ni0.85Al0.1O,1280.0
7169,Ca0.92Yb0.08Nb0.02Mn0.98O3,1250.0
7084,Ba3Ca1.18Y0.1Nb1.72O9,1550.0
4389,Sr0.5Pr0.5Fe0.2Co0.8O3,1350.0
2881,Ba0.99Er0.007Zr0.35Ti0.65O3,1375.0
3069,Fe1.93Ni0.78Cu0.2Zn0.09O4,890.0
11082,Ba0.7Mg0.433La0.3Nb0.567O3,1450.0
876,La2Mo3O12,800.0
11468,Sr0.8Ce0.133Ta2Bi2O9,1250.0
92,Li2MnO3,655.0
11291,Zr0.3Ti0.7NiZnO4,1550.0
547,La0.2Mn1.4Bi0.6O3,1020.0
2893,Li1.2Al0.6Ge1.4P3O12,900.0
2192,Ba0.333La0.667MnO3,1275.0
10340,Y2.85Al5N0.15O12,1600.0
1395,TiNi0.2Pb0.8O3,1000.0
859,Na0.45Sc0.05Nb1.95Bi2.55O9,1080.0
10108,Zr0.54Ti0.46PbO3,1200.0
11283,Sm0.02TiW0.02Fe0.02Pb0.98O3,1250.0
4283,MgDy0.05Fe1.95O4,1200.0
7514,Ba0.25Sr0.25Ti0.5Fe0.5Bi0.5O3,1050.0
1016,Ti0.3Fe1.4Cu1.3O4,1000.0
7853,Li0.04TiO3,1250.0
11031,Ca0.3Pr0.7Fe0.3Co0.7O3,1200.0
10002,Sr0.5Nd0.5Mn0.96Cu0.04O3,1400.0
2382,Sr2MgB2O6,950.0
9580,Ba0.85Eu0.15TiO3,1400.0
4759,GdAl3O6,1000.0
1807,Mg0.9Mn0.1Fe1.8O4,1250.0
9754,Ba0.3La0.7CrO3,1600.0
7029,ZrTa0.16Nb1.84ZnO8,1250.0
4853,NdNb0.8Sb0.2O4,1250.0
5156,Ti0.8Cr0.1Sb0.1O2,1000.0
10658,SrMn0.5Co0.5O3,900.0
10086,Ba1.5Sr0.5PrCu3O,940.0
6950,Y3Al3O12,1400.0
7641,BaZrFe10CoO19,1250.0
8652,La5Ti3AlO15,1600.0
3064,Ca0.3La0.7Mn0.975Ga0.025O3,1250.0
10908,Na3Zr1.6Zn0.4Si2PO12,1250.0
4643,Sr0.1Ca0.3Tb0.05La0.7MnO3,1200.0
3007,Ba2La4.8Si6O26,1350.0
9654,K0.32Na0.68NbO3,1150.0
1009,Fe1.2Cu1.4Ge0.4O4,1000.0
8585,Zr0.2Ti0.8O3,1200.0
2212,BaFe11.6Cu0.4O19,1100.0
2742,Na0.48Ho0.04Nb2Bi2.48O9,1100.0
250,YMn0.1Fe0.9O3,1460.0
9168,Tb0.9MnGa0.1O3,1400.0
643,TbSc0.9Mn0.1O3,1200.0
11351,Na0.188Ba0.06TiBi0.752O3,1160.0
7898,Ba0.01Ca0.99Ti4Cu3O12,1050.0
6581,Li0.5Cr0.2Fe2.3O4,1200.0
7196,Ca1.15Nd0.85Ti0.15Al0.85O4,1400.0
5975,Li9V2.75Al0.25P8O29,750.0
10017,Ca0.7La0.3Fe11.75Zn0.25O19,1205.0
4390,Sr0.5Pr0.5Fe0.5Co0.5O3,1350.0
293,CrCuO2,1123.3333333333333
717,Ba0.9Sr0.1Zr0.1Ti0.9O3,1200.0
11140,La0.07Zr0.536Ti0.439Pb0.9Bi0.03O3,1200.0
860,Na0.45Nb2Bi2.55O9,1080.0
10624,Zr0.514Ti0.474Nb0.013Pb0.994O3,1250.0
170,BaTi1.05Fe9.9Co1.05O19,1175.0
6688,Na0.08Sm0.12Co2O4,920.0
6784,Na0.36Yb0.24Co2O4,920.0
2316,Ca0.2Ce0.5La1.8Zr1.5O7,1600.0
3775,CaCe0.75Ti1.5Ta0.75O7,1350.0
4082,Zr0.04Ti0.16Nb0.4PbSb0.4O3,1230.0
2634,Sm0.65Nd0.35NiO3,900.0
9616,Ca0.333La0.667Mn0.75Si0.25O3,1100.0
8232,Zr0.6Ti0.2Nb0.534Ni0.266O3,1200.0
7166,Mo0.3Fe1.7CoO4,1300.0
4320,Ba2Tb0.5Y0.5Cu3O7,950.0
6181,Sr0.5Nd0.5Mn0.95Cu0.05O3,1350.0
1229,Sr0.4La0.6Fe0.8Co0.2O3,1173.5294117647059
5403,Li0.15Sr1.7Eu0.15Ge0.15Si0.85O4,1050.0
8287,Zr0.8Nb0.267Ni0.133O3,1200.0
1111,Nd0.2Ce0.8O1.9,935.0
8884,Sr0.25La0.75Cr0.2Mn0.5Al0.3O3,1500.0
307,Cr0.98Ni0.02CuO2,1170.0
2293,Na3VB6O13,600.0
885,Sr0.6La1.4Co0.5Ni0.5O4,1250.0
9939,Sr0.5Ca0.5Ti0.8Fe10.4Co0.8O19,1250.0
10556,Sr0.4La0.6Fe0.8Ni0.2O3,1400.0
5187,SrNb0.667Zn0.333O3,1400.0
2948,Zn1.995SiO4,1200.0
3823,Ca1.94Eu0.06P2O7,1050.0
10473,SrMn0.2Co0.8O3,1300.0
2646,Ce0.5La0.1Y2O3,1550.0
4689,Ca0.5Pr0.5Mn0.2Ni0.8O3,1500.0
8320,Zr1.136Ti0.682Nb0.4Ni0.2O3,1200.0
9635,Ba2InBi0.6Sb0.4O6,1050.0
913,Ca12Al14O33,1350.0
9521,Nd3Ga5SiO14,1420.0
4966,Ba2NbBiO6,925.0
6678,Na0.48Sm0.12Co2O4,920.0
937,Gd0.2Ce0.8O1.9,1462.5
5394,Yb0.6Nb0.4Bi3O7,950.0
8516,Zr0.528Ti0.528Nb0.534Ni0.266O3,1200.0
890,SrLaMnO3,1400.0
8350,Zr0.352Ti0.176Nb0.267Ni0.133O3,1200.0
6658,SrSc0.15Zr0.85O3,1650.0
2299,Fe2Ni0.3Zn0.7O4,1162.5
8226,Zr0.176Ti0.88Nb0.4Ni0.2O3,1200.0
9097,SrMgSi2O5,1200.0
3105,Mn3Cu0.6Ge0.25Si0.15N,750.0
10140,LaSbO4,1500.0
8021,La9.83Si6O26.75,1700.0
902,Ba2Y0.92Ta0.08Cu3O,900.0
3074,Mn0.538Fe1.87Zn0.426Sn0.2O4,1380.0
5226,Sr0.2Mg0.17La0.8Ga0.83O2.815,1456.6666666666667
3888,Fe0.95CuGa0.05O2,950.0
855,Sr0.97Ti0.6Fe0.4O3,1450.0
10430,CaMn0.4Co0.6O3,1300.0
11390,LaNb0.7Mo0.3O4,1400.0
2076,Sr5.714Nb2.286O11.429,1400.0
7336,Fe0.985Ga0.015BiO3,990.0
4606,LaTi0.5Cr0.5O3,1400.0
6993,BaCe0.7Zr0.2Nb0.1O3,1566.6666666666667
6703,Na0.08Nd0.12Co2O4,920.0
1382,Mn2.1Ni0.9O4,1200.0
11311,Mg0.93Zr0.03Fe1.94Zn0.1O4,1100.0
2896,Li1.8Ge2P3O12,900.0
5870,Zn0.96Al0.04O,1170.0
7916,Sr0.6Ca0.4LaGa3S6O,950.0
6743,Na0.64Y0.16Co2O4,920.0
8937,Ca0.92Lu0.08Nb0.08Mn0.92O3,1325.0
2342,BaSmCo2O5,1133.3333333333333
7244,Ba0.6La0.4Nb0.534Zn0.466O3,1350.0
3470,Ba2MgSi6N2O12,1350.0
3141,Sr0.975Eu0.025Ta2Bi2O9,1200.0
5324,Y2.95Mn0.05Al4.95Si0.05O12,1600.0
7068,Li0.69La0.94Fe0.2O2.09,850.0
7684,Cs0.24Ba1.33Ti5.1Ga2.9O16,1250.0
1484,Mg0.8Rh0.2Ag0.8Cu0.2O2,930.0
3097,Co1.5Cu10.5Sb4S13,500.0
8460,Zr0.88Nb0.267Ni0.133O3,1200.0
5659,Gd2Ti2O7,1446.4285714285713
9876,Mn0.2Ni0.3Cu0.07Zn0.63O4,1125.0
1866,Mg0.25Cu2Zn0.75SnS4,750.0
2993,SrTi0.7Fe0.3O3,1250.0
3595,K0.05Ba0.9Sm0.05WO4,1200.0
4211,W3Al2O12,1050.0
137,Cd0.2Zn0.8Se,825.0
3404,Ba3.975Si6O16,1300.0
6803,SrCo2O4,920.0
8076,Zr0.682Ti0.909Nb0.267Ni0.133O3,1200.0
7079,Sr2MoCuO6,1000.0
11455,FeZn2InO5,1400.0
6393,Sm0.025Fe1.975Ni0.5Zn0.5O4,1250.0
7925,Ca0.9Mg0.1Ti4Cu3O12,1100.0
6119,Gd0.08FeBi0.92O3,830.0
7528,SrGd0.5Nb2Bi1.5O9,1230.0
9813,Li3V1.9Co0.1P3O12,850.0
11626,Sm0.55Ce0.45O2,1690.0
4665,BaB2SiO6,1340.0
7473,Lu2.94Ce0.06Al5O12,1550.0
2801,Pr0.3Ti3Bi3.63O12,1100.0
10655,Sr0.176Ca0.176La0.528Mn0.88O2.64,900.0
11064,Pr0.86Ce0.14LaCuO4,1100.0
10547,Sr0.4La0.6Fe0.2Ni0.8O3,1400.0
2111,K0.9Ti0.1Fe0.9O2,1177.0
2574,Sr2Nb0.03O0.105,1400.0
10073,Ti0.99Nb0.005Al0.005O2,1400.0
5936,Ba0.33La0.67Mn0.99Sb0.01O3,1400.0
3972,Eu0.001Y0.999AlO3,1500.0
9341,SrNi0.01Cu0.99O2,995.0
4179,Ca0.333La0.667Cr0.06Mn0.94O3,1450.0
6550,Sr2Ca2Cu3Pb0.36Bi1.64O10,845.0
9877,MnFeNi0.3Cu0.07Zn0.63O4,1125.0
3938,La0.032Zr0.588Ti0.392Pb0.92Bi0.048O3,1250.0
3062,Ca0.3La0.7Mn0.9Ga0.1O3,1250.0
1289,Li2Ir0.6Rh0.4O3,850.0
1899,Sr1.3La0.7MnO4,1500.0
4654,PrLaCuO4,1050.0
5549,Na0.5Pr0.002La0.498TiO3,1250.0
8965,Ba0.85Ce0.9Y0.1O3,1550.0
18,Nd0.4Ce1.6CuO4,1100.0
1937,BaIn0.5Sn0.5O2.75,1325.0
8195,Zr0.682Ti0.455Nb0.534Ni0.266O3,1200.0
1941,Ca0.3La0.7Mn0.88Fe0.12O3,1200.0
5557,Sr0.97TiMn0.03O3,1350.0
2478,Ba2Ca0.6Mg1.8Y0.4Cu2.2O7,940.0
7809,SrEr0.008Ti4Bi3.992O15,1160.0
7278,K0.465Na0.465Li0.07Ta0.07Nb0.93O3,1100.0
2563,Ca4CrAl6O16,1300.0
2330,Sr0.1Yb0.5La0.9Y0.5O3,1600.0
6587,Ba0.55Sr0.45Nb2O6,1350.0
3897,SrAl2O6,1400.0
1940,W3In2O12,1100.0
6665,BaY0.08Zr0.92O3,1650.0
5160,NaSr3Gd0.99Sm0.01P3O12F,1000.0
6438,Sr0.12Nd0.3La1.58CuO4,1000.0
8281,Zr0.8Ti0.4Nb0.534Ni0.266O3,1200.0
7877,SrCaEr0.06Ti5Bi3.94O18,1180.0
7537,Mg0.2Mn0.3Fe2Zn0.5O4,1200.0
9267,BaCe0.7Y0.15Zr0.1Zn0.05O3,1200.0
10734,Yb0.16Er0.04La0.8NbO4,1350.0
6822,Na0.16Sr0.04Co2O4,920.0
3431,La0.75Ti3Bi3.25O12,1071.4285714285713
3024,Na0.2La0.8CoO3,1100.0
2088,Na2Fe2Si2O7,900.0
9610,Mn0.97Zn0.03O1.97,600.0
2879,Ca2Eu0.04VBi0.96O6,950.0
8125,ZrTi0.8O3,1200.0
4553,Sr2LaMn1.9Co0.1O7,1300.0
5514,CaNb0.667Zn0.333O3,1300.0
7909,K2Mo4O13,440.0
11587,CaTm0.05B2Bi1.95O7,800.0
1343,Li0.1Fe2.1Co0.1Cu0.1Zn0.6O4,1300.0
11286,Sm0.1TiW0.02Fe0.02Pb0.9O3,1250.0
2479,Ba2Ca0.6Mg2.4Y0.4Cu1.6O7,940.0
8618,Zr0.6TiNb0.4Ni0.2O3,1200.0
1001,La2Co0.1Ni0.9O4,1270.0
7914,SrLaGa3S6O,950.0
7311,BaNb0.667Ni0.166Zn0.166O3,1450.0
2886,Ba0.98Er0.013Zr0.35Ti0.65O3,1375.0
834,Fe0.3Co0.7S2,700.0
1635,Yb0.2Co4Ga0.1Sb11.967,625.0
9878,Mn0.8Fe0.6Ni0.3Cu0.07Zn0.63O4,1125.0
3924,K0.002Ba1.996MgCe0.002Si2O7,1200.0
4890,Na0.1Li0.4La0.5TiO3,1300.0
10180,La0.05Zr0.634Ti0.341Fe0.05Pb0.9O3,1200.0
7667,TiSnO4,1075.0
8811,Ca1.998MgEu0.002Si2O7,1300.0
4793,SrNb0.3V0.7O3,1500.0
10918,Na3Mg0.1Zr1.9Si2PO11.9,1250.0
10535,CaMg0.6Ti4Cu2.4O12,600.0
9170,TbMn0.6Ga0.4O3,1400.0
7059,Y0.785Ta0.215O1.715,1500.0
4749,Ba0.62Ti0.372Nb1.24Zn0.62O4.7,1260.0
5798,La2Ni0.8Cu0.2O4,1370.0
8693,BaTi0.7Nb0.15Al0.15O3,1400.0
1837,Sr1.5Ca1.5UO6,1250.0
10530,Na0.5Sm0.03La0.5Ti7Bi7.97O27,1040.0
7984,Nd0.94La0.06NbO4,1275.0
1885,Ba2Gd4.2Eu0.8B5O17,1200.0
10997,Ce0.97Nb0.03O2,1650.0
6623,In5.6Ga2.4Sn2O16,1250.0
6142,Sr1.9La0.1CuPb0.3Bi1.7O6,840.0
3864,Sr2Ce0.5Y1.5CoCu2O9,1075.0
4587,Zr0.98Nb0.02Pb0.99O3,1300.0
10,Sr1.6La0.4CuO4,1100.0
3176,SrGd2Fe2O7,960.0
7106,Na3.2Sn1.2Sb0.8O6,1300.0
8931,Ca0.91Mg0.19Si1.1O3.3,1400.0
971,Sr0.2La0.8Ti0.025Mn0.975O3,1400.0
10542,Mg0.98Tb0.02Fe2O4,1000.0
5302,Ce0.6Y2.225Mn0.175Al4.825Si0.175O12,1600.0
11124,Sr0.4La0.45MnO3,1150.0
8536,Zr0.455Nb0.534Ni0.266O3,1200.0
13,Nd0.8Ce1.2CuO4,1100.0
10753,K0.492Na0.492Ba0.027Nb1.015O3,1125.0
8885,Sr0.25La0.75Cr0.4Mn0.5Al0.1O3,1500.0
4147,MgTiO3,1324.5833333333333
3194,Na0.2Ca0.8La2Cu2O6,850.0
2119,La32Zn27B136O279,950.0
4883,Ba1.9Sr0.1CuO3,950.0
8944,Ca2BO3Cl,700.0
640,TbSc0.5Mn0.5O3,1200.0
4385,Dy0.4Tb0.6MnO3,1350.0
8838,CaTi4Bi4O15,1157.5
9205,Ca0.9Pr0.001TiZn0.099O3,1250.0
1233,LiNbO3,991.25
4936,BaSr2P2O8,1250.0
1402,Al2Si4N6O2,1675.0
5250,Ca3.1P2O9,1400.0
6351,Sr0.95Nb0.1Co0.9Ag0.05O3,1250.0
5956,La10Si6O27,1650.0
3038,Ba0.75Ca0.25Zr4P6O24,1200.0
6023,Ba3Ti0.45Fe23.55Co2O41,1300.0
3168,WSn0.4O3,550.0
6600,Y2SO2,1250.0
6303,CaMg0.2Ti3Al7.8O18,1500.0
11302,Lu2Zr2O7,1830.0
6596,Ca2Mg0.05Ti4Cu1.95O12,1100.0
3384,Sr0.2Mg0.1La0.8Ni0.1Ga0.8O3,1500.0
1723,Li2AlGeP3O12,875.0
2738,Sr4.99Eu0.01P3O12Cl,1050.0
8475,Ti1.136Nb0.667Ni0.333O3,1200.0
1883,Cd2.97In0.03TeO6,1080.0
2205,La0.995InBi0.005O3,1250.0
289,Sr0.07Ca0.43Pr0.5MnO3,1400.0
9212,KSr0.94Tb0.06PO4,1200.0
8729,Ba0.98Ti0.94Mn0.06Zn0.02O3,1300.0
10395,Mg2.4Zn0.6In2O6,1300.0
2117,Mg0.95Pr0.05B2O0.092,850.0
5746,Ca4ReB3O10,1200.0
1241,Sr0.88Y0.08TiO3,1500.0
10357,BaCe0.1Ti0.9O3,1530.0
8580,Ti0.4Nb0.267Ni0.133O3,1200.0
5736,Sr2TiMo0.5Fe0.5O6,1200.0
461,Mn1.4Bi0.6O3,1020.0
3110,Sr0.5Nd0.5Cr0.25Mn0.75O3,1350.0
10837,Ba0.982Mg1.998P2O8,1100.0
5026,Eu0.02Cd0.98GeO3,1040.0
3291,Ca0.18Sm0.82AlO2.91,1600.0
1025,Mg1.98Ag0.02Sn0.6Si0.4,600.0
4728,Ba0.124Ti0.248Nb1.24Zn0.62O3.956,1260.0
4960,Ca0.85Pr0.15MnO3,1497.0
501,La0.8Mn1.8Bi0.6O3,1020.0
3974,Fe1.96Co0.3Ni0.7Bi0.04O4,1150.0
4842,HfSiO4,1650.0
4555,Sr2LaMn1.96Co0.04O7,1300.0
6901,Sr0.1Pr1.9NiO4,1200.0
9273,Sr0.05Sm0.15Ce0.8O1.875,1500.0
1739,CaZr0.4Co0.55Pd0.05O3,1200.0
4205,Mg0.166Ti0.5Nb0.334PbO3,1250.0
5707,Ba2Mg0.97Mn0.03Si2O7,1270.0
2224,Sr1.85Eu0.15MoFeO6,1280.0
1432,Sr3Co2O,1100.0
1137,Sr0.05Mg0.05Fe0.95Bi0.95O3,800.0
6947,Y3Al4.4O12,1400.0
6129,Sr2GdRuO6,1055.0
10029,Sr0.95Y0.05Fe11.76Co0.24O19,1200.0
1477,Mg0.8Rh0.2CuO2,930.0
8826,Ca2MoFe0.2Co0.8O6,1270.0
9903,Mn0.6Ni0.3Cu0.07Zn0.63O4,1125.0
268,Ba0.4Sr0.6Ti0.2Mn0.8O3,1400.0
9191,Sr0.3La0.7Fe0.3Ga0.7O3,1500.0
7019,NaBa0.6Eu0.4ScSi2O7,1250.0
8194,Zr0.704Ti0.352Nb0.133Ni0.067O3,1200.0
8780,LiTaO3,1000.0
3224,Nb1.2Mn1.2Bi1.6O7,1150.0
9822,Gd0.333Eu1.333Sm0.333Zr2O7,1700.0
7152,Li2Ba0.996Bi0.004P2O7,750.0
6987,Sr0.65Ca0.05La0.2TiO3,1500.0
451,LaMnBi0.4O3,1020.0
6857,Sr3.9Ca6Eu0.1Si6O21Cl2,1100.0
10356,BaCe0.2Ti0.8O3,1545.0
8167,Zr0.455Ti0.682Nb0.534Ni0.266O3,1200.0
11240,BaTi4Fe0.8Bi4O15,1100.0
10959,Ba0.8Ca0.15Nd0.025Zr0.1Ti0.9O3,1400.0
1589,Nb2MnO6,1225.0
5667,Fe2Ni0.88Zn0.12O4,1000.0
594,Mn1.4Bi0.4O3,1020.0
156,Pr0.8MnAg0.2O3,1110.0
372,SrNb0.1Fe0.9O3,1350.0
3575,Ce0.05Y2.95Ga1.5Al3.5O12,1500.0
6045,Fe2Ni0.8Cd0.2O4,1200.0
5717,SrCo0.95Sn0.05O3,1100.0
2230,Nb0.12Bi0.88O1.62,825.0
5594,Ca1.94Eu0.06BO3Cl,800.0
6203,Ba0.95La0.05SnO3,1300.0
6097,Sr0.25Ca0.75MnO3,1200.0
286,Ca0.2La0.64MnO3,1300.0
7601,Ca0.4Nd0.3MnBi0.3O3,1100.0
3633,SnSe0.8S0.2,630.0
2931,SrSi6N7.95O0.05,1900.0
6887,CaYb0.2Zr0.8O3,1600.0
1366,BaTi2Sb2O,500.0
1525,Ba0.18Ca0.32La0.5MnO3,1300.0
5799,Nd2Ni0.8Cu0.2O4,1370.0
2921,KCu2O2,700.0
222,Li2Be2O3,800.0
1069,Fe2CuS3,500.0
1685,Sr2.97Eu0.03Sn2O7,1450.0
11346,Yb0.5Bi1.5O3,1100.0
10688,CaTi4Co0.2Cu2.8O12,1100.0
9421,Sr0.5Sm0.5Fe0.6Co0.4O3,1200.0
3812,Sr0.39Ca0.9Mg0.7Eu0.01SiO4,1350.0
6926,Eu0.6Y3.4AlSiNO8,1650.0
1699,Na0.9MnO2,1000.0
1834,Ca0.24Ti0.98Mn0.02Pb0.76O3,1150.0
10388,Mg3Tb0.12Eu0.06In3.82P6O24,1200.0
11466,Sr2Ca2Cu3Pb0.4Bi1.6O,855.0
9541,Li7Mg0.05La3Zr1.975O12,1075.0
901,Lu1.8Yb0.2O3,1350.0
8410,Zr0.8Ti0.8Nb0.667Ni0.333O3,1200.0
684,Ba1.9Ca0.2Nd0.1Y0.8Cu3O,950.0
8867,CaCe0.8NbMn0.2SnO7,1350.0
6064,Mg0.4Fe2Ni0.6O4,1000.0
2209,BaFe11.2Cu0.8O19,1100.0
10791,Ba0.992Mg1.992P2O8,1100.0
1483,Mg0.6Rh0.4AgO2,930.0
4502,Zr0.51Ti0.49PbO3,1150.0
6814,Na0.24Sr0.36Co2O4,920.0
794,Li7La3Zr2O12,1086.6666666666667
6011,Mn0.03Zn0.97O,1100.0
3071,Mn0.538Fe1.27Zn0.426Sn0.8O4,1380.0
4480,PrCoO3,1200.0
3306,Ca0.5Nd0.5Cr0.07Mn0.93O3,1500.0
5515,NaBaPO4,1000.0
8852,Ba0.13Sr0.57Ca0.3TiO3,1400.0
1125,Ba0.025Ca0.975Ti4Cu3O12,1100.0
9763,Sr2NbFe0.9Co0.1O6,1400.0
2996,Li0.6Zr1.35P2O8,900.0
5531,Gd0.999Al3B4O12,1100.0
3150,NaNbFe2NiO7,1150.0
8371,Zr1.136Ti0.909Nb0.267Ni0.133O3,1200.0
2351,Ca0.6Dy0.4MnO3,1450.0
7414,Ba0.1Sr0.81Gd0.06Nb2Bi2O6,1160.0
8646,Ti0.2Nb0.4Ni0.2O3,1200.0
274,Mg0.4GdFe0.6O3,1300.0
3368,K0.05Ti0.1Fe0.9Bi0.95O3,1010.0
8141,Ti0.682Nb0.4Ni0.2O3,1200.0
3962,Ce0.015Y2.985Sc2Ga3O12,1600.0
5828,La9.83Al0.25Si5.75O26,1600.0
1449,BaGdCo1.7Ni0.3O5,1050.0
4975,Sr0.97Sm0.02TiO3,1475.0
10849,Ba0.91Sr0.03Ca0.06Ti0.92Sn0.08O3,1450.0
1272,K0.47Na0.47Li0.06Nb0.92Sb0.08O3,1100.0
8044,Zr0.227Nb0.133Ni0.067O3,1200.0
