,formula,target
2055,Ba2Ca0.66NbCo0.33O6,1400.0
332,Ca0.33La0.67Mn0.85Al0.15O3,1350.0
3322,La0.6MnAg0.4O3,1000.0
3152,CaLaAlO4,1450.0
10020,Sr0.6Gd0.4MnO3,1250.0
5321,Ce0.2Y2.6Mn0.2Al4.8Si0.2O12,1600.0
10146,Sr0.2Pr0.4La1.4CuO4,1000.0
3400,Sr0.9La0.1Fe0.2Co0.8O3,1183.3333333333333
473,LaMnBi0.8O3,1020.0
6410,Sr0.2La4.8Sc0.8Ti4.2O17,1650.0
1711,Fe0.03Cd0.97Te,750.0
3382,CaMg0.3Ti4Cu2.7O12,1095.0
1280,Ce0.8Y0.2O1.9,1500.0
2105,Ba0.05Ca3Co4O9,960.0
7080,Sr2W0.5Mo0.5CuO6,1000.0
3429,BaY2Si3O10,1360.0
9753,Ba0.01Sr0.04Sm0.15Ce0.8O2,1700.0
321,Fe3Al,1350.0
8271,Zr0.528Ti0.704Nb0.667Ni0.333O3,1200.0
8814,Sr0.87Dy0.03La0.1TiO3,1460.0
9247,Ca0.025La0.975NbO4,1550.0
5706,Ba2Mg0.99Mn0.01Si2O7,1270.0
1454,Ca1.4Nd0.6MnO4,1500.0
5149,BaTiCr0.2Sb0.2O3,1000.0
5884,Sr0.33Pr0.67MnO3,1200.0
1360,Sr0.874Y0.076Ti0.92In0.08O3,1450.0
5834,La9.83Fe1.5Al0.75Si3.75O26,1600.0
9530,Li1.8Zr1.2Al0.8P3O12,900.0
622,Sr2SiO4,1300.0
10661,SrMn0.7Co0.3O3,900.0
4807,Ca3.6Eu0.4P2O9,1350.0
10114,Ba2Ca0.015Y0.965Co0.02Cu3O7,950.0
8800,Ca2Co1.69Bi1.62O7.38,850.0
7718,Co0.01Zn0.99O,935.0
2765,EuHfO3,1550.0
6345,Ca0.8La0.2Al11O18,1500.0
10499,Ba0.7Ca0.3Ti0.98Cu0.02O3,1350.0
5951,La10W0.5Si5.5O27,1650.0
8267,Zr0.704Ti0.528Nb0.133Ni0.067O3,1200.0
10292,SrCe0.075Ta2Bi1.9O9,1200.0
6208,Ta0.184Nb0.736AgSb0.08O3,1000.0
4247,Ba0.7Sr0.3SmCo2O5,1200.0
27,Zn3Ga2Ge2O10,1287.5
11452,Ba0.865Ca0.135Zr0.11Ti0.89O3,1500.0
2042,Mg0.2Yb0.02Mn0.8Ga1.98O4,1350.0
8456,Zr0.704Ti0.352Nb0.4Ni0.2O3,1200.0
297,Ca0.1Gd0.9CrO3,1400.0
6049,Ca0.333La0.667Mn0.95Co0.05O3,1200.0
2671,Sr0.2Y0.8MnO3,1200.0
7098,BaCe0.8Nb0.2O3,1500.0
9409,K0.1La1.9Mo2O9,950.0
9614,Ca0.875Ce0.125Mn0.925Ga0.075O3,1250.0
2040,Mg0.6Mn0.4Ga2O4,1350.0
8860,K0.5Na0.5NbCu0.75O3,1090.0
9431,Pr2Fe0.4Ni0.4Cu0.2O4,1300.0
3664,Ce0.95Mn0.05O2,800.0
7072,Sr2W0.4Mo0.6CuO6,1000.0
9120,Sr0.5Dy0.5MnO3,1250.0
4473,La0.7MnO3,1300.0
6074,Mn0.6Fe1.25Co0.75Cd0.4O4,1200.0
4816,Na1.5MoAg0.5O4,620.0
11442,Na0.49Sm0.02Nb2Bi2.49O9,1100.0
190,Ba0.6Sr0.4TiO3,1379.75
60,Na0.03Li2.97V2P3O12,750.0
10513,Y0.8Nb0.2O1.7,1700.0
8855,Sm2Ce2O7,1600.0
8947,Ca1.6Eu0.4BO3Cl,700.0
1436,Sr0.3La0.7Ti0.2Mn0.8O3,1362.5
6578,Li0.5Cr0.8Fe1.7O4,1200.0
7377,BaHf0.1Zr0.1Ti0.8O3,1350.0
2942,Eu0.01Zn1.99SiO4,1200.0
1283,Ca0.05Ce0.85Y0.1O1.9,1350.0
9965,BaFe16ZnPbO27,1300.0
2531,Ag0.2Cu1.8GaSe3,550.0
4190,BaCaCo4O7,1100.0
5185,Ca3MgLa2Ti5O17,1625.0
6158,Ba2NdCu2.98Zn0.02O7,950.0
11062,Ca0.5Pr0.55Cr0.1Mn0.9O3,1380.0
3519,Ga2Al2Bi2O9,1000.0
3144,Eu0.05Y0.9PO4,1200.0
7720,Ca1.7La0.3Ti4Cu2O12,1100.0
5810,Sr0.2La0.8Cr0.8Co0.2O3,1510.0
9892,MnFe0.2Ni0.3Cu0.07Zn0.63O4,1125.0
7624,Ti0.17Zn0.83Al1.66O3.66,1600.0
8087,Ti0.528Nb0.4Ni0.2O3,1200.0
11204,SrDy0.02TiO3,1350.0
10116,Ca0.07Mg0.93TiO3,1350.0
867,Ca0.97TiO3,1450.0
384,Li2Ti3ZnO8,758.3333333333334
7994,Ba2GdMn0.02Sb0.98O6,1400.0
6515,SrMnO2.58,1500.0
10041,Sr1.2Gd0.8CoO4,1147.0
1003,Ba0.2Pr0.7MnO3,1400.0
8994,Ca0.15La0.85FeO3,1200.0
1051,Nb0.73Al0.27,950.0
5519,Fe1.91Ni0.65Zn0.35Al0.09O4,1200.0
905,CuAlO2,1100.0
3274,Eu0.05Ti0.543Pb0.95Sn0.444O3,1040.0
8683,Ba0.4Sr1.57MgSi2O7,1250.0
10985,SrHo2O4,1200.0
1418,Na0.5Dy0.015TiBi0.5O3,1050.0
5162,SrCe0.4Y0.1Zr0.5O3,1675.0
4176,Mg0.95Mn0.05Fe2O4,1300.0
4259,Fe1.996Ni0.361Zn0.639O4,1280.0
10314,BaTi0.97Nb0.015In0.015O3,1350.0
6075,Mn0.6Fe1.5Co0.5Cd0.4O4,1200.0
668,Sr0.4Pr0.54La0.06MnO3,1400.0
1040,Eu0.08Y3.92Al2O9,1600.0
6979,BaMg0.33Nb0.5Fe0.17O3,1200.0
8919,Na0.2Ti4Cu3Bi0.6O12,1000.0
5465,Li4SrCaSi2O8,750.0
10553,SrFe0.4Ni0.6O3,1400.0
4075,Nb0.1Mn0.8PbSb0.1O3,1230.0
11588,CaTm0.04B2Bi1.96O7,800.0
11039,SrLaRh0.5Ga0.5O4,1300.0
3005,Ba2La4Si6O26,1350.0
6399,Li0.18La0.61TiO3,1350.0
7737,Pr2ZrCuO6,1150.0
4091,Zr0.12Ti0.48Mn0.4PbO3,1230.0
6608,BaNb0.667Co0.333O3,1550.0
5001,Ca2.9Yb0.1Co3.95Ga0.05O9,920.0
3817,NaBa0.93Dy0.07BO3,850.0
4794,SrNb0.2V0.8O3,1500.0
7317,BaTa0.333Nb0.333Fe0.333O3,1000.0
4984,Ca2.8P2O8,1200.0
6585,Fe2Cu0.7Zn0.3O4,725.0
10707,Na0.9Sr0.1Ti0.075Nb0.9Sn0.025O3,1350.0
2603,Ba3Fe24Co0.8Zn1.2O41,1300.0
7884,La0.1Ti0.9Mn0.1Pb0.9O3,1000.0
3028,SrTaO3.5,1300.0
1901,Sr1.55La0.45MnO4,1500.0
8462,Zr0.176Ti0.704Nb0.667Ni0.333O3,1200.0
3742,Ag0.05GeSb0.05Te0.1Se,500.0
7506,Li1.04Ti0.39Ta0.89O3,1150.0
3600,Ba4Sm9.3Ti18O54,1300.0
8795,Ba0.9Mo4Pb0.1Bi2O16,700.0
11015,Na11.172Ba0.049La0.02TiBi11.172O3,1150.0
5861,Na3Sc1.96P3O12,1100.0
5002,Ca2.95Yb0.05Co3.95Ga0.05O9,920.0
2724,Ba3.05P2O8,1300.0
5396,LaFe0.5Ga0.5O3,1450.0
6394,Ti50Ta,1000.0
10427,Ca0.2Gd0.8Mn0.2Co0.8O3,1300.0
5134,Sr0.5La0.45Y0.05CoO3,1200.0
1047,TiAl3,600.0
10668,CaMgSi2O6,950.0
632,Zr0.97W2In0.03O8,1200.0
6689,Na0.12Sm0.08Co2O4,920.0
5163,Ca0.3Pr0.7Mn0.95Co0.05O3,1300.0
4617,Mn0.75Fe2Cu0.25O4,1000.0
8546,Zr0.682Nb0.267Ni0.133O3,1200.0
9992,Fe2Ni0.42Cu0.13Zn0.45O4,1100.0
4965,BaNb0.5Bi0.5O3,1200.0
1820,Co4In0.1Sb12,600.0
578,LaMn1.6Bi0.6O3,1020.0
7927,Nd0.95MnCd0.05O3,1200.0
5709,Ba2Mg0.9Mn0.1Si2O7,1270.0
1389,K0.6Ba0.4Cu2Se2,500.0
3547,Ta0.05BiSb0.95O4,1200.0
2953,SrIn2O4,1233.3333333333333
184,Ba0.95Ca0.05Zr0.03Ti0.92Sn0.05O3,600.0
5940,SrV2Pb0.2Bi1.8O9,850.0
4161,Sr2DyRuO6,1200.0
484,La0.2MnBi0.4O3,1020.0
5318,Ce0.6Y2.325Mn0.075Al4.925Si0.075O12,1600.0
2839,Ca2.3Tb0.7Co4O9,900.0
1408,Bi3.6Sb0.4O6,850.0
1052,Nb0.74Al0.26,950.0
1955,Mn1.6Ni0.6In0.8O4,1300.0
6758,K0.24Na0.36Co2O4,920.0
7071,Ni2InSbO6,700.0
1130,Li0.3Fe2.3Zn0.4O4,1050.0
11333,Ca0.7Nd0.2TiO3,1350.0
2784,W3Bi2O12,880.0
3846,LiEu0.1La8.9Si6O26,1350.0
11150,Sm0.4FeBi0.6O3,1000.0
1767,Li0.45La0.52TiO3,1350.0
187,Ca0.06Y1.54Cr0.2Mn0.2O3,1600.0
9865,Sr1.8La0.2MoFeO6,1200.0
3945,Ca0.1FeBi0.9O3,860.0
257,TbMnO3,1306.0
8913,Ba0.93Ca0.01Zr0.02Ti0.98Bi0.04O3,1450.0
9112,Ce0.015Y2.97GaAl4Bi0.015O12,1600.0
1714,SrTb0.025Ce0.975O3,1450.0
7307,Ca3Ti0.01Co3.99O9,910.0
11479,Zn1.8GeO4,1350.0
10847,Ba0.91Sr0.02Ca0.07Ti0.92Sn0.08O3,1450.0
4947,Ba0.29Ti0.294Fe0.703Ni0.004Bi0.71O3,1020.0
6309,Mg0.8LaTi3Al7.2O18,1500.0
7987,Nd0.92La0.08NbO4,1275.0
11319,Mg0.67Zr0.07Fe1.86Zn0.4O4,1100.0
7656,Mn0.4Fe2Ni0.2Zn0.4O4,1300.0
894,ZrW0.7Mo1.3O8,600.0
1264,Ca0.5La0.5MnO3,1286.5384615384614
1361,Sr0.892Y0.078Ti0.92In0.08O3,1450.0
2557,Ag0.4Cu1.6Ga0.2Ge0.8Se3,550.0
9984,Li0.15La0.85MnO3,1100.0
9482,Sr0.25La0.75Cr0.44Mn0.5Ni0.06O3,1450.0
4169,Ce0.3La0.7MnO3,1350.0
8192,Zr0.352Ti0.88Nb0.534Ni0.266O3,1200.0
6821,Na0.12Sr0.48Co2O4,920.0
1833,Li4Ti5Cu0.6O12,800.0
2731,Ba3.3P2O8,1300.0
5376,Gd3.2Si6O26,1350.0
7980,Sr0.45Gd0.275Sm0.275MnO3,1200.0
29,LiFePO4,680.5555555555555
11228,SrFe1.5O,1200.0
6160,Mg0.985Ru0.015B2,700.0
1108,Dy0.1Nd299.9Ce0.8O2,1200.0
5674,Na0.01Ba0.99Nb0.501Fe0.501O3,1100.0
3821,Ca1.92Eu0.08P2O7,1050.0
2032,Sr5.93Eu0.07BP5O20,1020.0
11165,BaCuO2,900.0
6954,K0.318Na0.542Li0.02Ca0.04Nb0.85O3,1150.0
6485,Sr0.3Nd0.7MnO3,1350.0
4679,Ca0.5Sm0.5Mn0.2Ni0.8O3,1500.0
1444,Sr0.2La0.8Cr0.02Mn0.98O3,1550.0
9925,Fe1.85Ni0.45Cu0.2Zn0.35O4,900.0
4086,Zr0.36Ti0.24Mn0.4PbO3,1230.0
5338,La0.05Ti0.9Nb0.05O2,1350.0
10325,FeNi0.7Zn0.3O4,1150.0
10001,Sr0.5Nd0.5Mn0.98Cu0.02O3,1400.0
200,Ba2SmRu0.1Cu2.9O7,930.0
3841,SrEu0.04Bi1.96TeO7,800.0
11489,Sr1.6La0.4TaFeO6,1550.0
6419,Eu0.009Y2.991Al5O12,1780.0
8691,BaTi0.99Nb0.005Al0.005O3,1400.0
6065,Sr0.33La0.57MnBi0.1O3,1000.0
2832,Li0.01Sr0.98Ce0.01B2O4,750.0
1227,Ba0.8Sr0.2Nb0.1Co0.9O3,1165.0
11369,Na0.752Ba0.06TiBi0.752O3,1160.0
2622,Ca0.3Pr0.7CoO3,1200.0
6763,K0.32Na0.08Co2O4,920.0
11271,Ba2LaV3O11,840.0
9198,K0.475Na0.475Ba0.05Ti0.05Nb0.95O3,1050.0
4597,Ti0.588Nb0.02Pb0.99Sn0.392O3,1300.0
1708,CdTe,750.0
5334,La0.005Ti0.99Nb0.005O2,1350.0
9056,Y0.9V0.1P0.9O4,1200.0
8213,Zr0.4Ti0.6Nb0.267Ni0.133O3,1200.0
4154,Tb0.14Fe2Ni0.86O4,1000.0
8774,CaMn0.96Ru0.04O3,1300.0
10769,Ba0.99TiNi0.01O3,1300.0
10599,La0.1Fe0.95Co0.01Bi0.9O3,800.0
576,La0.4MnO3,1020.0
5977,Li9V0.5Al2.5P8O29,750.0
4524,Sr0.4Ir4Sb12,630.0
4780,Ca8.973Eu0.027Ce0.03Y0.97P7O28,1250.0
6204,Ba0.9La0.1SnO3,1300.0
1041,LiCo0.5Ni0.5O2,950.0
350,Sr3NdFe3O10,1500.0
6927,Eu0.4Y3.6AlSiNO8,1650.0
792,SrEu0.1Ce0.7Zr0.2O3,1485.0
275,MgGdO3,1300.0
180,Ba0.95Ca0.05Zr0.06Ti0.92Sn0.02O3,600.0
7003,Ba0.35Sr0.65Nb0.667Zn0.333O3,1400.0
9163,Ca1.5Ti4Cu2.5O12,1050.0
4911,Sc0.2Zr0.8O1.9,1600.0
9256,Sr0.1Yb0.8La0.9In0.2O3,1500.0
7357,Ba0.5Ti0.5Bi0.5O3,1050.0
1123,Sr1.96CaCu2Bi2.1O8,600.0
8258,Zr0.88Ti0.176O3,1200.0
7096,Hf0.5Ti0.5PbO3,1100.0
791,SrEu0.15Ce0.65Zr0.2O3,1450.0
8025,Ca2.17Ce0.03Sc2Mn0.8Si3O12,1350.0
2173,Ti0.85PtSb,900.0
3513,Sr2PrO4,1400.0
7007,Nd1.02Ta0.02Nb0.968O4,1275.0
2272,Ba3Sm0.005Y0.995P3O12,1300.0
3463,Ca2.6Eu0.4GeO4Cl2,800.0
8928,Gd0.35Eu0.15Y0.5NbO4,1000.0
3842,SrEu0.3Bi1.7TeO7,800.0
8708,BaCa0.8Y0.2Co4O7,1100.0
7858,Gd0.07Ti0.54Pb0.93Sn0.442O3,1040.0
522,La0.2Mn1.8Bi0.4O3,1020.0
10155,NdRu2BiO7,1080.0
7133,Sr0.9Pr0.1TiO3,1700.0
4124,Zr0.4Nb0.12Mn0.36PbSb0.12O3,1230.0
10719,Na0.469Ba0.062TiBi0.469O3,1350.0
9631,Ba2InBi0.98Sb0.02O6,1050.0
1497,Mg0.4Rh0.6AgO2,930.0
3565,Zr0.07Ti0.93PbO3,1150.0
8609,Zr0.8Ti0.6Nb0.534Ni0.266O3,1200.0
3273,Eu0.07Ti0.54Pb0.93Sn0.442O3,1040.0
6749,Na0.16Y0.64Co2O4,920.0
2449,YbZn2Sb2,600.0
7183,K0.1Na0.395Sr0.01TiBi0.495O3,1200.0
2692,TiAl2O5,1336.6666666666667
7617,Sr0.45TiPb0.55O3,1350.0
389,La0.4Mn2BiO3,1020.0
7658,Ca2Fe1.4Co0.6O5,1400.0
6920,Y4AlSiNO8,1650.0
10583,Sr0.55FeBi0.45O3,1050.0
9795,Na0.1Sr0.9Ti0.8Nb0.2O3,1400.0
613,Sr0.25La0.7MnAg0.05O3,1200.0
8953,BaFe10.25O19,900.0
4507,Na0.5Nb1.94W0.06Bi2.5O9,1100.0
10538,Mg0.82Tb0.18Fe2O4,1000.0
10826,Ba0.988Mg1.994P2O8,1100.0
9626,CaMo0.02Ru0.98O3,1350.0
2335,Ca3Gd0.7Al3B4O15,1100.0
775,FeGa0.5Al0.5O3,1350.0
4988,Ca1.2P2O8,1200.0
2836,Li0.06Sr0.88Ce0.06B2O4,750.0
5481,Sr0.955Ho0.03Nb2Bi2O9,1150.0
360,Ba2In2O5,1321.0526315789473
1485,Mg0.2Rh0.8Ag0.6Cu0.4O2,930.0
6288,Ca0.8Mg0.2La0.2Ti3Al7.8O18,1500.0
6705,Na0.16Nd0.04Co2O4,920.0
3362,K0.1Ti0.23Fe0.77Bi0.9O3,1010.0
11137,La0.1Zr0.536Ti0.439Pb0.9O3,1200.0
9719,Mn3Cu0.5Ge0.95Si0.05N,850.0
8413,Zr0.8TiNb0.267Ni0.133O3,1200.0
9169,TbMn0.95Ga0.05O3,1400.0
3289,Ca0.22Sm0.78AlO2.89,1600.0
8624,ZrTiNb0.4Ni0.2O3,1200.0
5932,Ca0.1La0.9CoO3,1200.0
3244,Mg0.1LaMn0.9O3,1500.0
1565,NaLiAl2SO7,700.0
4564,Ba3MgTaNbO9,1362.5
10999,Sr0.975Pr0.025TiO3,1300.0
2313,Er2Ti2O7,1500.0
7907,K2MoO4,440.0
10200,TiPb0.97Bi0.03O3,1100.0
6841,Ba0.2Ca0.8TiO3,1400.0
10569,Sr0.6La0.4Fe0.2Ni0.8O3,1400.0
10979,Li0.29La0.57TiO3,1200.0
7823,La0.99MnBi0.01O3,1200.0
1190,Gd0.93Nd0.03Y2.04Sc2Ga3O12,1250.0
1105,Dy0.04Nd299.96Ce0.8O2,1200.0
9513,Ca0.55MnBi0.45O3,950.0
1832,Li4Ti5Cu1.67O12,800.0
1093,Mg4La6Ta2W2O24,1500.0
8525,Zr1.136Ti0.682Nb0.667Ni0.333O3,1200.0
11343,Er0.5Bi1.5O3,1100.0
2358,Fe2.4Ag0.2O3.2,900.0
8938,Ca0.98Lu0.02Nb0.02Mn0.98O3,1325.0
3000,Li0.2Zr1.45P2O8,900.0
1819,TiNiSn,1000.0
11207,MoPb2O5,650.0
4811,Ba2Y3Si3O12F,1300.0
5469,Mg0.04CuGa0.96O2,1100.0
335,SrSnO3,1240.0
4276,CoCu2O3,1020.0
5487,LiBa0.95Sm0.05PO4,900.0
7163,Y2HfTiO7,1500.0
8073,Zr0.4Ti0.4Nb0.4Ni0.2O3,1200.0
8423,Zr0.227Ti0.227Nb0.267Ni0.133O3,1200.0
8574,Zr0.455Ti1.136Nb0.667Ni0.333O3,1200.0
8319,TiNb0.4Ni0.2O3,1200.0
9728,K0.475Na0.475Li0.05Nb0.95Sb0.05O3,850.0
9778,Gd0.05Pr0.15Ce0.8O2,1600.0
5640,Li2SrSiO4,850.0
1242,Ba2Sc2O5,800.0
215,LiMn0.4Co2Ni0.4,800.0
4858,Sr0.2La9.8Ge6O26.9,1300.0
9016,Gd2Ce0.25Zr1.75O7,1650.0
9976,Sr0.8La0.2Fe10.65Zn0.15O19,1190.0
11315,Mg0.81Zr0.01Fe1.98Zn0.2O4,1100.0
5190,Sr0.5Sm0.5Co0.6Cu0.4O3,1230.0
8061,Zr0.8Ti0.6Nb0.4Ni0.2O3,1200.0
5955,La10W0.3Si5.7O27,1650.0
3455,La2Fe0.1Ni0.9O4,1225.0
9810,Gd2Zr1.6Nb0.4O7,1700.0
6888,SrYb0.2Zr0.8O3,1600.0
9592,Ba4.2Nd9.2Ti18O54,1320.0
3080,Sm0.2La0.65MnAg0.15O3,1000.0
8422,Zr1.136Ti1.136Nb0.667Ni0.333O3,1200.0
8016,La0.1Fe0.85Zn0.15BiO3,820.0
830,TiZn2O4,1225.6666666666667
3134,SrTa1.9V0.1Bi2O9,1000.0
3765,Zr0.564Ti0.06Nb0.02Pb0.99Sn0.376O3,1325.0
8093,Zr0.88Ti0.704O3,1200.0
6104,Fe0.1Zn0.9O,1000.0
4029,Sm2Sn2O7,1550.0
1096,WMn0.5Cu0.5O4,1100.0
10311,Li4Ti5.75O12,900.0
1942,Ca0.1Mg0.2Pr0.9Ga0.8O3,850.0
3710,Tb0.8Eu1.2Mo3O12,850.0
4300,Gd0.015Mn0.5Fe1.985Ni0.1Zn0.4O4,1200.0
3961,Ca0.8Eu0.2Al2Si2O8,1400.0
3203,Na0.3Ca0.7La2Cu2O6,850.0
8453,Zr0.704Ti0.176Nb0.267Ni0.133O3,1200.0
7816,Li0.02TiO3,1250.0
10367,Mg3Eu0.44In3.56P6O24,1200.0
90,Na0.15Pr0.85MnO3,1200.0
2263,Sr0.2La0.8Fe0.05Ga0.95O3,1500.0
6752,K0.8Na0.2Co2O4,920.0
11580,BaSn0.9Sb0.1O3,1280.0
5125,Ti0.7Nb0.2Cu0.1O2,1360.0
5704,Y0.8WO6,1100.0
8752,U0.97Gd0.03O2,1700.0
674,La0.8WO4.2,1550.0
8479,Ti0.88Nb0.667Ni0.333O3,1200.0
5879,Sr0.3Gd0.7CoO3,1200.0
3002,Ba2La7.2Si6O26,1350.0
4033,BaSc0.15Zr0.85O3,1600.0
10684,Ba0.94Ca0.06Ti0.96Sn0.04O3,1450.0
3763,SrZnO2,1100.0
4432,Fe2Al198O300,1600.0
10023,TbBiO3,850.0
8592,Zr0.4Ti0.2Nb0.267Ni0.133O3,1200.0
5756,Li0.55Fe2.35Si0.1O4,1000.0
3997,Ca0.9Cu1.953Zn0.147O3,1020.0
2810,Ti0.5NbNi0.5O4,1375.0
3618,Ba0.1Y0.2Fe0.94Co0.04Bi0.7O3,800.0
1958,Mn2Ni0.8In0.2O4,1300.0
8904,Sr0.55Ca0.3La0.15Fe11.96Co0.04O19,1200.0
3794,Sr0.33La0.67Mn0.95Fe0.05O3,1200.0
3323,Sr2YRu0.8Cu0.2O6,1200.0
7748,Li6Ti3Nb2O14,900.0
8079,Zr0.6Ti0.8Nb0.133Ni0.067O3,1200.0
7148,Y1.8Ru2Zn0.2O7,1200.0
4935,Sr3P2O8,1250.0
5592,Ca1.96Eu0.04BO3Cl,800.0
8821,K1.25Ba1.75CaNb2O9,1100.0
2681,Ba2NdCu3O,940.0
10303,SrLa0.04Ti4Bi3.96O15,1050.0
6316,Ca0.4Mg0.8La0.6Al10.2O18,1500.0
10943,BaAl2SiO6,1500.0
10009,La0.003Zr0.55Ti0.45Pb0.996O3,1150.0
6112,Ba0.3Sr0.7TiO3,1190.0
5740,Sr0.665La0.285Ti0.93Co0.07O3,1500.0
10751,K0.492Na0.492Ba0.015Nb0.995O3,1125.0
2936,Mg2SnO4,1550.0
2267,Gd1.75Ce0.05La0.2Si2O7,1650.0
5034,Ba1.5Sr1.5Fe24Co2O41,1045.0
6828,Ba0.08Ca0.918Pr0.002TiO3,1400.0
6508,Ba2Ca0.008Er0.985Pr0.008Cu3O7,940.0
9347,Na3Pr0.9La8.1B8O27,970.0
6864,BaCa0.33Nb0.67O3,1400.0
5964,Sr3.2La0.8Fe1.5Co1.5O10,1200.0
8045,Zr0.4Ti0.8Nb0.4Ni0.2O3,1200.0
2277,Ba3Sm0.03Y0.97P3O12,1300.0
8875,Ba3Sr4B3O9F5,900.0
8419,Nb0.4Ni0.2O3,1200.0
2430,Sr3Cr2O8,1113.5
10525,Sm0.075Ti0.85Ta0.075O2,1500.0
4563,Ba3TaNbZnO9,1362.5
10906,Na3Zr1.9Zn0.1Si2PO12,1250.0
3048,Li12V2Fe9P12O48,650.0
6259,Na0.03Ni0.97O,1300.0
1877,La0.01Cd2.99TeO6,1080.0
1631,Yb0.25Co4Ga0.15Sb11.95,625.0
9937,Fe2Ni0.34Cu0.11Zn0.55O4,1250.0
1405,BaY0.1In0.4Sn0.5O2.75,1500.0
5206,Sr0.5Gd0.5Ti0.5Mn0.5O3,1300.0
4021,Mg0.1LaGa0.8Al0.1O2.95,1500.0
8745,Th0.9La0.1O2,1600.0
5114,Ba9Lu1.98Si6Bi0.02O24,1400.0
6985,Ca0.7La0.2TiO3,1500.0
2770,Ce0.6La0.4O2,1436.0
8405,Zr0.528Ti0.88Nb0.267Ni0.133O3,1200.0
11293,Zr0.5Ti0.5NiZnO4,1550.0
5490,BaAl2Si2O8,1403.75
618,Sr0.92Y0.08TiO3,1500.0
4342,Li0.25Ba0.07La0.25Mo0.5Pb0.93O3,650.0
3545,Fe1.98Ni0.28Cu0.12Zn0.6O3.97,925.0
707,Ba2MoCoO6,1200.0
9381,BaNb0.1Co0.8Bi0.1O3,1100.0
3574,Ce0.05Y2.95Al5O12,1500.0
5630,La0.93PO4,1200.0
9328,LuLa0.2Sc4B4O12,1100.0
3066,SrLa2Mn0.8Cu0.2O3,1350.0
4406,Ba3Tb0.2Ce0.08La0.72P3O12,1250.0
5072,Ba3Tb0.9Ce0.015P4O13,800.0
4754,K0.24Na0.24Ba1.904Sr2.856Nb10O30,1270.0
10313,BaTi0.99Nb0.005In0.005O3,1350.0
1458,NiSi,970.0
6912,NaCa2SiO4F,1100.0
6301,Ca0.4Mg0.2La0.6Ti3Al7.8O18,1500.0
3968,GdTa0.8Nb0.2O4,1500.0
5150,BaTiCr0.05Sb0.05O3,1000.0
10277,Ba2GdEu0.01Si6O26,700.0
863,Nd0.01Y0.99VO4,1500.0
6777,Na0.48Yb0.32Co2O4,920.0
2341,Ba0.5Sr0.5SmCo2O5,1150.0
574,La0.8Mn1.4Bi0.8O3,1020.0
994,BaTbCo2O6,1230.0
